Data;Quantidade;Dose Aplicada
2021-04-07;729;1ªDose
2021-04-07;16;2ªDose
2021-03-26;363;1ªDose
2021-03-26;11;2ªDose
2021-03-25;581;1ªDose
2021-03-25;0;2ªDose
2021-02-02;135;1ªDose
2021-02-02;0;2ªDose
2021-04-08;203;1ªDose
2021-04-08;34;2ªDose
2021-02-01;88;1ªDose
2021-02-01;0;2ªDose
2021-01-23;284;1ªDose
2021-01-23;0;2ªDose
2021-04-09;77;1ªDose
2021-04-09;150;2ªDose
2021-03-30;96;1ªDose
2021-03-30;62;2ªDose
2021-02-23;0;1ªDose
2021-02-23;41;2ªDose
2021-02-25;0;1ªDose
2021-02-25;13;2ªDose
2021-01-28;48;1ªDose
2021-01-28;0;2ªDose
2021-04-12;127;1ªDose
2021-04-12;63;2ªDose
2021-03-16;64;1ªDose
2021-03-16;1;2ªDose
2021-03-31;452;1ªDose
2021-03-31;29;2ªDose
2021-04-06;44;1ªDose
2021-04-06;10;2ªDose
2021-03-22;150;1ªDose
2021-03-22;0;2ªDose
2021-04-13;163;1ªDose
2021-04-13;36;2ªDose
2021-03-29;66;1ªDose
2021-03-29;16;2ªDose
2021-02-13;2;1ªDose
2021-02-13;256;2ªDose
2021-01-26;7;1ªDose
2021-01-26;0;2ªDose
2021-02-11;40;1ªDose
2021-02-11;0;2ªDose
2021-02-12;39;1ªDose
2021-02-12;36;2ªDose
2021-02-03;40;1ªDose
2021-02-03;0;2ªDose
2021-02-18;36;1ªDose
2021-02-18;27;2ªDose
2021-03-24;168;1ªDose
2021-03-24;5;2ªDose
2021-03-05;53;1ªDose
2021-03-05;1;2ªDose
2021-03-19;209;1ªDose
2021-03-19;1;2ªDose
2021-03-09;68;1ªDose
2021-03-09;9;2ªDose
2021-03-12;83;1ªDose
2021-03-12;16;2ªDose
2021-03-01;0;1ªDose
2021-03-01;30;2ªDose
2021-02-19;20;1ªDose
2021-02-19;17;2ªDose
2021-03-11;59;1ªDose
2021-03-11;15;2ªDose
2021-02-04;79;1ªDose
2021-02-04;0;2ªDose
2021-03-18;29;1ªDose
2021-03-18;11;2ªDose
2021-03-10;55;1ªDose
2021-03-10;0;2ªDose
2021-03-13;49;1ªDose
2021-03-13;5;2ªDose
2021-01-22;44;1ªDose
2021-01-22;0;2ªDose
2021-03-17;3;1ªDose
2021-03-17;6;2ªDose
2021-03-06;1;1ªDose
2021-03-06;0;2ªDose
2021-03-23;12;1ªDose
2021-03-23;0;2ªDose
2021-03-08;9;1ªDose
2021-03-08;30;2ªDose
2021-03-15;22;1ªDose
2021-03-15;1;2ªDose
2021-01-25;12;1ªDose
2021-01-25;0;2ªDose
2021-02-26;0;1ªDose
2021-02-26;20;2ªDose
2021-02-24;0;1ªDose
2021-02-24;30;2ªDose
2021-02-05;20;1ªDose
2021-02-05;0;2ªDose
2021-03-04;0;1ªDose
2021-03-04;10;2ªDose
2021-01-29;13;1ªDose
2021-01-29;0;2ªDose
2021-01-21;1;1ªDose
2021-01-21;0;2ªDose
2021-01-27;2;1ªDose
2021-01-27;0;2ªDose
2021-04-05;6;1ªDose
2021-04-05;4;2ªDose
2021-03-02;0;1ªDose
2021-03-02;1;2ªDose
2021-02-09;3;1ªDose
2021-02-09;0;2ªDose
2021-03-03;0;1ªDose
2021-03-03;3;2ªDose
2021-04-14;54;1ªDose
2021-04-14;0;2ªDose
