Data;Quantidade;Dose Aplicada
2021-03-24;49;1ªDose
2021-03-24;0;2ªDose
2021-03-23;63;1ªDose
2021-03-23;0;2ªDose
2021-04-06;48;1ªDose
2021-04-06;7;2ªDose
2021-03-12;29;1ªDose
2021-03-12;0;2ªDose
2021-03-22;47;1ªDose
2021-03-22;0;2ªDose
2021-02-01;10;1ªDose
2021-02-01;0;2ªDose
2021-04-14;77;1ªDose
2021-04-14;106;2ªDose
2021-02-18;14;1ªDose
2021-02-18;1;2ªDose
2021-03-03;9;1ªDose
2021-03-03;8;2ªDose
2021-03-26;8;1ªDose
2021-03-26;0;2ªDose
2021-02-23;0;1ªDose
2021-02-23;15;2ªDose
2021-03-16;11;1ªDose
2021-03-16;8;2ªDose
2021-02-22;9;1ªDose
2021-02-22;10;2ªDose
2021-03-10;29;1ªDose
2021-03-10;0;2ªDose
2021-03-27;146;1ªDose
2021-03-27;2;2ªDose
2021-03-30;34;1ªDose
2021-03-30;4;2ªDose
2021-03-11;20;1ªDose
2021-03-11;0;2ªDose
2021-04-08;63;1ªDose
2021-04-08;0;2ªDose
2021-02-04;10;1ªDose
2021-02-04;0;2ªDose
2021-04-12;28;1ªDose
2021-04-12;10;2ªDose
2021-04-05;100;1ªDose
2021-04-05;18;2ªDose
2021-03-17;16;1ªDose
2021-03-17;5;2ªDose
2021-01-21;24;1ªDose
2021-01-21;0;2ªDose
2021-03-18;5;1ªDose
2021-03-18;5;2ªDose
2021-02-24;5;1ªDose
2021-02-24;0;2ªDose
2021-02-03;25;1ªDose
2021-02-03;0;2ªDose
2021-02-11;0;1ªDose
2021-02-11;12;2ªDose
2021-04-07;23;1ªDose
2021-04-07;0;2ªDose
2021-03-25;39;1ªDose
2021-03-25;0;2ªDose
2021-01-26;15;1ªDose
2021-01-26;0;2ªDose
2021-04-09;66;1ªDose
2021-04-09;0;2ªDose
2021-02-12;0;1ªDose
2021-02-12;2;2ªDose
2021-03-15;0;1ªDose
2021-03-15;13;2ªDose
2021-03-19;18;1ªDose
2021-03-19;0;2ªDose
2021-04-10;15;1ªDose
2021-04-10;27;2ªDose
2021-02-02;17;1ªDose
2021-02-02;0;2ªDose
2021-03-09;1;1ªDose
2021-03-09;0;2ªDose
2021-04-13;10;1ªDose
2021-04-13;24;2ªDose
2021-01-25;5;1ªDose
2021-01-25;0;2ªDose
2021-03-31;0;1ªDose
2021-03-31;1;2ªDose
2021-01-27;1;1ªDose
2021-01-27;0;2ªDose
