Data;Quantidade;Dose Aplicada
2021-04-09;20;2ªDose
2021-04-09;1;1ªDose
2021-03-24;0;2ªDose
2021-03-24;29;1ªDose
2021-02-02;0;2ªDose
2021-02-02;22;1ªDose
2021-01-25;0;2ªDose
2021-01-25;3;1ªDose
2021-03-23;10;2ªDose
2021-03-23;31;1ªDose
2021-03-30;0;2ªDose
2021-03-30;106;1ªDose
2021-03-01;10;2ªDose
2021-03-01;0;1ªDose
2021-01-28;0;2ªDose
2021-01-28;3;1ªDose
2021-03-25;9;2ªDose
2021-03-25;41;1ªDose
2021-04-07;1;2ªDose
2021-04-07;131;1ªDose
2021-03-16;0;2ªDose
2021-03-16;29;1ªDose
2021-03-22;19;2ªDose
2021-03-22;2;1ªDose
2021-03-17;10;2ªDose
2021-03-17;21;1ªDose
2021-02-12;8;2ªDose
2021-02-12;0;1ªDose
2021-03-18;0;2ªDose
2021-03-18;20;1ªDose
2021-03-02;0;2ªDose
2021-03-02;21;1ªDose
2021-04-13;29;2ªDose
2021-04-13;0;1ªDose
2021-03-31;0;2ªDose
2021-03-31;39;1ªDose
2021-04-08;20;2ªDose
2021-04-08;9;1ªDose
2021-02-23;0;2ªDose
2021-02-23;20;1ªDose
2021-03-26;0;2ªDose
2021-03-26;19;1ªDose
2021-03-05;0;2ªDose
2021-03-05;19;1ªDose
2021-02-08;0;2ªDose
2021-02-08;8;1ªDose
2021-01-21;0;2ªDose
2021-01-21;16;1ªDose
2021-02-05;0;2ªDose
2021-02-05;10;1ªDose
2021-02-11;8;2ªDose
2021-02-11;0;1ªDose
2021-01-29;0;2ªDose
2021-01-29;12;1ªDose
2021-03-13;1;2ªDose
2021-03-13;0;1ªDose
2021-01-22;0;2ªDose
2021-01-22;8;1ªDose
2021-02-26;4;2ªDose
2021-02-26;10;1ªDose
2021-02-19;5;2ªDose
2021-02-19;0;1ªDose
2021-02-18;4;2ªDose
2021-02-18;0;1ªDose
2021-04-14;0;2ªDose
2021-04-14;32;1ªDose
2021-03-04;0;2ªDose
2021-03-04;10;1ªDose
2021-03-29;0;2ªDose
2021-03-29;10;1ªDose
2021-01-27;0;2ªDose
2021-01-27;1;1ªDose
2021-02-13;1;2ªDose
2021-02-13;0;1ªDose
2021-02-22;1;2ªDose
2021-02-22;0;1ªDose
