Data;Quantidade;Dose Aplicada
2021-02-20;58;1ªDose
2021-02-20;66;2ªDose
2021-02-23;77;1ªDose
2021-02-23;82;2ªDose
2021-03-27;68;1ªDose
2021-03-27;4;2ªDose
2021-04-05;287;1ªDose
2021-04-05;44;2ªDose
2021-04-07;128;1ªDose
2021-04-07;172;2ªDose
2021-03-04;137;1ªDose
2021-03-04;105;2ªDose
2021-03-15;167;1ªDose
2021-03-15;151;2ªDose
2021-03-17;100;1ªDose
2021-03-17;99;2ªDose
2021-03-26;260;1ªDose
2021-03-26;11;2ªDose
2021-02-01;162;1ªDose
2021-02-01;0;2ªDose
2021-02-04;262;1ªDose
2021-02-04;2;2ªDose
2021-03-29;486;1ªDose
2021-03-29;6;2ªDose
2021-02-17;0;1ªDose
2021-02-17;244;2ªDose
2021-02-02;134;1ªDose
2021-02-02;0;2ªDose
2021-04-08;144;1ªDose
2021-04-08;166;2ªDose
2021-04-11;200;1ªDose
2021-04-11;4;2ªDose
2021-04-10;643;1ªDose
2021-04-10;9;2ªDose
2021-04-03;205;1ªDose
2021-04-03;2;2ªDose
2021-04-06;239;1ªDose
2021-04-06;105;2ªDose
2021-04-12;317;1ªDose
2021-04-12;240;2ªDose
2021-04-09;101;1ªDose
2021-04-09;235;2ªDose
2021-01-28;337;1ªDose
2021-01-28;2;2ªDose
2021-03-13;245;1ªDose
2021-03-13;0;2ªDose
2021-03-30;301;1ªDose
2021-03-30;56;2ªDose
2021-03-31;243;1ªDose
2021-03-31;13;2ªDose
2021-02-26;133;1ªDose
2021-02-26;32;2ªDose
2021-02-16;0;1ªDose
2021-02-16;162;2ªDose
2021-03-25;353;1ªDose
2021-03-25;5;2ªDose
2021-01-27;390;1ªDose
2021-01-27;0;2ªDose
2021-01-26;225;1ªDose
2021-01-26;0;2ªDose
2021-03-20;186;1ªDose
2021-03-20;1;2ªDose
2021-03-24;989;1ªDose
2021-03-24;28;2ªDose
2021-03-19;447;1ªDose
2021-03-19;31;2ªDose
2021-03-03;220;1ªDose
2021-03-03;77;2ªDose
2021-03-09;85;1ªDose
2021-03-09;111;2ªDose
2021-03-22;199;1ªDose
2021-03-22;20;2ªDose
2021-03-02;101;1ªDose
2021-03-02;44;2ªDose
2021-03-18;61;1ªDose
2021-03-18;21;2ªDose
2021-04-01;749;1ªDose
2021-04-01;16;2ªDose
2021-02-08;26;1ªDose
2021-02-08;0;2ªDose
2021-01-29;134;1ªDose
2021-01-29;0;2ªDose
2021-03-23;73;1ªDose
2021-03-23;73;2ªDose
2021-02-24;35;1ªDose
2021-02-24;51;2ªDose
2021-02-18;121;1ªDose
2021-02-18;190;2ªDose
2021-03-16;109;1ªDose
2021-03-16;120;2ªDose
2021-02-05;100;1ªDose
2021-02-05;0;2ªDose
2021-02-25;91;1ªDose
2021-02-25;93;2ªDose
2021-02-19;23;1ªDose
2021-02-19;289;2ªDose
2021-04-13;258;1ªDose
2021-04-13;148;2ªDose
2021-02-12;29;1ªDose
2021-02-12;80;2ªDose
2021-02-03;208;1ªDose
2021-02-03;1;2ªDose
2021-02-22;132;1ªDose
2021-02-22;95;2ªDose
2021-02-15;0;1ªDose
2021-02-15;57;2ªDose
2021-03-11;132;1ªDose
2021-03-11;3;2ªDose
2021-01-22;69;1ªDose
2021-01-22;0;2ªDose
2021-01-30;43;1ªDose
2021-01-30;0;2ªDose
2021-03-12;79;1ªDose
2021-03-12;3;2ªDose
2021-01-25;94;1ªDose
2021-01-25;0;2ªDose
2021-03-05;106;1ªDose
2021-03-05;32;2ªDose
2021-02-11;171;1ªDose
2021-02-11;73;2ªDose
2021-03-10;103;1ªDose
2021-03-10;0;2ªDose
2021-01-21;90;1ªDose
2021-01-21;0;2ªDose
2021-02-09;18;1ªDose
2021-02-09;0;2ªDose
2021-02-10;18;1ªDose
2021-02-10;0;2ªDose
2021-02-21;0;1ªDose
2021-02-21;21;2ªDose
2021-03-01;4;1ªDose
2021-03-01;8;2ªDose
2021-01-24;24;1ªDose
2021-01-24;0;2ªDose
2021-01-23;6;1ªDose
2021-01-23;0;2ªDose
2021-01-31;16;1ªDose
2021-01-31;0;2ªDose
2021-03-08;10;1ªDose
2021-03-08;7;2ªDose
2021-04-02;1;1ªDose
2021-04-02;0;2ªDose
2021-02-14;0;1ªDose
2021-02-14;2;2ªDose
2021-02-07;2;1ªDose
2021-02-07;1;2ªDose
