Data;Quantidade;Dose Aplicada
2021-03-30;153;1ªDose
2021-03-30;0;2ªDose
2021-03-27;109;1ªDose
2021-03-27;0;2ªDose
2021-01-27;334;1ªDose
2021-01-27;0;2ªDose
2021-02-11;33;1ªDose
2021-02-11;240;2ªDose
2021-03-26;51;1ªDose
2021-03-26;0;2ªDose
2021-02-23;4;1ªDose
2021-02-23;138;2ªDose
2021-02-22;3;1ªDose
2021-02-22;136;2ªDose
2021-02-04;97;1ªDose
2021-02-04;0;2ªDose
2021-01-25;323;1ªDose
2021-01-25;0;2ªDose
2021-02-05;122;1ªDose
2021-02-05;0;2ªDose
2021-02-15;3;1ªDose
2021-02-15;88;2ªDose
2021-03-29;48;1ªDose
2021-03-29;1;2ªDose
2021-03-25;73;1ªDose
2021-03-25;28;2ªDose
2021-01-29;174;1ªDose
2021-01-29;0;2ªDose
2021-02-12;19;1ªDose
2021-02-12;45;2ªDose
2021-02-18;15;1ªDose
2021-02-18;299;2ªDose
2021-02-24;6;1ªDose
2021-02-24;78;2ªDose
2021-03-23;50;1ªDose
2021-03-23;5;2ªDose
2021-03-18;30;1ªDose
2021-03-18;4;2ªDose
2021-03-04;22;1ªDose
2021-03-04;39;2ªDose
2021-02-16;7;1ªDose
2021-02-16;195;2ªDose
2021-02-09;39;1ªDose
2021-02-09;0;2ªDose
2021-02-19;13;1ªDose
2021-02-19;217;2ªDose
2021-01-28;245;1ªDose
2021-01-28;0;2ªDose
2021-02-01;76;1ªDose
2021-02-01;0;2ªDose
2021-04-06;43;1ªDose
2021-04-06;22;2ªDose
2021-03-03;20;1ªDose
2021-03-03;14;2ªDose
2021-01-22;292;1ªDose
2021-01-22;0;2ªDose
2021-02-03;105;1ªDose
2021-02-03;0;2ªDose
2021-02-17;5;1ªDose
2021-02-17;295;2ªDose
2021-02-02;69;1ªDose
2021-02-02;0;2ªDose
2021-03-09;52;1ªDose
2021-03-09;8;2ªDose
2021-04-13;17;1ªDose
2021-04-13;49;2ªDose
2021-03-11;13;1ªDose
2021-03-11;14;2ªDose
2021-03-31;73;1ªDose
2021-03-31;0;2ªDose
2021-01-26;348;1ªDose
2021-01-26;0;2ªDose
2021-04-12;11;1ªDose
2021-04-12;15;2ªDose
2021-02-08;57;1ªDose
2021-02-08;0;2ªDose
2021-03-01;2;1ªDose
2021-03-01;17;2ªDose
2021-04-05;37;1ªDose
2021-04-05;1;2ªDose
2021-03-08;11;1ªDose
2021-03-08;13;2ªDose
2021-03-05;10;1ªDose
2021-03-05;23;2ªDose
2021-04-08;11;1ªDose
2021-04-08;33;2ªDose
2021-03-12;2;1ªDose
2021-03-12;21;2ªDose
2021-02-25;3;1ªDose
2021-02-25;51;2ªDose
2021-03-17;31;1ªDose
2021-03-17;1;2ªDose
2021-03-24;51;1ªDose
2021-03-24;2;2ªDose
2021-03-10;21;1ªDose
2021-03-10;6;2ªDose
2021-03-16;20;1ªDose
2021-03-16;1;2ªDose
2021-03-19;34;1ªDose
2021-03-19;3;2ªDose
2021-04-09;9;1ªDose
2021-04-09;29;2ªDose
2021-02-26;2;1ªDose
2021-02-26;45;2ªDose
2021-03-02;0;1ªDose
2021-03-02;39;2ªDose
2021-03-15;10;1ªDose
2021-03-15;4;2ªDose
2021-04-14;12;1ªDose
2021-04-14;1;2ªDose
2021-02-10;2;1ªDose
2021-02-10;0;2ªDose
