Data;Quantidade;Dose Aplicada
2021-04-13;65;2ªDose
2021-04-13;88;1ªDose
2021-03-24;22;2ªDose
2021-03-24;134;1ªDose
2021-03-03;16;2ªDose
2021-03-03;126;1ªDose
2021-02-25;1;2ªDose
2021-02-25;30;1ªDose
2021-03-16;31;2ªDose
2021-03-16;36;1ªDose
2021-03-12;5;2ªDose
2021-03-12;41;1ªDose
2021-03-11;5;2ªDose
2021-03-11;48;1ªDose
2021-02-01;0;2ªDose
2021-02-01;77;1ªDose
2021-04-10;584;2ªDose
2021-04-10;538;1ªDose
2021-03-27;28;2ªDose
2021-03-27;571;1ªDose
2021-01-26;0;2ªDose
2021-01-26;114;1ªDose
2021-02-09;1;2ªDose
2021-02-09;76;1ªDose
2021-02-03;0;2ªDose
2021-02-03;73;1ªDose
2021-03-26;5;2ªDose
2021-03-26;218;1ªDose
2021-03-20;5;2ªDose
2021-03-20;628;1ªDose
2021-04-14;126;2ªDose
2021-04-14;148;1ªDose
2021-01-23;0;2ªDose
2021-01-23;59;1ªDose
2021-04-05;44;2ªDose
2021-04-05;214;1ªDose
2021-04-07;183;2ªDose
2021-04-07;264;1ªDose
2021-03-08;6;2ªDose
2021-03-08;58;1ªDose
2021-03-29;35;2ªDose
2021-03-29;311;1ªDose
2021-03-30;5;2ªDose
2021-03-30;114;1ªDose
2021-02-18;72;2ªDose
2021-02-18;37;1ªDose
2021-02-04;0;2ªDose
2021-02-04;41;1ªDose
2021-03-23;12;2ªDose
2021-03-23;57;1ªDose
2021-01-21;0;2ªDose
2021-01-21;24;1ªDose
2021-04-12;46;2ªDose
2021-04-12;60;1ªDose
2021-02-19;142;2ªDose
2021-02-19;6;1ªDose
2021-03-25;17;2ªDose
2021-03-25;211;1ªDose
2021-02-11;0;2ªDose
2021-02-11;33;1ªDose
2021-04-09;13;2ªDose
2021-04-09;59;1ªDose
2021-03-15;22;2ªDose
2021-03-15;46;1ªDose
2021-03-05;13;2ªDose
2021-03-05;64;1ªDose
2021-01-28;0;2ªDose
2021-01-28;42;1ªDose
2021-04-08;54;2ªDose
2021-04-08;84;1ªDose
2021-03-17;19;2ªDose
2021-03-17;218;1ªDose
2021-02-10;0;2ªDose
2021-02-10;62;1ªDose
2021-03-18;11;2ªDose
2021-03-18;102;1ªDose
2021-04-06;9;2ªDose
2021-04-06;254;1ªDose
2021-03-01;46;2ªDose
2021-03-01;30;1ªDose
2021-02-08;0;2ªDose
2021-02-08;45;1ªDose
2021-02-05;0;2ªDose
2021-02-05;61;1ªDose
2021-03-19;4;2ªDose
2021-03-19;24;1ªDose
2021-03-09;5;2ªDose
2021-03-09;80;1ªDose
2021-02-02;0;2ªDose
2021-02-02;50;1ªDose
2021-03-02;24;2ªDose
2021-03-02;12;1ªDose
2021-03-10;5;2ªDose
2021-03-10;68;1ªDose
2021-02-12;0;2ªDose
2021-02-12;43;1ªDose
2021-02-23;22;2ªDose
2021-02-23;25;1ªDose
2021-03-22;14;2ªDose
2021-03-22;75;1ªDose
2021-02-24;32;2ªDose
2021-02-24;20;1ªDose
2021-03-31;34;2ªDose
2021-03-31;61;1ªDose
2021-03-04;20;2ªDose
2021-03-04;108;1ªDose
2021-02-26;10;2ªDose
2021-02-26;17;1ªDose
2021-04-01;7;2ªDose
2021-04-01;20;1ªDose
2021-02-22;6;2ªDose
2021-02-22;33;1ªDose
2021-02-17;1;2ªDose
2021-02-17;1;1ªDose
2021-03-21;2;2ªDose
2021-03-21;0;1ªDose
2021-04-15;71;2ªDose
2021-04-15;13;1ªDose
