Data;Quantidade;Dose Aplicada
2021-03-20;238;1ªDose
2021-03-20;0;2ªDose
2021-04-10;4;1ªDose
2021-04-10;198;2ªDose
2021-03-13;162;1ªDose
2021-03-13;0;2ªDose
2021-01-30;92;1ªDose
2021-01-30;0;2ªDose
2021-04-01;118;1ªDose
2021-04-01;4;2ªDose
2021-04-05;338;1ªDose
2021-04-05;100;2ªDose
2021-04-13;25;1ªDose
2021-04-13;68;2ªDose
2021-04-06;162;1ªDose
2021-04-06;39;2ªDose
2021-03-31;196;1ªDose
2021-03-31;142;2ªDose
2021-03-29;82;1ªDose
2021-03-29;52;2ªDose
2021-03-25;420;1ªDose
2021-03-25;14;2ªDose
2021-03-26;251;1ªDose
2021-03-26;0;2ªDose
2021-03-30;295;1ªDose
2021-03-30;0;2ªDose
2021-04-09;36;1ªDose
2021-04-09;8;2ªDose
2021-01-29;42;1ªDose
2021-01-29;0;2ªDose
2021-02-02;141;1ªDose
2021-02-02;0;2ªDose
2021-04-08;91;1ªDose
2021-04-08;22;2ªDose
2021-04-03;584;1ªDose
2021-04-03;107;2ªDose
2021-02-18;21;1ªDose
2021-02-18;12;2ªDose
2021-01-21;117;1ªDose
2021-01-21;0;2ªDose
2021-01-22;69;1ªDose
2021-01-22;0;2ªDose
2021-04-07;93;1ªDose
2021-04-07;35;2ªDose
2021-04-14;170;1ªDose
2021-04-14;37;2ªDose
2021-03-04;21;1ªDose
2021-03-04;7;2ªDose
2021-02-10;18;1ªDose
2021-02-10;76;2ªDose
2021-02-24;51;1ªDose
2021-02-24;28;2ªDose
2021-01-20;82;1ªDose
2021-01-20;1;2ªDose
2021-03-27;129;1ªDose
2021-03-27;1;2ªDose
2021-03-24;71;1ªDose
2021-03-24;108;2ªDose
2021-03-01;1;1ªDose
2021-03-01;83;2ªDose
2021-02-11;23;1ªDose
2021-02-11;112;2ªDose
2021-03-12;25;1ªDose
2021-03-12;3;2ªDose
2021-03-03;103;1ªDose
2021-03-03;18;2ªDose
2021-03-02;26;1ªDose
2021-03-02;81;2ªDose
2021-03-22;173;1ªDose
2021-03-22;0;2ªDose
2021-01-28;51;1ªDose
2021-01-28;0;2ªDose
2021-03-17;48;1ªDose
2021-03-17;56;2ªDose
2021-03-23;80;1ªDose
2021-03-23;28;2ªDose
2021-02-23;57;1ªDose
2021-02-23;68;2ªDose
2021-02-05;14;1ªDose
2021-02-05;0;2ªDose
2021-01-27;10;1ªDose
2021-01-27;0;2ªDose
2021-03-18;21;1ªDose
2021-03-18;30;2ªDose
2021-03-11;90;1ªDose
2021-03-11;2;2ªDose
2021-03-08;144;1ªDose
2021-03-08;1;2ªDose
2021-04-12;33;1ªDose
2021-04-12;158;2ªDose
2021-03-16;39;1ªDose
2021-03-16;40;2ªDose
2021-03-10;44;1ªDose
2021-03-10;2;2ªDose
2021-03-09;137;1ªDose
2021-03-09;0;2ªDose
2021-03-15;94;1ªDose
2021-03-15;0;2ªDose
2021-02-12;11;1ªDose
2021-02-12;67;2ªDose
2021-02-19;10;1ªDose
2021-02-19;2;2ªDose
2021-02-26;10;1ªDose
2021-02-26;0;2ªDose
2021-01-24;1;1ªDose
2021-01-24;0;2ªDose
2021-02-03;27;1ªDose
2021-02-03;0;2ªDose
2021-02-09;13;1ªDose
2021-02-09;0;2ªDose
2021-02-04;10;1ªDose
2021-02-04;0;2ªDose
2021-01-26;12;1ªDose
2021-01-26;0;2ªDose
2021-02-08;27;1ªDose
2021-02-08;0;2ªDose
2021-02-25;33;1ªDose
2021-02-25;0;2ªDose
2021-03-19;10;1ªDose
2021-03-19;2;2ªDose
2021-03-05;0;1ªDose
2021-03-05;1;2ªDose
2021-02-22;0;1ªDose
2021-02-22;2;2ªDose
2021-04-15;0;1ªDose
2021-04-15;41;2ªDose
2021-01-31;1;1ªDose
2021-01-31;0;2ªDose
