Data;Quantidade;Dose Aplicada
2021-04-13;94;1ªDose
2021-04-13;187;2ªDose
2021-03-08;60;1ªDose
2021-03-08;0;2ªDose
2021-03-12;55;1ªDose
2021-03-12;0;2ªDose
2021-03-30;170;1ªDose
2021-03-30;0;2ªDose
2021-04-07;218;1ªDose
2021-04-07;28;2ªDose
2021-03-31;20;1ªDose
2021-03-31;0;2ªDose
2021-03-26;173;1ªDose
2021-03-26;0;2ªDose
2021-03-09;52;1ªDose
2021-03-09;0;2ªDose
2021-03-23;166;1ªDose
2021-03-23;0;2ªDose
2021-03-04;0;1ªDose
2021-03-04;40;2ªDose
2021-03-16;0;1ªDose
2021-03-16;10;2ªDose
2021-03-25;7;1ªDose
2021-03-25;10;2ªDose
2021-04-08;16;1ªDose
2021-04-08;0;2ªDose
2021-01-26;27;1ªDose
2021-01-26;0;2ªDose
2021-02-04;71;1ªDose
2021-02-04;0;2ªDose
2021-03-19;20;1ªDose
2021-03-19;0;2ªDose
2021-02-11;12;1ªDose
2021-02-11;0;2ªDose
2021-03-17;20;1ªDose
2021-03-17;0;2ªDose
2021-04-05;32;1ªDose
2021-04-05;37;2ªDose
2021-03-11;6;1ªDose
2021-03-11;0;2ªDose
2021-03-24;48;1ªDose
2021-03-24;0;2ªDose
2021-03-02;10;1ªDose
2021-03-02;0;2ªDose
2021-02-12;11;1ªDose
2021-02-12;0;2ªDose
2021-03-22;30;1ªDose
2021-03-22;0;2ªDose
2021-04-06;1;1ªDose
2021-04-06;0;2ªDose
2021-01-27;11;1ªDose
2021-01-27;0;2ªDose
2021-04-12;0;1ªDose
2021-04-12;9;2ªDose
2021-04-09;4;1ªDose
2021-04-09;0;2ªDose
2021-04-14;1;1ªDose
2021-04-14;5;2ªDose
