Data;Quantidade;Dose Aplicada
2021-03-31;22;1ªDose
2021-03-31;0;2ªDose
2021-03-18;86;1ªDose
2021-03-18;1;2ªDose
2021-04-12;2;1ªDose
2021-04-12;160;2ªDose
2021-03-10;20;1ªDose
2021-03-10;11;2ªDose
2021-03-25;85;1ªDose
2021-03-25;4;2ªDose
2021-03-23;162;1ªDose
2021-03-23;0;2ªDose
2021-04-13;229;1ªDose
2021-04-13;123;2ªDose
2021-03-30;107;1ªDose
2021-03-30;12;2ªDose
2021-03-12;0;1ªDose
2021-03-12;52;2ªDose
2021-03-09;40;1ªDose
2021-03-09;10;2ªDose
2021-01-26;27;1ªDose
2021-01-26;0;2ªDose
2021-04-08;77;1ªDose
2021-04-08;71;2ªDose
2021-03-05;22;1ªDose
2021-03-05;18;2ªDose
2021-03-02;39;1ªDose
2021-03-02;0;2ªDose
2021-03-19;58;1ªDose
2021-03-19;58;2ªDose
2021-02-26;59;1ªDose
2021-02-26;10;2ªDose
2021-03-29;104;1ªDose
2021-03-29;19;2ªDose
2021-02-12;50;1ªDose
2021-02-12;0;2ªDose
2021-04-06;95;1ªDose
2021-04-06;10;2ªDose
2021-02-19;30;1ªDose
2021-02-19;11;2ªDose
2021-04-07;69;1ªDose
2021-04-07;39;2ªDose
2021-02-25;0;1ªDose
2021-02-25;11;2ªDose
2021-02-01;41;1ªDose
2021-02-01;0;2ªDose
2021-02-05;38;1ªDose
2021-02-05;0;2ªDose
2021-03-26;106;1ªDose
2021-03-26;0;2ªDose
2021-03-03;32;1ªDose
2021-03-03;0;2ªDose
2021-02-10;11;1ªDose
2021-02-10;0;2ªDose
2021-03-17;49;1ªDose
2021-03-17;0;2ªDose
2021-03-24;105;1ªDose
2021-03-24;0;2ªDose
2021-02-04;60;1ªDose
2021-02-04;0;2ªDose
2021-03-04;38;1ªDose
2021-03-04;0;2ªDose
2021-02-22;0;1ªDose
2021-02-22;5;2ªDose
2021-03-22;123;1ªDose
2021-03-22;0;2ªDose
2021-02-18;20;1ªDose
2021-02-18;57;2ªDose
2021-04-09;5;1ªDose
2021-04-09;53;2ªDose
2021-04-05;34;1ªDose
2021-04-05;0;2ªDose
2021-01-27;26;1ªDose
2021-01-27;0;2ªDose
2021-03-08;20;1ªDose
2021-03-08;9;2ªDose
2021-03-16;9;1ªDose
2021-03-16;0;2ªDose
2021-04-14;12;1ªDose
2021-04-14;17;2ªDose
2021-01-25;28;1ªDose
2021-01-25;0;2ªDose
2021-03-06;1;1ªDose
2021-03-06;0;2ªDose
2021-04-15;5;1ªDose
2021-04-15;5;2ªDose
