Data;Quantidade;Dose Aplicada
2021-03-25;396;1ªDose
2021-03-25;4;2ªDose
2021-01-29;125;1ªDose
2021-01-29;0;2ªDose
2021-03-10;90;1ªDose
2021-03-10;1;2ªDose
2021-02-26;84;1ªDose
2021-02-26;39;2ªDose
2021-04-03;171;1ªDose
2021-04-03;4;2ªDose
2021-01-26;48;1ªDose
2021-01-26;0;2ªDose
2021-04-07;332;1ªDose
2021-04-07;49;2ªDose
2021-03-31;71;1ªDose
2021-03-31;11;2ªDose
2021-03-03;7;1ªDose
2021-03-03;0;2ªDose
2021-02-12;2;1ªDose
2021-02-12;28;2ªDose
2021-03-11;36;1ªDose
2021-03-11;1;2ªDose
2021-02-23;25;1ªDose
2021-02-23;26;2ªDose
2021-03-27;43;1ªDose
2021-03-27;0;2ªDose
2021-04-05;144;1ªDose
2021-04-05;120;2ªDose
2021-03-09;80;1ªDose
2021-03-09;1;2ªDose
2021-03-30;146;1ªDose
2021-03-30;49;2ªDose
2021-02-01;32;1ªDose
2021-02-01;0;2ªDose
2021-04-09;136;1ªDose
2021-04-09;75;2ªDose
2021-01-27;58;1ªDose
2021-01-27;0;2ªDose
2021-04-08;302;1ªDose
2021-04-08;51;2ªDose
2021-02-18;1;1ªDose
2021-02-18;56;2ªDose
2021-01-22;62;1ªDose
2021-01-22;0;2ªDose
2021-03-22;8;1ªDose
2021-03-22;20;2ªDose
2021-02-24;39;1ªDose
2021-02-24;31;2ªDose
2021-03-17;50;1ªDose
2021-03-17;9;2ªDose
2021-03-29;246;1ªDose
2021-03-29;31;2ªDose
2021-04-06;107;1ªDose
2021-04-06;3;2ªDose
2021-04-04;37;1ªDose
2021-04-04;0;2ªDose
2021-03-23;115;1ªDose
2021-03-23;4;2ªDose
2021-03-18;47;1ªDose
2021-03-18;9;2ªDose
2021-03-15;127;1ªDose
2021-03-15;5;2ªDose
2021-02-17;0;1ªDose
2021-02-17;34;2ªDose
2021-02-02;6;1ªDose
2021-02-02;0;2ªDose
2021-01-25;49;1ªDose
2021-01-25;0;2ªDose
2021-03-26;262;1ªDose
2021-03-26;13;2ªDose
2021-03-08;117;1ªDose
2021-03-08;1;2ªDose
2021-03-19;85;1ªDose
2021-03-19;8;2ªDose
2021-04-12;18;1ªDose
2021-04-12;42;2ªDose
2021-02-19;10;1ªDose
2021-02-19;62;2ªDose
2021-03-24;59;1ªDose
2021-03-24;7;2ªDose
2021-01-28;14;1ªDose
2021-01-28;0;2ªDose
2021-03-12;7;1ªDose
2021-03-12;0;2ªDose
2021-02-22;5;1ªDose
2021-02-22;46;2ªDose
2021-02-20;0;1ªDose
2021-02-20;2;2ªDose
2021-02-03;9;1ªDose
2021-02-03;0;2ªDose
2021-01-21;31;1ªDose
2021-01-21;0;2ªDose
2021-03-16;5;1ªDose
2021-03-16;1;2ªDose
2021-02-25;9;1ªDose
2021-02-25;2;2ªDose
2021-03-02;4;1ªDose
2021-03-02;0;2ªDose
2021-02-13;0;1ªDose
2021-02-13;1;2ªDose
2021-03-05;8;1ªDose
2021-03-05;0;2ªDose
2021-01-23;5;1ªDose
2021-01-23;0;2ªDose
2021-02-08;3;1ªDose
2021-02-08;0;2ªDose
2021-03-04;2;1ªDose
2021-03-04;0;2ªDose
2021-02-15;0;1ªDose
2021-02-15;2;2ªDose
2021-03-01;5;1ªDose
2021-03-01;0;2ªDose
2021-04-13;37;1ªDose
2021-04-13;10;2ªDose
2021-02-11;1;1ªDose
2021-02-11;0;2ªDose
2021-04-02;1;1ªDose
2021-04-02;0;2ªDose
2021-02-05;2;1ªDose
2021-02-05;0;2ªDose
