Data;Quantidade;Dose Aplicada
2021-03-03;50;1ªDose
2021-03-03;22;2ªDose
2021-01-26;62;1ªDose
2021-01-26;0;2ªDose
2021-02-03;98;1ªDose
2021-02-03;0;2ªDose
2021-03-10;11;1ªDose
2021-03-10;0;2ªDose
2021-03-17;102;1ªDose
2021-03-17;31;2ªDose
2021-02-26;0;1ªDose
2021-02-26;15;2ªDose
2021-02-25;19;1ªDose
2021-02-25;4;2ªDose
2021-02-18;12;1ªDose
2021-02-18;113;2ªDose
2021-04-07;77;1ªDose
2021-04-07;109;2ªDose
2021-04-08;133;1ªDose
2021-04-08;70;2ªDose
2021-02-23;26;1ªDose
2021-02-23;97;2ªDose
2021-04-06;49;1ªDose
2021-04-06;16;2ªDose
2021-01-27;73;1ªDose
2021-01-27;0;2ªDose
2021-03-26;138;1ªDose
2021-03-26;3;2ªDose
2021-01-23;35;1ªDose
2021-01-23;0;2ªDose
2021-03-05;107;1ªDose
2021-03-05;2;2ªDose
2021-03-09;10;1ªDose
2021-03-09;0;2ªDose
2021-04-05;2;1ªDose
2021-04-05;28;2ªDose
2021-03-31;200;1ªDose
2021-03-31;2;2ªDose
2021-02-22;2;1ªDose
2021-02-22;53;2ªDose
2021-03-16;15;1ªDose
2021-03-16;19;2ªDose
2021-02-01;14;1ªDose
2021-02-01;0;2ªDose
2021-01-25;22;1ªDose
2021-01-25;0;2ªDose
2021-02-19;32;1ªDose
2021-02-19;82;2ªDose
2021-03-30;220;1ªDose
2021-03-30;11;2ªDose
2021-03-29;180;1ªDose
2021-03-29;0;2ªDose
2021-02-04;48;1ªDose
2021-02-04;0;2ªDose
2021-03-12;22;1ªDose
2021-03-12;31;2ªDose
2021-01-28;47;1ªDose
2021-01-28;0;2ªDose
2021-03-25;76;1ªDose
2021-03-25;11;2ªDose
2021-04-09;141;1ªDose
2021-04-09;39;2ªDose
2021-03-19;104;1ªDose
2021-03-19;1;2ªDose
2021-03-23;35;1ªDose
2021-03-23;6;2ªDose
2021-03-04;81;1ªDose
2021-03-04;11;2ªDose
2021-02-10;11;1ªDose
2021-02-10;0;2ªDose
2021-04-10;96;1ªDose
2021-04-10;0;2ªDose
2021-04-12;15;1ªDose
2021-04-12;10;2ªDose
2021-03-08;10;1ªDose
2021-03-08;0;2ªDose
2021-03-24;134;1ªDose
2021-03-24;2;2ªDose
2021-01-30;65;1ªDose
2021-01-30;0;2ªDose
2021-03-01;1;1ªDose
2021-03-01;4;2ªDose
2021-03-22;12;1ªDose
2021-03-22;1;2ªDose
2021-02-11;25;1ªDose
2021-02-11;1;2ªDose
2021-02-05;33;1ªDose
2021-02-05;0;2ªDose
2021-03-18;66;1ªDose
2021-03-18;14;2ªDose
2021-02-09;31;1ªDose
2021-02-09;0;2ªDose
2021-02-24;18;1ªDose
2021-02-24;7;2ªDose
2021-03-02;7;1ªDose
2021-03-02;1;2ªDose
2021-01-29;19;1ªDose
2021-01-29;0;2ªDose
2021-03-11;0;1ªDose
2021-03-11;11;2ªDose
2021-02-02;5;1ªDose
2021-02-02;0;2ªDose
2021-01-19;2;1ªDose
2021-01-19;0;2ªDose
2021-01-22;1;1ªDose
2021-01-22;1;2ªDose
2021-03-15;10;1ªDose
2021-03-15;0;2ªDose
2021-01-18;2;1ªDose
2021-01-18;1;2ªDose
2021-02-08;11;1ªDose
2021-02-08;0;2ªDose
2021-01-21;1;1ªDose
2021-01-21;0;2ªDose
