Data;Quantidade;Dose Aplicada
2021-04-07;101;1ªDose
2021-04-07;33;2ªDose
2021-03-22;43;1ªDose
2021-03-22;0;2ªDose
2021-03-10;19;1ªDose
2021-03-10;11;2ªDose
2021-03-19;86;1ªDose
2021-03-19;3;2ªDose
2021-02-12;25;1ªDose
2021-02-12;22;2ªDose
2021-02-15;12;1ªDose
2021-02-15;24;2ªDose
2021-04-06;92;1ªDose
2021-04-06;35;2ªDose
2021-04-13;13;1ªDose
2021-04-13;85;2ªDose
2021-04-05;206;1ªDose
2021-04-05;31;2ªDose
2021-03-23;110;1ªDose
2021-03-23;8;2ªDose
2021-03-26;78;1ªDose
2021-03-26;15;2ªDose
2021-03-02;83;1ªDose
2021-03-02;0;2ªDose
2021-03-04;41;1ªDose
2021-03-04;0;2ªDose
2021-03-25;88;1ªDose
2021-03-25;15;2ªDose
2021-04-09;55;1ªDose
2021-04-09;63;2ªDose
2021-03-31;26;1ªDose
2021-03-31;18;2ªDose
2021-03-05;31;1ªDose
2021-03-05;1;2ªDose
2021-04-12;17;1ªDose
2021-04-12;51;2ªDose
2021-04-08;88;1ªDose
2021-04-08;22;2ªDose
2021-02-04;21;1ªDose
2021-02-04;0;2ªDose
2021-03-11;33;1ªDose
2021-03-11;0;2ªDose
2021-02-02;12;1ªDose
2021-02-02;0;2ªDose
2021-02-26;3;1ªDose
2021-02-26;1;2ªDose
2021-01-29;12;1ªDose
2021-01-29;0;2ªDose
2021-02-05;20;1ªDose
2021-02-05;0;2ªDose
2021-03-15;40;1ªDose
2021-03-15;0;2ªDose
2021-03-29;128;1ªDose
2021-03-29;3;2ªDose
2021-03-16;40;1ªDose
2021-03-16;0;2ªDose
2021-03-17;7;1ªDose
2021-03-17;2;2ªDose
2021-03-30;61;1ªDose
2021-03-30;2;2ªDose
2021-03-03;48;1ªDose
2021-03-03;0;2ªDose
2021-01-28;23;1ªDose
2021-01-28;0;2ªDose
2021-03-24;45;1ªDose
2021-03-24;40;2ªDose
2021-01-21;8;1ªDose
2021-01-21;0;2ªDose
2021-02-16;21;1ªDose
2021-02-16;0;2ªDose
2021-03-01;13;1ªDose
2021-03-01;8;2ªDose
2021-01-25;14;1ªDose
2021-01-25;0;2ªDose
2021-03-08;10;1ªDose
2021-03-08;0;2ªDose
2021-02-19;0;1ªDose
2021-02-19;4;2ªDose
2021-01-27;15;1ªDose
2021-01-27;0;2ªDose
2021-01-22;7;1ªDose
2021-01-22;0;2ªDose
2021-04-14;0;1ªDose
2021-04-14;32;2ªDose
2021-03-12;17;1ªDose
2021-03-12;5;2ªDose
2021-02-18;5;1ªDose
2021-02-18;1;2ªDose
2021-01-26;2;1ªDose
2021-01-26;0;2ªDose
2021-01-20;13;1ªDose
2021-01-20;0;2ªDose
2021-02-11;6;1ªDose
2021-02-11;0;2ªDose
2021-03-18;9;1ªDose
2021-03-18;0;2ªDose
2021-02-24;2;1ªDose
2021-02-24;0;2ªDose
2021-01-23;2;1ªDose
2021-01-23;0;2ªDose
2021-04-15;0;1ªDose
2021-04-15;11;2ªDose
