Data;Quantidade;Dose Aplicada
2021-04-08;6032;2ªDose
2021-04-08;7401;1ªDose
2021-03-30;1614;2ªDose
2021-03-30;15474;1ªDose
2021-04-01;2565;2ªDose
2021-04-01;8284;1ªDose
2021-03-24;1531;2ªDose
2021-03-24;17767;1ªDose
2021-04-13;8320;2ªDose
2021-04-13;5152;1ªDose
2021-03-25;1088;2ªDose
2021-03-25;17777;1ªDose
2021-04-09;7041;2ªDose
2021-04-09;4696;1ªDose
2021-03-27;85;2ªDose
2021-03-27;9209;1ªDose
2021-04-07;5211;2ªDose
2021-04-07;14657;1ªDose
2021-03-18;928;2ªDose
2021-03-18;7302;1ªDose
2021-04-05;2470;2ªDose
2021-04-05;16035;1ªDose
2021-04-03;1487;2ªDose
2021-04-03;13933;1ªDose
2021-03-12;855;2ªDose
2021-03-12;4901;1ªDose
2021-03-04;1592;2ªDose
2021-03-04;4076;1ªDose
2021-03-22;1483;2ªDose
2021-03-22;9509;1ªDose
2021-03-23;1426;2ªDose
2021-03-23;14218;1ªDose
2021-03-29;1045;2ªDose
2021-03-29;12874;1ªDose
2021-03-19;802;2ªDose
2021-03-19;10107;1ªDose
2021-03-08;373;2ªDose
2021-03-08;3736;1ªDose
2021-03-21;27;2ªDose
2021-03-21;1921;1ªDose
2021-03-26;1053;2ªDose
2021-03-26;13932;1ªDose
2021-03-10;559;2ªDose
2021-03-10;3879;1ªDose
2021-03-31;2008;2ªDose
2021-03-31;12852;1ªDose
2021-03-03;1828;2ªDose
2021-03-03;4066;1ªDose
2021-03-28;11;2ªDose
2021-03-28;5247;1ªDose
2021-03-01;1531;2ªDose
2021-03-01;3547;1ªDose
2021-03-16;1497;2ªDose
2021-03-16;4022;1ªDose
2021-03-15;1302;2ªDose
2021-03-15;2846;1ªDose
2021-03-17;1172;2ªDose
2021-03-17;6277;1ªDose
2021-03-11;836;2ªDose
2021-03-11;5699;1ªDose
2021-02-03;8;2ªDose
2021-02-03;5012;1ªDose
2021-02-04;12;2ªDose
2021-02-04;4602;1ªDose
2021-03-09;441;2ªDose
2021-03-09;3836;1ªDose
2021-02-20;97;2ªDose
2021-02-20;105;1ªDose
2021-02-25;2502;2ªDose
2021-02-25;1403;1ªDose
2021-02-23;2793;2ªDose
2021-02-23;1740;1ªDose
2021-02-18;5911;2ªDose
2021-02-18;1658;1ªDose
2021-02-12;4303;2ªDose
2021-02-12;1955;1ªDose
2021-02-11;3389;2ªDose
2021-02-11;2192;1ªDose
2021-03-05;1127;2ªDose
2021-03-05;3719;1ªDose
2021-03-20;62;2ªDose
2021-03-20;5664;1ªDose
2021-03-02;1969;2ªDose
2021-03-02;3905;1ªDose
2021-04-11;1554;2ªDose
2021-04-11;3845;1ªDose
2021-04-12;6890;2ªDose
2021-04-12;4749;1ªDose
2021-04-02;1451;2ªDose
2021-04-02;2008;1ªDose
2021-04-06;3285;2ªDose
2021-04-06;15042;1ªDose
2021-04-10;4221;2ªDose
2021-04-10;5977;1ªDose
2021-03-13;18;2ªDose
2021-03-13;1908;1ªDose
2021-04-14;7032;2ªDose
2021-04-14;3280;1ªDose
2021-02-26;2147;2ªDose
2021-02-26;1341;1ªDose
2021-02-10;1737;2ªDose
2021-02-10;2027;1ªDose
2021-02-09;3;2ªDose
2021-02-09;2689;1ªDose
2021-02-08;6;2ªDose
2021-02-08;2240;1ªDose
2021-02-14;126;2ªDose
2021-02-14;33;1ªDose
2021-02-22;3450;2ªDose
2021-02-22;1656;1ªDose
2021-03-14;8;2ªDose
2021-03-14;540;1ªDose
2021-01-22;6;2ªDose
2021-01-22;5572;1ªDose
2021-01-27;2;2ªDose
2021-01-27;4002;1ªDose
2021-01-20;9;2ªDose
2021-01-20;1967;1ªDose
2021-01-28;6;2ªDose
2021-01-28;5901;1ªDose
2021-01-26;6;2ªDose
2021-01-26;4317;1ªDose
2021-01-25;12;2ªDose
2021-01-25;4408;1ªDose
2021-01-30;0;2ªDose
2021-01-30;1006;1ªDose
2021-01-29;6;2ªDose
2021-01-29;3331;1ªDose
2021-01-21;6;2ªDose
2021-01-21;3615;1ªDose
2021-01-23;6;2ªDose
2021-01-23;1938;1ªDose
2021-02-01;11;2ªDose
2021-02-01;2533;1ªDose
2021-02-05;16;2ªDose
2021-02-05;2929;1ªDose
2021-02-19;4567;2ªDose
2021-02-19;1314;1ªDose
2021-04-04;714;2ªDose
2021-04-04;4617;1ªDose
2021-02-15;515;2ªDose
2021-02-15;75;1ªDose
2021-02-24;2110;2ªDose
2021-02-24;1373;1ªDose
2021-02-17;805;2ªDose
2021-02-17;222;1ªDose
2021-02-02;1;2ªDose
2021-02-02;3324;1ªDose
2021-02-16;632;2ªDose
2021-02-16;77;1ªDose
2021-01-19;2;2ªDose
2021-01-19;483;1ªDose
2021-02-13;1121;2ªDose
2021-02-13;319;1ªDose
2021-01-31;0;2ªDose
2021-01-31;514;1ªDose
2021-03-06;182;2ªDose
2021-03-06;372;1ªDose
2021-01-24;1;2ªDose
2021-01-24;162;1ªDose
2021-02-06;0;2ªDose
2021-02-06;132;1ªDose
2021-02-21;33;2ªDose
2021-02-21;30;1ªDose
2021-02-27;4;2ªDose
2021-02-27;24;1ªDose
2021-03-07;1;2ªDose
2021-03-07;18;1ªDose
2021-02-07;1;2ªDose
2021-02-07;33;1ªDose
2021-02-28;6;2ªDose
2021-02-28;3;1ªDose
2021-01-18;3;2ªDose
2021-01-18;3;1ªDose
2021-04-15;1094;2ªDose
2021-04-15;247;1ªDose
2021-01-17;0;2ªDose
2021-01-17;1;1ªDose
