Data;Quantidade;Dose Aplicada
2021-03-30;97;1ªDose
2021-03-30;11;2ªDose
2021-02-23;21;1ªDose
2021-02-23;2;2ªDose
2021-02-18;6;1ªDose
2021-02-18;21;2ªDose
2021-04-09;138;1ªDose
2021-04-09;41;2ªDose
2021-04-10;50;1ªDose
2021-04-10;3;2ªDose
2021-02-03;37;1ªDose
2021-02-03;0;2ªDose
2021-03-23;125;1ªDose
2021-03-23;1;2ªDose
2021-03-15;35;1ªDose
2021-03-15;0;2ªDose
2021-03-05;74;1ªDose
2021-03-05;1;2ªDose
2021-03-22;30;1ªDose
2021-03-22;0;2ªDose
2021-03-24;105;1ªDose
2021-03-24;1;2ªDose
2021-03-16;58;1ªDose
2021-03-16;10;2ªDose
2021-04-06;236;1ªDose
2021-04-06;33;2ªDose
2021-03-17;55;1ªDose
2021-03-17;4;2ªDose
2021-02-22;0;1ªDose
2021-02-22;10;2ªDose
2021-04-08;234;1ªDose
2021-04-08;39;2ªDose
2021-03-31;36;1ªDose
2021-03-31;17;2ªDose
2021-04-07;131;1ªDose
2021-04-07;5;2ªDose
2021-03-03;20;1ªDose
2021-03-03;0;2ªDose
2021-03-10;0;1ªDose
2021-03-10;1;2ªDose
2021-04-12;60;1ªDose
2021-04-12;66;2ªDose
2021-04-13;43;1ªDose
2021-04-13;79;2ªDose
2021-03-19;36;1ªDose
2021-03-19;2;2ªDose
2021-03-09;18;1ªDose
2021-03-09;0;2ªDose
2021-03-29;34;1ªDose
2021-03-29;1;2ªDose
2021-03-11;74;1ªDose
2021-03-11;11;2ªDose
2021-03-25;188;1ªDose
2021-03-25;12;2ªDose
2021-02-04;48;1ªDose
2021-02-04;0;2ªDose
2021-02-19;46;1ªDose
2021-02-19;22;2ªDose
2021-03-12;21;1ªDose
2021-03-12;12;2ªDose
2021-03-04;30;1ªDose
2021-03-04;9;2ªDose
2021-02-11;9;1ªDose
2021-02-11;1;2ªDose
2021-04-14;14;1ªDose
2021-04-14;74;2ªDose
2021-02-02;34;1ªDose
2021-02-02;0;2ªDose
2021-03-26;11;1ªDose
2021-03-26;0;2ªDose
2021-04-05;46;1ªDose
2021-04-05;44;2ªDose
2021-01-25;35;1ªDose
2021-01-25;0;2ªDose
2021-01-22;3;1ªDose
2021-01-22;0;2ªDose
2021-03-08;30;1ªDose
2021-03-08;0;2ªDose
2021-01-21;4;1ªDose
2021-01-21;0;2ªDose
2021-01-26;9;1ªDose
2021-01-26;0;2ªDose
2021-02-05;21;1ªDose
2021-02-05;0;2ªDose
2021-02-10;1;1ªDose
2021-02-10;0;2ªDose
2021-02-25;1;1ªDose
2021-02-25;1;2ªDose
2021-04-04;1;1ªDose
2021-04-04;0;2ªDose
2021-01-27;3;1ªDose
2021-01-27;0;2ªDose
2021-03-18;0;1ªDose
2021-03-18;1;2ªDose
2021-02-24;1;1ªDose
2021-02-24;0;2ªDose
2021-01-29;1;1ªDose
2021-01-29;0;2ªDose
2021-01-23;1;1ªDose
2021-01-23;0;2ªDose
2021-02-26;0;1ªDose
2021-02-26;1;2ªDose
