Data;Quantidade;Dose Aplicada
2021-03-25;1003;1ªDose
2021-03-25;91;2ªDose
2021-03-29;1283;1ªDose
2021-03-29;203;2ªDose
2021-03-12;130;1ªDose
2021-03-12;169;2ªDose
2021-03-16;531;1ªDose
2021-03-16;137;2ªDose
2021-03-23;504;1ªDose
2021-03-23;37;2ªDose
2021-03-18;482;1ªDose
2021-03-18;131;2ªDose
2021-04-07;520;1ªDose
2021-04-07;420;2ªDose
2021-04-06;806;1ªDose
2021-04-06;401;2ªDose
2021-04-03;2499;1ªDose
2021-04-03;20;2ªDose
2021-04-01;1495;1ªDose
2021-04-01;84;2ªDose
2021-02-14;32;1ªDose
2021-02-14;102;2ªDose
2021-03-24;980;1ªDose
2021-03-24;76;2ªDose
2021-01-22;404;1ªDose
2021-01-22;0;2ªDose
2021-03-30;880;1ªDose
2021-03-30;145;2ªDose
2021-03-20;656;1ªDose
2021-03-20;17;2ªDose
2021-03-09;201;1ªDose
2021-03-09;55;2ªDose
2021-03-05;252;1ªDose
2021-03-05;148;2ªDose
2021-04-13;310;1ªDose
2021-04-13;511;2ªDose
2021-04-09;498;1ªDose
2021-04-09;334;2ªDose
2021-03-27;788;1ªDose
2021-03-27;19;2ªDose
2021-03-31;1269;1ªDose
2021-03-31;168;2ªDose
2021-04-04;1252;1ªDose
2021-04-04;8;2ªDose
2021-02-11;102;1ªDose
2021-02-11;65;2ªDose
2021-03-03;386;1ªDose
2021-03-03;74;2ªDose
2021-02-22;204;1ªDose
2021-02-22;74;2ªDose
2021-03-19;657;1ªDose
2021-03-19;58;2ªDose
2021-02-12;193;1ªDose
2021-02-12;355;2ªDose
2021-02-05;113;1ªDose
2021-02-05;0;2ªDose
2021-02-25;155;1ªDose
2021-02-25;1;2ªDose
2021-02-08;107;1ªDose
2021-02-08;0;2ªDose
2021-01-25;106;1ªDose
2021-01-25;0;2ªDose
2021-01-28;168;1ªDose
2021-01-28;0;2ªDose
2021-04-05;1279;1ªDose
2021-04-05;72;2ªDose
2021-04-08;559;1ªDose
2021-04-08;398;2ªDose
2021-04-14;301;1ªDose
2021-04-14;697;2ªDose
2021-04-10;279;1ªDose
2021-04-10;484;2ªDose
2021-04-02;417;1ªDose
2021-04-02;36;2ªDose
2021-03-17;501;1ªDose
2021-03-17;113;2ªDose
2021-03-08;272;1ªDose
2021-03-08;64;2ªDose
2021-03-15;471;1ªDose
2021-03-15;130;2ªDose
2021-02-16;42;1ªDose
2021-02-16;91;2ªDose
2021-02-10;195;1ªDose
2021-02-10;0;2ªDose
2021-03-10;210;1ªDose
2021-03-10;31;2ªDose
2021-03-02;317;1ªDose
2021-03-02;61;2ªDose
2021-04-12;331;1ªDose
2021-04-12;620;2ªDose
2021-03-11;187;1ªDose
2021-03-11;109;2ªDose
2021-02-23;182;1ªDose
2021-02-23;19;2ªDose
2021-03-22;537;1ªDose
2021-03-22;52;2ªDose
2021-03-26;867;1ªDose
2021-03-26;106;2ªDose
2021-03-04;350;1ªDose
2021-03-04;37;2ªDose
2021-01-23;210;1ªDose
2021-01-23;0;2ªDose
2021-01-21;182;1ªDose
2021-01-21;2;2ªDose
2021-02-02;82;1ªDose
2021-02-02;0;2ªDose
2021-02-09;251;1ªDose
2021-02-09;0;2ªDose
2021-02-04;82;1ªDose
2021-02-04;0;2ªDose
2021-02-24;148;1ªDose
2021-02-24;14;2ªDose
2021-02-13;55;1ªDose
2021-02-13;221;2ªDose
2021-01-27;154;1ªDose
2021-01-27;0;2ªDose
2021-02-18;223;1ªDose
2021-02-18;225;2ªDose
2021-01-24;110;1ªDose
2021-01-24;0;2ªDose
2021-02-01;33;1ªDose
2021-02-01;0;2ªDose
2021-02-06;72;1ªDose
2021-02-06;0;2ªDose
2021-02-15;51;1ªDose
2021-02-15;85;2ªDose
2021-02-21;21;1ªDose
2021-02-21;0;2ªDose
2021-02-26;75;1ªDose
2021-02-26;2;2ªDose
2021-02-20;44;1ªDose
2021-02-20;0;2ªDose
2021-03-01;65;1ªDose
2021-03-01;6;2ªDose
2021-01-29;71;1ªDose
2021-01-29;0;2ªDose
2021-02-03;114;1ªDose
2021-02-03;0;2ªDose
2021-04-11;42;1ªDose
2021-04-11;17;2ªDose
2021-02-19;187;1ªDose
2021-02-19;117;2ªDose
2021-02-17;40;1ªDose
2021-02-17;0;2ªDose
2021-01-26;40;1ªDose
2021-01-26;0;2ªDose
2021-02-07;20;1ªDose
2021-02-07;0;2ªDose
2021-04-15;42;1ªDose
2021-04-15;393;2ªDose
