Data;Quantidade;Dose Aplicada
2021-03-27;153;1ªDose
2021-03-27;0;2ªDose
2021-03-11;83;1ªDose
2021-03-11;1;2ªDose
2021-02-08;21;1ªDose
2021-02-08;0;2ªDose
2021-02-19;2;1ªDose
2021-02-19;86;2ªDose
2021-02-11;11;1ªDose
2021-02-11;10;2ªDose
2021-02-25;34;1ªDose
2021-02-25;11;2ªDose
2021-04-05;307;1ªDose
2021-04-05;13;2ªDose
2021-04-14;31;1ªDose
2021-04-14;82;2ªDose
2021-04-08;48;1ªDose
2021-04-08;43;2ªDose
2021-03-26;405;1ªDose
2021-03-26;7;2ªDose
2021-02-18;1;1ªDose
2021-02-18;115;2ªDose
2021-02-23;39;1ªDose
2021-02-23;18;2ªDose
2021-04-07;130;1ªDose
2021-04-07;108;2ªDose
2021-03-05;42;1ªDose
2021-03-05;1;2ªDose
2021-03-30;248;1ªDose
2021-03-30;0;2ªDose
2021-03-25;74;1ªDose
2021-03-25;10;2ªDose
2021-03-04;64;1ªDose
2021-03-04;0;2ªDose
2021-01-25;71;1ªDose
2021-01-25;0;2ªDose
2021-04-13;24;1ªDose
2021-04-13;52;2ªDose
2021-03-16;68;1ªDose
2021-03-16;52;2ªDose
2021-02-22;20;1ªDose
2021-02-22;29;2ªDose
2021-01-26;79;1ªDose
2021-01-26;0;2ªDose
2021-01-27;50;1ªDose
2021-01-27;0;2ªDose
2021-01-28;36;1ªDose
2021-01-28;0;2ªDose
2021-03-24;70;1ªDose
2021-03-24;21;2ªDose
2021-03-19;51;1ªDose
2021-03-19;0;2ªDose
2021-03-15;11;1ªDose
2021-03-15;0;2ªDose
2021-03-17;72;1ªDose
2021-03-17;29;2ªDose
2021-04-06;163;1ªDose
2021-04-06;57;2ªDose
2021-03-09;21;1ªDose
2021-03-09;0;2ªDose
2021-03-18;61;1ªDose
2021-03-18;10;2ªDose
2021-04-12;31;1ªDose
2021-04-12;62;2ªDose
2021-03-29;204;1ªDose
2021-03-29;0;2ªDose
2021-04-09;41;1ªDose
2021-04-09;18;2ªDose
2021-02-12;0;1ªDose
2021-02-12;13;2ªDose
2021-02-09;29;1ªDose
2021-02-09;0;2ªDose
2021-03-02;20;1ªDose
2021-03-02;1;2ªDose
2021-03-31;41;1ªDose
2021-03-31;36;2ªDose
2021-03-23;77;1ªDose
2021-03-23;12;2ªDose
2021-03-12;28;1ªDose
2021-03-12;1;2ªDose
2021-02-02;17;1ªDose
2021-02-02;0;2ªDose
2021-02-03;14;1ªDose
2021-02-03;0;2ªDose
2021-02-15;0;1ªDose
2021-02-15;3;2ªDose
2021-03-03;40;1ªDose
2021-03-03;0;2ªDose
2021-02-24;54;1ªDose
2021-02-24;6;2ªDose
2021-03-28;1;1ªDose
2021-03-28;0;2ªDose
2021-02-01;11;1ªDose
2021-02-01;0;2ªDose
2021-02-05;12;1ªDose
2021-02-05;0;2ªDose
2021-02-04;45;1ªDose
2021-02-04;0;2ªDose
2021-03-10;31;1ªDose
2021-03-10;0;2ªDose
2021-03-22;11;1ªDose
2021-03-22;2;2ªDose
2021-03-08;22;1ªDose
2021-03-08;1;2ªDose
2021-04-01;0;1ªDose
2021-04-01;21;2ªDose
2021-01-22;14;1ªDose
2021-01-22;0;2ªDose
2021-01-29;11;1ªDose
2021-01-29;1;2ªDose
2021-01-21;13;1ªDose
2021-01-21;0;2ªDose
2021-02-13;0;1ªDose
2021-02-13;3;2ªDose
2021-01-23;3;1ªDose
2021-01-23;0;2ªDose
2021-02-20;0;1ªDose
2021-02-20;1;2ªDose
2021-03-14;1;1ªDose
2021-03-14;0;2ªDose
2021-02-26;0;1ªDose
2021-02-26;3;2ªDose
2021-03-01;0;1ªDose
2021-03-01;1;2ªDose
