Data;Quantidade;Dose Aplicada
2021-04-12;41;2ªDose
2021-04-12;15;1ªDose
2021-04-07;86;2ªDose
2021-04-07;19;1ªDose
2021-04-08;47;2ªDose
2021-04-08;0;1ªDose
2021-03-30;0;2ªDose
2021-03-30;105;1ªDose
2021-03-16;0;2ªDose
2021-03-16;9;1ªDose
2021-03-25;0;2ªDose
2021-03-25;112;1ªDose
2021-04-05;18;2ªDose
2021-04-05;60;1ªDose
2021-02-02;0;2ªDose
2021-02-02;27;1ªDose
2021-04-09;30;2ªDose
2021-04-09;9;1ªDose
2021-03-20;0;2ªDose
2021-03-20;20;1ªDose
2021-03-24;0;2ªDose
2021-03-24;135;1ªDose
2021-03-19;10;2ªDose
2021-03-19;51;1ªDose
2021-04-03;21;2ªDose
2021-04-03;150;1ªDose
2021-04-10;20;2ªDose
2021-04-10;0;1ªDose
2021-03-18;0;2ªDose
2021-03-18;74;1ªDose
2021-03-11;1;2ªDose
2021-03-11;49;1ªDose
2021-03-09;20;2ªDose
2021-03-09;50;1ªDose
2021-02-03;0;2ªDose
2021-02-03;62;1ªDose
2021-03-05;9;2ªDose
2021-03-05;21;1ªDose
2021-03-29;0;2ªDose
2021-03-29;45;1ªDose
2021-02-12;22;2ªDose
2021-02-12;0;1ªDose
2021-02-19;10;2ªDose
2021-02-19;0;1ªDose
2021-03-26;19;2ªDose
2021-03-26;32;1ªDose
2021-03-22;10;2ªDose
2021-03-22;37;1ªDose
2021-02-11;0;2ªDose
2021-02-11;59;1ªDose
2021-02-04;0;2ªDose
2021-02-04;25;1ªDose
2021-03-12;1;2ªDose
2021-03-12;10;1ªDose
2021-03-23;0;2ªDose
2021-03-23;45;1ªDose
2021-03-17;0;2ªDose
2021-03-17;87;1ªDose
2021-04-13;24;2ªDose
2021-04-13;24;1ªDose
2021-03-08;9;2ªDose
2021-03-08;11;1ªDose
2021-02-18;2;2ªDose
2021-02-18;0;1ªDose
2021-04-06;9;2ªDose
2021-04-06;25;1ªDose
2021-02-26;0;2ªDose
2021-02-26;19;1ªDose
2021-04-14;44;2ªDose
2021-04-14;7;1ªDose
2021-01-27;0;2ªDose
2021-01-27;3;1ªDose
2021-03-01;2;2ªDose
2021-03-01;0;1ªDose
2021-03-04;1;2ªDose
2021-03-04;19;1ªDose
2021-01-22;0;2ªDose
2021-01-22;28;1ªDose
2021-01-26;0;2ªDose
2021-01-26;2;1ªDose
2021-03-10;10;2ªDose
2021-03-10;0;1ªDose
2021-03-02;1;2ªDose
2021-03-02;0;1ªDose
2021-02-25;10;2ªDose
2021-02-25;0;1ªDose
2021-01-25;0;2ªDose
2021-01-25;6;1ªDose
2021-02-24;1;2ªDose
2021-02-24;0;1ªDose
