Data;Quantidade;Dose Aplicada
2021-04-08;2838;2ªDose
2021-04-08;523;1ªDose
2021-04-09;3412;2ªDose
2021-04-09;463;1ªDose
2021-03-18;100;2ªDose
2021-03-18;3064;1ªDose
2021-04-05;315;2ªDose
2021-04-05;6170;1ªDose
2021-04-03;1162;2ªDose
2021-04-03;4124;1ªDose
2021-04-13;1688;2ªDose
2021-04-13;1049;1ªDose
2021-03-12;97;2ªDose
2021-03-12;2498;1ªDose
2021-03-24;653;2ªDose
2021-03-24;5455;1ªDose
2021-03-19;143;2ªDose
2021-03-19;4950;1ªDose
2021-03-27;13;2ªDose
2021-03-27;2611;1ªDose
2021-03-23;656;2ªDose
2021-03-23;4827;1ªDose
2021-03-08;32;2ªDose
2021-03-08;1159;1ªDose
2021-03-21;15;2ªDose
2021-03-21;1555;1ªDose
2021-03-22;842;2ªDose
2021-03-22;3534;1ªDose
2021-03-26;296;2ªDose
2021-03-26;4470;1ªDose
2021-03-10;37;2ªDose
2021-03-10;1416;1ªDose
2021-03-25;361;2ªDose
2021-03-25;5680;1ªDose
2021-03-28;10;2ªDose
2021-03-28;4718;1ªDose
2021-03-01;995;2ªDose
2021-03-01;2691;1ªDose
2021-03-30;447;2ªDose
2021-03-30;1754;1ªDose
2021-03-15;440;2ªDose
2021-03-15;160;1ªDose
2021-03-31;872;2ªDose
2021-03-31;1734;1ªDose
2021-03-11;161;2ªDose
2021-03-11;2376;1ªDose
2021-02-25;1703;2ªDose
2021-02-25;249;1ªDose
2021-02-18;2580;2ªDose
2021-02-18;292;1ªDose
2021-02-12;2263;2ªDose
2021-02-12;333;1ªDose
2021-02-23;1276;2ªDose
2021-02-23;582;1ªDose
2021-03-03;1165;2ªDose
2021-03-03;1605;1ªDose
2021-03-02;1375;2ªDose
2021-03-02;2079;1ªDose
2021-03-17;205;2ªDose
2021-03-17;1546;1ªDose
2021-04-11;1412;2ªDose
2021-04-11;3349;1ªDose
2021-04-02;1406;2ªDose
2021-04-02;1516;1ªDose
2021-03-29;117;2ªDose
2021-03-29;3551;1ªDose
2021-03-04;697;2ªDose
2021-03-04;1136;1ªDose
2021-04-14;2760;2ªDose
2021-04-14;1269;1ªDose
2021-02-26;1517;2ªDose
2021-02-26;376;1ªDose
2021-02-03;4;2ªDose
2021-02-03;1967;1ªDose
2021-02-09;1;2ªDose
2021-02-09;1235;1ªDose
2021-02-04;4;2ªDose
2021-02-04;1891;1ªDose
2021-02-22;1987;2ªDose
2021-02-22;558;1ªDose
2021-03-14;5;2ªDose
2021-03-14;520;1ªDose
2021-01-27;0;2ªDose
2021-01-27;1490;1ªDose
2021-01-20;5;2ªDose
2021-01-20;1774;1ªDose
2021-01-28;2;2ªDose
2021-01-28;3245;1ªDose
2021-01-25;6;2ªDose
2021-01-25;2524;1ªDose
2021-01-22;3;2ªDose
2021-01-22;2470;1ªDose
2021-01-26;5;2ªDose
2021-01-26;2256;1ªDose
2021-01-29;3;2ªDose
2021-01-29;1216;1ªDose
2021-01-21;4;2ªDose
2021-01-21;1956;1ªDose
2021-03-20;7;2ªDose
2021-03-20;2573;1ªDose
2021-01-30;0;2ªDose
2021-01-30;731;1ªDose
2021-01-23;3;2ªDose
2021-01-23;1130;1ªDose
2021-02-05;1;2ªDose
2021-02-05;1243;1ªDose
2021-02-19;2394;2ªDose
2021-02-19;131;1ªDose
2021-04-06;141;2ªDose
2021-04-06;3190;1ªDose
2021-04-10;2223;2ªDose
2021-04-10;2604;1ªDose
2021-04-01;2195;2ªDose
2021-04-01;3686;1ªDose
2021-04-07;1422;2ªDose
2021-04-07;4306;1ªDose
2021-03-13;9;2ªDose
2021-03-13;1213;1ªDose
2021-02-08;1;2ªDose
2021-02-08;716;1ªDose
2021-03-16;441;2ªDose
2021-03-16;99;1ªDose
2021-02-10;1476;2ªDose
2021-02-10;729;1ªDose
2021-02-11;1859;2ªDose
2021-02-11;410;1ªDose
2021-02-24;1219;2ªDose
2021-02-24;233;1ªDose
2021-04-12;2356;2ªDose
2021-04-12;1623;1ªDose
2021-01-19;2;2ªDose
2021-01-19;479;1ªDose
2021-04-04;672;2ªDose
2021-04-04;2018;1ªDose
2021-03-09;27;2ªDose
2021-03-09;839;1ªDose
2021-03-05;376;2ªDose
2021-03-05;1073;1ªDose
2021-02-02;0;2ªDose
2021-02-02;1033;1ªDose
2021-02-13;511;2ªDose
2021-02-13;225;1ªDose
2021-01-31;0;2ªDose
2021-01-31;481;1ªDose
2021-03-06;159;2ªDose
2021-03-06;233;1ªDose
2021-02-01;0;2ªDose
2021-02-01;445;1ªDose
2021-02-21;0;2ªDose
2021-02-21;3;1ªDose
2021-01-24;0;2ªDose
2021-01-24;1;1ªDose
2021-02-28;0;2ªDose
2021-02-28;1;1ªDose
2021-02-17;1;2ªDose
2021-02-17;0;1ªDose
2021-02-27;0;2ªDose
2021-02-27;1;1ªDose
2021-04-15;184;2ªDose
2021-04-15;33;1ªDose
