Data;Quantidade;Dose Aplicada
2021-03-24;120;1ªDose
2021-03-24;0;2ªDose
2021-04-10;117;1ªDose
2021-04-10;45;2ªDose
2021-01-22;24;1ªDose
2021-01-22;0;2ªDose
2021-03-12;43;1ªDose
2021-03-12;10;2ªDose
2021-01-29;13;1ªDose
2021-01-29;0;2ªDose
2021-03-08;29;1ªDose
2021-03-08;0;2ªDose
2021-03-30;42;1ªDose
2021-03-30;0;2ªDose
2021-01-28;26;1ªDose
2021-01-28;0;2ªDose
2021-03-27;117;1ªDose
2021-03-27;0;2ªDose
2021-03-20;47;1ªDose
2021-03-20;0;2ªDose
2021-04-05;130;1ªDose
2021-04-05;78;2ªDose
2021-02-09;10;1ªDose
2021-02-09;0;2ªDose
2021-03-17;11;1ªDose
2021-03-17;9;2ªDose
2021-02-18;0;1ªDose
2021-02-18;25;2ªDose
2021-03-31;54;1ªDose
2021-03-31;9;2ªDose
2021-02-11;20;1ªDose
2021-02-11;1;2ªDose
2021-03-25;101;1ªDose
2021-03-25;0;2ªDose
2021-04-07;46;1ªDose
2021-04-07;10;2ªDose
2021-04-08;9;1ªDose
2021-04-08;10;2ªDose
2021-02-27;20;1ªDose
2021-02-27;0;2ªDose
2021-02-22;9;1ªDose
2021-02-22;3;2ªDose
2021-03-04;29;1ªDose
2021-03-04;0;2ªDose
2021-04-11;29;1ªDose
2021-04-11;0;2ªDose
2021-04-06;52;1ªDose
2021-04-06;12;2ªDose
2021-03-15;30;1ªDose
2021-03-15;10;2ªDose
2021-03-02;0;1ªDose
2021-03-02;11;2ªDose
2021-04-09;18;1ªDose
2021-04-09;20;2ªDose
2021-02-19;10;1ªDose
2021-02-19;1;2ªDose
2021-03-19;19;1ªDose
2021-03-19;0;2ªDose
2021-03-22;11;1ªDose
2021-03-22;19;2ªDose
2021-03-11;9;1ªDose
2021-03-11;0;2ªDose
2021-02-12;11;1ªDose
2021-02-12;18;2ªDose
2021-03-10;11;1ªDose
2021-03-10;0;2ªDose
2021-02-10;10;1ªDose
2021-02-10;0;2ªDose
2021-03-01;20;1ªDose
2021-03-01;2;2ªDose
2021-03-18;10;1ªDose
2021-03-18;1;2ªDose
2021-03-05;10;1ªDose
2021-03-05;10;2ªDose
2021-01-25;4;1ªDose
2021-01-25;0;2ªDose
2021-02-02;10;1ªDose
2021-02-02;0;2ªDose
2021-01-26;7;1ªDose
2021-01-26;0;2ªDose
2021-04-12;4;1ªDose
2021-04-12;9;2ªDose
2021-02-23;1;1ªDose
2021-02-23;5;2ªDose
2021-01-27;3;1ªDose
2021-01-27;0;2ªDose
2021-02-01;10;1ªDose
2021-02-01;0;2ªDose
2021-03-09;10;1ªDose
2021-03-09;0;2ªDose
2021-02-25;0;1ªDose
2021-02-25;2;2ªDose
2021-02-04;12;1ªDose
2021-02-04;0;2ªDose
2021-03-16;10;1ªDose
2021-03-16;0;2ªDose
2021-03-26;0;1ªDose
2021-03-26;10;2ªDose
2021-01-21;2;1ªDose
2021-01-21;0;2ªDose
2021-02-24;10;1ªDose
2021-02-24;0;2ªDose
2021-02-28;0;1ªDose
2021-02-28;1;2ªDose
2021-04-14;0;1ªDose
2021-04-14;20;2ªDose
