Data;Quantidade;Dose Aplicada
2021-03-05;4;2ªDose
2021-03-05;7;1ªDose
2021-01-27;0;2ªDose
2021-01-27;125;1ªDose
2021-03-24;8;2ªDose
2021-03-24;30;1ªDose
2021-03-22;1;2ªDose
2021-03-22;45;1ªDose
2021-02-15;162;2ªDose
2021-02-15;2;1ªDose
2021-02-17;104;2ªDose
2021-02-17;3;1ªDose
2021-02-16;93;2ªDose
2021-02-16;0;1ªDose
2021-02-04;1;2ªDose
2021-02-04;83;1ªDose
2021-03-30;23;2ªDose
2021-03-30;72;1ªDose
2021-02-18;211;2ªDose
2021-02-18;11;1ªDose
2021-02-11;0;2ªDose
2021-02-11;21;1ªDose
2021-02-25;42;2ªDose
2021-02-25;11;1ªDose
2021-01-29;0;2ªDose
2021-01-29;109;1ªDose
2021-03-04;18;2ªDose
2021-03-04;11;1ªDose
2021-04-12;3;2ªDose
2021-04-12;102;1ªDose
2021-02-02;0;2ªDose
2021-02-02;62;1ªDose
2021-02-03;0;2ªDose
2021-02-03;9;1ªDose
2021-03-26;1;2ªDose
2021-03-26;62;1ªDose
2021-04-06;3;2ªDose
2021-04-06;56;1ªDose
2021-02-10;0;2ªDose
2021-02-10;10;1ªDose
2021-02-19;96;2ªDose
2021-02-19;22;1ªDose
2021-04-07;4;2ªDose
2021-04-07;72;1ªDose
2021-03-08;3;2ªDose
2021-03-08;23;1ªDose
2021-01-28;2;2ªDose
2021-01-28;186;1ªDose
2021-04-05;3;2ªDose
2021-04-05;33;1ªDose
2021-01-26;0;2ªDose
2021-01-26;157;1ªDose
2021-03-01;48;2ªDose
2021-03-01;1;1ªDose
2021-01-25;0;2ªDose
2021-01-25;167;1ªDose
2021-03-23;0;2ªDose
2021-03-23;41;1ªDose
2021-02-08;0;2ªDose
2021-02-08;60;1ªDose
2021-03-18;15;2ªDose
2021-03-18;49;1ªDose
2021-04-08;12;2ªDose
2021-04-08;101;1ªDose
2021-03-25;11;2ªDose
2021-03-25;26;1ªDose
2021-04-13;7;2ªDose
2021-04-13;123;1ªDose
2021-04-09;6;2ªDose
2021-04-09;35;1ªDose
2021-02-09;1;2ªDose
2021-02-09;52;1ªDose
2021-02-01;0;2ªDose
2021-02-01;43;1ªDose
2021-03-03;16;2ªDose
2021-03-03;1;1ªDose
2021-03-19;0;2ªDose
2021-03-19;32;1ªDose
2021-03-02;30;2ªDose
2021-03-02;8;1ªDose
2021-02-22;73;2ªDose
2021-02-22;10;1ªDose
2021-02-12;13;2ªDose
2021-02-12;1;1ªDose
2021-02-23;66;2ªDose
2021-02-23;16;1ªDose
2021-03-09;13;2ªDose
2021-03-09;16;1ªDose
2021-03-15;9;2ªDose
2021-03-15;29;1ªDose
2021-03-17;0;2ªDose
2021-03-17;10;1ªDose
2021-01-22;1;2ªDose
2021-01-22;21;1ªDose
2021-03-29;2;2ªDose
2021-03-29;15;1ªDose
2021-03-11;11;2ªDose
2021-03-11;25;1ªDose
2021-02-24;25;2ªDose
2021-02-24;10;1ªDose
2021-02-26;22;2ªDose
2021-02-26;8;1ªDose
2021-03-31;0;2ªDose
2021-03-31;10;1ªDose
2021-03-12;0;2ªDose
2021-03-12;30;1ªDose
2021-03-10;1;2ªDose
2021-03-10;22;1ªDose
2021-03-16;0;2ªDose
2021-03-16;10;1ªDose
2021-02-05;2;2ªDose
2021-02-05;16;1ªDose
2021-02-20;5;2ªDose
2021-02-20;0;1ªDose
2021-01-21;0;2ªDose
2021-01-21;1;1ªDose
2021-04-14;0;2ªDose
2021-04-14;72;1ªDose
2021-01-17;0;2ªDose
2021-01-17;1;1ªDose
2021-04-15;0;2ªDose
2021-04-15;2;1ªDose
2021-03-07;1;2ªDose
2021-03-07;0;1ªDose
2021-01-30;0;2ªDose
2021-01-30;1;1ªDose
2021-01-24;1;2ªDose
2021-01-24;0;1ªDose
