Data;Quantidade;Dose Aplicada
2021-04-06;171;1ªDose
2021-04-06;18;2ªDose
2021-04-08;70;1ªDose
2021-04-08;24;2ªDose
2021-03-26;30;1ªDose
2021-03-26;0;2ªDose
2021-04-13;45;1ªDose
2021-04-13;33;2ªDose
2021-03-15;10;1ªDose
2021-03-15;1;2ªDose
2021-03-22;11;1ªDose
2021-03-22;11;2ªDose
2021-03-25;60;1ªDose
2021-03-25;0;2ªDose
2021-04-12;11;1ªDose
2021-04-12;9;2ªDose
2021-03-01;11;1ªDose
2021-03-01;0;2ªDose
2021-03-30;97;1ªDose
2021-03-30;1;2ªDose
2021-04-07;26;1ªDose
2021-04-07;39;2ªDose
2021-02-19;0;1ªDose
2021-02-19;8;2ªDose
2021-03-10;10;1ªDose
2021-03-10;0;2ªDose
2021-02-24;21;1ªDose
2021-02-24;0;2ªDose
2021-03-03;22;1ªDose
2021-03-03;0;2ªDose
2021-04-09;47;1ªDose
2021-04-09;0;2ªDose
2021-03-17;10;1ªDose
2021-03-17;10;2ªDose
2021-03-31;40;1ªDose
2021-03-31;0;2ªDose
2021-02-02;13;1ªDose
2021-02-02;0;2ªDose
2021-02-25;25;1ªDose
2021-02-25;10;2ªDose
2021-03-09;11;1ªDose
2021-03-09;0;2ªDose
2021-03-18;29;1ªDose
2021-03-18;12;2ªDose
2021-03-16;20;1ªDose
2021-03-16;2;2ªDose
2021-03-05;20;1ªDose
2021-03-05;0;2ªDose
2021-03-11;31;1ªDose
2021-03-11;0;2ªDose
2021-01-27;7;1ªDose
2021-01-27;0;2ªDose
2021-03-04;10;1ªDose
2021-03-04;0;2ªDose
2021-01-28;3;1ªDose
2021-01-28;0;2ªDose
2021-03-23;32;1ªDose
2021-03-23;0;2ªDose
2021-02-03;25;1ªDose
2021-02-03;0;2ªDose
2021-02-05;10;1ªDose
2021-02-05;0;2ªDose
2021-04-05;0;1ªDose
2021-04-05;10;2ªDose
2021-03-29;10;1ªDose
2021-03-29;0;2ªDose
2021-02-22;0;1ªDose
2021-02-22;4;2ªDose
2021-03-24;20;1ªDose
2021-03-24;0;2ªDose
2021-01-26;13;1ªDose
2021-01-26;0;2ªDose
2021-02-04;11;1ªDose
2021-02-04;0;2ªDose
2021-02-18;0;1ªDose
2021-02-18;12;2ªDose
2021-01-29;1;1ªDose
2021-01-29;0;2ªDose
2021-03-12;10;1ªDose
2021-03-12;0;2ªDose
2021-02-08;2;1ªDose
2021-02-08;0;2ªDose
2021-02-23;2;1ªDose
2021-02-23;1;2ªDose
2021-04-14;12;1ªDose
2021-04-14;0;2ªDose
2021-04-15;6;1ªDose
2021-04-15;0;2ªDose
2021-01-25;0;1ªDose
2021-01-25;1;2ªDose
