Data;Quantidade;Dose Aplicada
2021-01-22;58;1ªDose
2021-01-22;0;2ªDose
2021-03-05;31;1ªDose
2021-03-05;3;2ªDose
2021-02-03;44;1ªDose
2021-02-03;0;2ªDose
2021-04-06;224;1ªDose
2021-04-06;4;2ªDose
2021-03-22;66;1ªDose
2021-03-22;0;2ªDose
2021-04-13;25;1ªDose
2021-04-13;0;2ªDose
2021-03-24;58;1ªDose
2021-03-24;1;2ªDose
2021-01-27;60;1ªDose
2021-01-27;0;2ªDose
2021-04-10;154;1ªDose
2021-04-10;0;2ªDose
2021-02-11;0;1ªDose
2021-02-11;46;2ªDose
2021-03-30;158;1ªDose
2021-03-30;11;2ªDose
2021-02-04;40;1ªDose
2021-02-04;0;2ªDose
2021-04-14;5;1ªDose
2021-04-14;49;2ªDose
2021-04-08;131;1ªDose
2021-04-08;14;2ªDose
2021-02-19;12;1ªDose
2021-02-19;47;2ªDose
2021-03-26;56;1ªDose
2021-03-26;0;2ªDose
2021-01-26;30;1ªDose
2021-01-26;0;2ªDose
2021-01-28;66;1ªDose
2021-01-28;0;2ªDose
2021-03-29;78;1ªDose
2021-03-29;1;2ªDose
2021-03-31;9;1ªDose
2021-03-31;0;2ªDose
2021-03-18;19;1ªDose
2021-03-18;1;2ªDose
2021-03-19;19;1ªDose
2021-03-19;11;2ªDose
2021-02-18;0;1ªDose
2021-02-18;102;2ªDose
2021-04-05;55;1ªDose
2021-04-05;36;2ªDose
2021-03-11;76;1ªDose
2021-03-11;1;2ªDose
2021-04-09;175;1ªDose
2021-04-09;21;2ªDose
2021-02-12;5;1ªDose
2021-02-12;55;2ªDose
2021-04-07;0;1ªDose
2021-04-07;32;2ªDose
2021-02-05;54;1ªDose
2021-02-05;0;2ªDose
2021-02-24;20;1ªDose
2021-02-24;7;2ªDose
2021-04-12;38;1ªDose
2021-04-12;55;2ªDose
2021-03-10;11;1ªDose
2021-03-10;2;2ªDose
2021-02-23;3;1ªDose
2021-02-23;17;2ªDose
2021-03-12;87;1ªDose
2021-03-12;1;2ªDose
2021-01-21;49;1ªDose
2021-01-21;0;2ªDose
2021-03-23;30;1ªDose
2021-03-23;0;2ªDose
2021-01-25;79;1ªDose
2021-01-25;0;2ªDose
2021-03-17;31;1ªDose
2021-03-17;19;2ªDose
2021-03-16;41;1ªDose
2021-03-16;11;2ªDose
2021-01-29;23;1ªDose
2021-01-29;0;2ªDose
2021-02-02;14;1ªDose
2021-02-02;0;2ªDose
2021-02-09;10;1ªDose
2021-02-09;0;2ªDose
2021-02-22;21;1ªDose
2021-02-22;17;2ªDose
2021-02-01;22;1ªDose
2021-02-01;1;2ªDose
2021-02-17;1;1ªDose
2021-02-17;45;2ªDose
2021-03-25;37;1ªDose
2021-03-25;0;2ªDose
2021-02-10;10;1ªDose
2021-02-10;0;2ªDose
2021-02-15;0;1ªDose
2021-02-15;22;2ªDose
2021-02-26;10;1ªDose
2021-02-26;2;2ªDose
2021-03-02;1;1ªDose
2021-03-02;13;2ªDose
2021-03-09;10;1ªDose
2021-03-09;1;2ªDose
2021-02-16;0;1ªDose
2021-02-16;12;2ªDose
2021-01-18;1;1ªDose
2021-01-18;0;2ªDose
2021-02-08;1;1ªDose
2021-02-08;0;2ªDose
2021-02-25;0;1ªDose
2021-02-25;5;2ªDose
2021-03-01;1;1ªDose
2021-03-01;1;2ªDose
2021-03-08;1;1ªDose
2021-03-08;0;2ªDose
2021-03-04;0;1ªDose
2021-03-04;1;2ªDose
2021-03-15;0;1ªDose
2021-03-15;1;2ªDose
