Data;Quantidade;Dose Aplicada
2021-03-23;120;1ªDose
2021-03-23;12;2ªDose
2021-03-24;103;1ªDose
2021-03-24;2;2ªDose
2021-03-30;77;1ªDose
2021-03-30;1;2ªDose
2021-04-01;46;1ªDose
2021-04-01;3;2ªDose
2021-03-26;37;1ªDose
2021-03-26;4;2ªDose
2021-02-23;5;1ªDose
2021-02-23;15;2ªDose
2021-03-05;33;1ªDose
2021-03-05;0;2ªDose
2021-02-05;11;1ªDose
2021-02-05;0;2ªDose
2021-03-18;20;1ªDose
2021-03-18;0;2ªDose
2021-03-29;47;1ªDose
2021-03-29;10;2ªDose
2021-04-08;63;1ªDose
2021-04-08;9;2ªDose
2021-02-12;3;1ªDose
2021-02-12;17;2ªDose
2021-04-07;38;1ªDose
2021-04-07;5;2ªDose
2021-03-12;17;1ªDose
2021-03-12;2;2ªDose
2021-03-25;83;1ªDose
2021-03-25;3;2ªDose
2021-03-02;37;1ªDose
2021-03-02;6;2ªDose
2021-02-04;23;1ªDose
2021-02-04;0;2ªDose
2021-04-06;70;1ªDose
2021-04-06;8;2ªDose
2021-04-13;11;1ªDose
2021-04-13;23;2ªDose
2021-03-10;12;1ªDose
2021-03-10;0;2ªDose
2021-03-03;41;1ªDose
2021-03-03;0;2ªDose
2021-03-22;31;1ªDose
2021-03-22;0;2ªDose
2021-02-03;21;1ªDose
2021-02-03;0;2ªDose
2021-02-24;10;1ªDose
2021-02-24;0;2ªDose
2021-02-11;0;1ªDose
2021-02-11;20;2ªDose
2021-03-31;28;1ªDose
2021-03-31;0;2ªDose
2021-02-22;14;1ªDose
2021-02-22;1;2ªDose
2021-04-05;49;1ªDose
2021-04-05;1;2ªDose
2021-03-16;42;1ªDose
2021-03-16;20;2ªDose
2021-04-09;12;1ªDose
2021-04-09;4;2ªDose
2021-03-17;37;1ªDose
2021-03-17;10;2ªDose
2021-03-19;27;1ªDose
2021-03-19;3;2ªDose
2021-03-01;3;1ªDose
2021-03-01;0;2ªDose
2021-03-09;11;1ªDose
2021-03-09;0;2ªDose
2021-04-12;26;1ªDose
2021-04-12;19;2ªDose
2021-03-15;0;1ªDose
2021-03-15;5;2ªDose
2021-02-02;20;1ªDose
2021-02-02;0;2ªDose
2021-01-22;16;1ªDose
2021-01-22;0;2ªDose
2021-02-01;1;1ªDose
2021-02-01;0;2ªDose
2021-03-08;9;1ªDose
2021-03-08;0;2ªDose
2021-01-21;10;1ªDose
2021-01-21;0;2ªDose
2021-02-18;11;1ªDose
2021-02-18;2;2ªDose
2021-01-20;16;1ªDose
2021-01-20;0;2ªDose
2021-02-19;3;1ªDose
2021-02-19;1;2ªDose
2021-03-04;19;1ªDose
2021-03-04;0;2ªDose
2021-03-11;0;1ªDose
2021-03-11;2;2ªDose
2021-02-26;1;1ªDose
2021-02-26;0;2ªDose
2021-01-27;1;1ªDose
2021-01-27;0;2ªDose
2021-01-28;1;1ªDose
2021-01-28;0;2ªDose
