;neg-Covid-19-AstraZeneca;neg-Covid-19-Coronavac-Sinovac/Butantan;neg-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;nul-Covid-19-AstraZeneca;nul-Covid-19-Coronavac-Sinovac/Butantan;nul-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;pos-Covid-19-AstraZeneca;pos-Covid-19-Coronavac-Sinovac/Butantan;pos-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer
2021-01-20;0.0;0.0;0.0;;;;;;
2021-01-21;0.0;0.0;0.0;;;;;;
2021-01-22;0.0;0.0;0.0;;;;;;
2021-01-23;0.0;0.0;0.0;;;;;;
2021-01-24;0.0;0.0;0.0;;;;;;
2021-01-25;0.0;0.0;0.0;;;;;;
2021-01-26;0.0;0.0;0.0;;;;;;
2021-01-27;0.0;0.0;0.0;;;;;;
2021-01-28;0.0;0.0;0.0;;;;;;
2021-01-29;0.0;0.0;0.0;;;;;;
2021-01-30;0.0;0.0;0.0;;;;;;
2021-01-31;0.0;0.0;0.0;;;;;;
2021-02-01;0.0;0.0;0.0;;;;;;
2021-02-02;0.0;0.0;0.0;;;;;;
2021-02-03;0.0;0.0;0.0;;;;;;
2021-02-04;0.0;0.0;0.0;;;;;;
2021-02-05;0.0;0.0;0.0;;;;;;
2021-02-06;0.0;0.0;0.0;;;;;;
2021-02-07;0.0;0.0;0.0;;;;;;
2021-02-08;0.0;0.0;0.0;;;;;;
2021-02-09;0.0;0.0;0.0;;;;;;
2021-02-10;0.0;0.0;0.0;;;;;;
2021-02-11;0.0;11.0;0.0;;;;;;
2021-02-12;0.0;10.0;0.0;;;;;;
2021-02-13;0.0;0.0;0.0;;;;;;
2021-02-14;0.0;0.0;0.0;;;;;;
2021-02-15;0.0;8.0;0.0;;;;;;
2021-02-16;0.0;2.0;0.0;;;;;;
2021-02-17;0.0;2.0;0.0;;;;;;
2021-02-18;0.0;0.0;0.0;;;;;;
2021-02-19;0.0;0.0;0.0;;;;;;
2021-02-20;0.0;0.0;0.0;;;;;;
2021-02-21;0.0;0.0;0.0;;;;;;
2021-02-22;0.0;0.0;0.0;;;;;;
2021-02-23;0.0;0.0;0.0;;;;;;
2021-02-24;0.0;0.0;0.0;;;;;;
2021-02-25;0.0;0.0;0.0;;;;;;
2021-02-26;0.0;0.0;0.0;;;;;;
2021-02-27;0.0;0.0;0.0;;;;;;
2021-02-28;0.0;0.0;0.0;;;;;;
2021-03-01;0.0;0.0;0.0;;;;;;
2021-03-02;0.0;0.0;0.0;;;;;;
2021-03-03;0.0;2.0;0.0;;;;;;
2021-03-04;1.0;0.0;0.0;;;;;;
2021-03-05;22.0;0.0;0.0;;;;;;
2021-03-06;0.0;0.0;0.0;;;;;;
2021-03-07;0.0;0.0;0.0;;;;;;
2021-03-08;0.0;0.0;0.0;;;;;;
2021-03-09;0.0;0.0;0.0;;;;;;
2021-03-10;0.0;1.0;0.0;;;;;;
2021-03-11;7.0;45.0;0.0;;;;;;
2021-03-12;0.0;3.0;0.0;;;;;;
2021-03-13;0.0;0.0;0.0;;;;;;
2021-03-14;0.0;0.0;0.0;;;;;;
2021-03-15;0.0;0.0;0.0;;;;;;
2021-03-16;1.0;1.0;0.0;;;;;;
2021-03-17;2.0;7.0;0.0;;;;;;
2021-03-18;0.0;3.0;0.0;;;;;;
2021-03-19;0.0;0.0;0.0;;;;;;
2021-03-20;0.0;1.0;0.0;;;;;;
2021-03-21;0.0;0.0;0.0;;;;;;
2021-03-22;0.0;0.0;0.0;;;;;;
2021-03-23;0.0;1.0;0.0;;;;;;
2021-03-24;0.0;3.0;0.0;;;;;;
2021-03-25;0.0;5.0;0.0;;;;;;
2021-03-26;0.0;206.0;0.0;;;;;;
2021-03-27;0.0;0.0;0.0;;;;;;
2021-03-28;0.0;0.0;0.0;;;;;;
2021-03-29;0.0;3.0;0.0;;;;;;
2021-03-30;0.0;2.0;0.0;;;;;;
2021-03-31;0.0;39.0;0.0;;;;;;
2021-04-01;0.0;4.0;0.0;;;;;;
2021-04-02;0.0;1.0;0.0;;;;;;
2021-04-03;0.0;10.0;0.0;;;;;;
2021-04-04;0.0;0.0;0.0;;;;;;
2021-04-05;0.0;0.0;0.0;;;;;;
2021-04-06;0.0;1.0;0.0;;;;;;
2021-04-07;0.0;0.0;0.0;;;;;;
2021-04-08;0.0;1.0;0.0;;;;;;
2021-04-09;0.0;0.0;0.0;;;;;;
2021-04-10;0.0;0.0;0.0;;;;;;
2021-04-11;0.0;0.0;0.0;;;;;;
2021-04-12;0.0;0.0;0.0;;;;;;
2021-04-13;1.0;52.0;0.0;;;;;;
2021-04-14;0.0;1.0;0.0;;;;;;
2021-04-15;0.0;1.0;0.0;;;;;;
2021-04-16;6.0;84.0;0.0;;;;;;
2021-04-17;0.0;1.0;0.0;;;;;;
2021-04-18;0.0;1.0;0.0;;;;;;
2021-04-19;0.0;3.0;0.0;;;;;;
2021-04-20;1.0;40.0;0.0;;;;;;
2021-04-21;0.0;5.0;0.0;;;;;;
2021-04-22;5.0;0.0;0.0;;;;;;
2021-04-23;1.0;1.0;0.0;;;;;;
2021-04-24;0.0;0.0;0.0;;;;;;
2021-04-25;0.0;0.0;0.0;;;;;;
2021-04-26;1.0;0.0;0.0;;;;;;
2021-04-27;1.0;0.0;0.0;;;;;;
2021-04-28;0.0;0.0;0.0;;;;;;
2021-04-29;0.0;0.0;0.0;;;;;;
2021-04-30;0.0;0.0;0.0;;;;;;
2021-05-01;0.0;0.0;0.0;;;;;;
2021-05-02;0.0;0.0;0.0;;;;;;
2021-05-03;0.0;0.0;0.0;;;;;;
2021-05-04;0.0;0.0;0.0;;;;;;
2021-01-20;;;;0.0;0.0;0.0;;;
2021-01-21;;;;0.0;0.0;0.0;;;
2021-01-22;;;;0.0;0.0;0.0;;;
2021-01-23;;;;0.0;0.0;0.0;;;
2021-01-24;;;;0.0;0.0;0.0;;;
2021-01-25;;;;0.0;0.0;0.0;;;
2021-01-26;;;;0.0;0.0;0.0;;;
2021-01-27;;;;0.0;0.0;0.0;;;
2021-01-28;;;;0.0;0.0;0.0;;;
2021-01-29;;;;0.0;0.0;0.0;;;
2021-01-30;;;;0.0;0.0;0.0;;;
2021-01-31;;;;0.0;0.0;0.0;;;
2021-02-01;;;;0.0;0.0;0.0;;;
2021-02-02;;;;0.0;0.0;0.0;;;
2021-02-03;;;;0.0;0.0;0.0;;;
2021-02-04;;;;0.0;3.0;0.0;;;
2021-02-05;;;;0.0;0.0;0.0;;;
2021-02-06;;;;0.0;0.0;0.0;;;
2021-02-07;;;;0.0;0.0;0.0;;;
2021-02-08;;;;0.0;0.0;0.0;;;
2021-02-09;;;;0.0;0.0;0.0;;;
2021-02-10;;;;0.0;5.0;0.0;;;
2021-02-11;;;;0.0;2645.0;0.0;;;
2021-02-12;;;;0.0;1793.0;0.0;;;
2021-02-13;;;;0.0;7.0;0.0;;;
2021-02-14;;;;0.0;4.0;0.0;;;
2021-02-15;;;;0.0;447.0;0.0;;;
2021-02-16;;;;0.0;456.0;0.0;;;
2021-02-17;;;;0.0;338.0;0.0;;;
2021-02-18;;;;0.0;174.0;0.0;;;
2021-02-19;;;;0.0;70.0;0.0;;;
2021-02-20;;;;0.0;0.0;0.0;;;
2021-02-21;;;;0.0;0.0;0.0;;;
2021-02-22;;;;0.0;34.0;0.0;;;
2021-02-23;;;;0.0;5.0;0.0;;;
2021-02-24;;;;0.0;6.0;0.0;;;
2021-02-25;;;;0.0;6.0;0.0;;;
2021-02-26;;;;0.0;20.0;0.0;;;
2021-02-27;;;;0.0;1.0;0.0;;;
2021-02-28;;;;0.0;0.0;0.0;;;
2021-03-01;;;;0.0;4.0;0.0;;;
2021-03-02;;;;0.0;11.0;0.0;;;
2021-03-03;;;;0.0;411.0;0.0;;;
2021-03-04;;;;0.0;4488.0;0.0;;;
2021-03-05;;;;0.0;101.0;0.0;;;
2021-03-06;;;;0.0;105.0;0.0;;;
2021-03-07;;;;0.0;0.0;0.0;;;
2021-03-08;;;;0.0;329.0;0.0;;;
2021-03-09;;;;0.0;420.0;0.0;;;
2021-03-10;;;;0.0;226.0;0.0;;;
2021-03-11;;;;0.0;1849.0;0.0;;;
2021-03-12;;;;0.0;122.0;0.0;;;
2021-03-13;;;;0.0;24.0;0.0;;;
2021-03-14;;;;0.0;0.0;0.0;;;
2021-03-15;;;;0.0;30.0;0.0;;;
2021-03-16;;;;0.0;12.0;0.0;;;
2021-03-17;;;;0.0;133.0;0.0;;;
2021-03-18;;;;0.0;17.0;0.0;;;
2021-03-19;;;;0.0;10.0;0.0;;;
2021-03-20;;;;0.0;4.0;0.0;;;
2021-03-21;;;;0.0;0.0;0.0;;;
2021-03-22;;;;0.0;16.0;0.0;;;
2021-03-23;;;;0.0;25.0;0.0;;;
2021-03-24;;;;0.0;71.0;0.0;;;
2021-03-25;;;;0.0;32.0;0.0;;;
2021-03-26;;;;0.0;1721.0;0.0;;;
2021-03-27;;;;0.0;0.0;0.0;;;
2021-03-28;;;;0.0;0.0;0.0;;;
2021-03-29;;;;0.0;51.0;0.0;;;
2021-03-30;;;;0.0;53.0;0.0;;;
2021-03-31;;;;0.0;2184.0;0.0;;;
2021-04-01;;;;0.0;26.0;0.0;;;
2021-04-02;;;;0.0;1.0;0.0;;;
2021-04-03;;;;0.0;119.0;0.0;;;
2021-04-04;;;;0.0;0.0;0.0;;;
2021-04-05;;;;0.0;3.0;0.0;;;
2021-04-06;;;;0.0;2.0;0.0;;;
2021-04-07;;;;1.0;70.0;0.0;;;
2021-04-08;;;;0.0;33.0;0.0;;;
2021-04-09;;;;0.0;67.0;0.0;;;
2021-04-10;;;;0.0;3.0;0.0;;;
2021-04-11;;;;0.0;1.0;0.0;;;
2021-04-12;;;;0.0;37.0;0.0;;;
2021-04-13;;;;0.0;4380.0;0.0;;;
2021-04-14;;;;0.0;75.0;0.0;;;
2021-04-15;;;;0.0;40.0;0.0;;;
2021-04-16;;;;0.0;5678.0;0.0;;;
2021-04-17;;;;0.0;55.0;0.0;;;
2021-04-18;;;;0.0;1.0;0.0;;;
2021-04-19;;;;0.0;14.0;0.0;;;
2021-04-20;;;;0.0;3763.0;0.0;;;
2021-04-21;;;;0.0;93.0;0.0;;;
2021-04-22;;;;483.0;0.0;0.0;;;
2021-04-23;;;;168.0;72.0;0.0;;;
2021-04-24;;;;0.0;3.0;0.0;;;
2021-04-25;;;;0.0;0.0;0.0;;;
2021-04-26;;;;3.0;1.0;0.0;;;
2021-04-27;;;;0.0;0.0;0.0;;;
2021-04-28;;;;0.0;0.0;0.0;;;
2021-04-29;;;;0.0;0.0;0.0;;;
2021-04-30;;;;0.0;0.0;0.0;;;
2021-05-01;;;;0.0;0.0;0.0;;;
2021-05-02;;;;0.0;0.0;0.0;;;
2021-05-03;;;;0.0;0.0;0.0;;;
2021-05-04;;;;0.0;0.0;0.0;;;
2021-01-20;;;;;;;0.0;0.0;0.0
2021-01-21;;;;;;;0.0;0.0;0.0
2021-01-22;;;;;;;0.0;0.0;0.0
2021-01-23;;;;;;;0.0;0.0;0.0
2021-01-24;;;;;;;0.0;0.0;0.0
2021-01-25;;;;;;;0.0;0.0;0.0
2021-01-26;;;;;;;0.0;0.0;0.0
2021-01-27;;;;;;;0.0;0.0;0.0
2021-01-28;;;;;;;0.0;0.0;0.0
2021-01-29;;;;;;;0.0;0.0;0.0
2021-01-30;;;;;;;0.0;0.0;0.0
2021-01-31;;;;;;;0.0;0.0;0.0
2021-02-01;;;;;;;0.0;0.0;0.0
2021-02-02;;;;;;;0.0;0.0;0.0
2021-02-03;;;;;;;0.0;0.0;0.0
2021-02-04;;;;;;;0.0;0.0;0.0
2021-02-05;;;;;;;0.0;0.0;0.0
2021-02-06;;;;;;;0.0;0.0;0.0
2021-02-07;;;;;;;0.0;0.0;0.0
2021-02-08;;;;;;;0.0;0.0;0.0
2021-02-09;;;;;;;0.0;0.0;0.0
2021-02-10;;;;;;;0.0;0.0;0.0
2021-02-11;;;;;;;0.0;0.0;0.0
2021-02-12;;;;;;;0.0;0.0;0.0
2021-02-13;;;;;;;0.0;0.0;0.0
2021-02-14;;;;;;;0.0;0.0;0.0
2021-02-15;;;;;;;0.0;0.0;0.0
2021-02-16;;;;;;;0.0;0.0;0.0
2021-02-17;;;;;;;0.0;93.0;0.0
2021-02-18;;;;;;;0.0;157.0;0.0
2021-02-19;;;;;;;0.0;202.0;0.0
2021-02-20;;;;;;;0.0;215.0;0.0
2021-02-21;;;;;;;0.0;216.0;0.0
2021-02-22;;;;;;;0.0;204.0;0.0
2021-02-23;;;;;;;0.0;200.0;0.0
2021-02-24;;;;;;;0.0;191.0;0.0
2021-02-25;;;;;;;0.0;178.0;0.0
2021-02-26;;;;;;;0.0;168.0;0.0
2021-02-27;;;;;;;0.0;163.0;0.0
2021-02-28;;;;;;;0.0;162.0;0.0
2021-03-01;;;;;;;0.0;148.0;0.0
2021-03-02;;;;;;;0.0;141.0;0.0
2021-03-03;;;;;;;0.0;145.0;0.0
2021-03-04;;;;;;;0.0;457.0;0.0
2021-03-05;;;;;;;0.0;507.0;0.0
2021-03-06;;;;;;;0.0;507.0;0.0
2021-03-07;;;;;;;0.0;507.0;0.0
2021-03-08;;;;;;;0.0;778.0;0.0
2021-03-09;;;;;;;0.0;816.0;0.0
2021-03-10;;;;;;;0.0;699.0;0.0
