;neg-Covid-19-AstraZeneca;neg-Covid-19-Coronavac-Sinovac/Butantan;neg-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;nul-Covid-19-AstraZeneca;nul-Covid-19-Coronavac-Sinovac/Butantan;nul-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;pos-Covid-19-AstraZeneca;pos-Covid-19-Coronavac-Sinovac/Butantan;pos-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer
2021-01-19;0.0;0.0;0.0;;;;;;
2021-01-20;0.0;0.0;0.0;;;;;;
2021-01-21;0.0;0.0;0.0;;;;;;
2021-01-22;0.0;0.0;0.0;;;;;;
2021-01-23;0.0;0.0;0.0;;;;;;
2021-01-24;0.0;0.0;0.0;;;;;;
2021-01-25;0.0;0.0;0.0;;;;;;
2021-01-26;0.0;0.0;0.0;;;;;;
2021-01-27;0.0;0.0;0.0;;;;;;
2021-01-28;0.0;0.0;0.0;;;;;;
2021-01-29;0.0;0.0;0.0;;;;;;
2021-01-30;0.0;0.0;0.0;;;;;;
2021-01-31;0.0;0.0;0.0;;;;;;
2021-02-01;0.0;0.0;0.0;;;;;;
2021-02-02;0.0;0.0;0.0;;;;;;
2021-02-03;0.0;0.0;0.0;;;;;;
2021-02-04;0.0;0.0;0.0;;;;;;
2021-02-05;0.0;0.0;0.0;;;;;;
2021-02-06;0.0;0.0;0.0;;;;;;
2021-02-07;0.0;0.0;0.0;;;;;;
2021-02-08;0.0;0.0;0.0;;;;;;
2021-02-09;0.0;0.0;0.0;;;;;;
2021-02-10;0.0;0.0;0.0;;;;;;
2021-02-11;0.0;0.0;0.0;;;;;;
2021-02-12;0.0;0.0;0.0;;;;;;
2021-02-13;0.0;0.0;0.0;;;;;;
2021-02-14;0.0;0.0;0.0;;;;;;
2021-02-15;0.0;22.0;0.0;;;;;;
2021-02-16;0.0;0.0;0.0;;;;;;
2021-02-17;0.0;0.0;0.0;;;;;;
2021-02-18;0.0;0.0;0.0;;;;;;
2021-02-19;0.0;0.0;0.0;;;;;;
2021-02-20;0.0;0.0;0.0;;;;;;
2021-02-21;0.0;0.0;0.0;;;;;;
2021-02-22;0.0;0.0;0.0;;;;;;
2021-02-23;0.0;1.0;0.0;;;;;;
2021-02-24;0.0;0.0;0.0;;;;;;
2021-02-25;0.0;0.0;0.0;;;;;;
2021-02-26;0.0;0.0;0.0;;;;;;
2021-02-27;0.0;0.0;0.0;;;;;;
2021-02-28;0.0;0.0;0.0;;;;;;
2021-03-01;0.0;0.0;0.0;;;;;;
2021-03-02;0.0;0.0;0.0;;;;;;
2021-03-03;0.0;0.0;0.0;;;;;;
2021-03-04;0.0;0.0;0.0;;;;;;
2021-03-05;0.0;1.0;0.0;;;;;;
2021-03-06;0.0;0.0;0.0;;;;;;
2021-03-07;0.0;0.0;0.0;;;;;;
2021-03-08;0.0;0.0;0.0;;;;;;
2021-03-09;0.0;0.0;0.0;;;;;;
2021-03-10;0.0;0.0;0.0;;;;;;
2021-03-11;1.0;0.0;0.0;;;;;;
2021-03-12;0.0;0.0;0.0;;;;;;
2021-03-13;0.0;0.0;0.0;;;;;;
2021-03-14;0.0;0.0;0.0;;;;;;
2021-03-15;0.0;0.0;0.0;;;;;;
2021-03-16;0.0;0.0;0.0;;;;;;
2021-03-17;0.0;0.0;0.0;;;;;;
2021-03-18;0.0;0.0;0.0;;;;;;
2021-03-19;0.0;0.0;0.0;;;;;;
2021-03-20;0.0;0.0;0.0;;;;;;
2021-03-21;0.0;0.0;0.0;;;;;;
2021-03-22;0.0;0.0;0.0;;;;;;
2021-03-23;0.0;0.0;0.0;;;;;;
2021-03-24;0.0;0.0;0.0;;;;;;
2021-03-25;0.0;0.0;0.0;;;;;;
2021-03-26;0.0;3.0;0.0;;;;;;
2021-03-27;0.0;1.0;0.0;;;;;;
2021-03-28;0.0;4.0;0.0;;;;;;
2021-03-29;0.0;3.0;0.0;;;;;;
2021-03-30;0.0;0.0;0.0;;;;;;
2021-03-31;0.0;0.0;0.0;;;;;;
2021-04-01;0.0;0.0;0.0;;;;;;
2021-04-02;0.0;1.0;0.0;;;;;;
2021-04-03;0.0;3.0;0.0;;;;;;
2021-04-04;0.0;0.0;0.0;;;;;;
2021-04-05;0.0;4.0;0.0;;;;;;
2021-04-06;0.0;0.0;0.0;;;;;;
2021-04-07;0.0;0.0;0.0;;;;;;
2021-04-08;0.0;0.0;0.0;;;;;;
2021-04-09;0.0;1.0;0.0;;;;;;
2021-04-10;0.0;63.0;0.0;;;;;;
2021-04-11;0.0;1.0;0.0;;;;;;
2021-04-12;0.0;0.0;0.0;;;;;;
2021-04-13;0.0;0.0;0.0;;;;;;
2021-04-14;0.0;0.0;0.0;;;;;;
2021-04-15;0.0;1.0;0.0;;;;;;
2021-04-16;0.0;0.0;0.0;;;;;;
2021-04-17;0.0;15.0;0.0;;;;;;
2021-04-18;0.0;0.0;0.0;;;;;;
2021-04-19;0.0;1.0;0.0;;;;;;
2021-04-20;1.0;0.0;0.0;;;;;;
2021-04-21;0.0;1.0;0.0;;;;;;
2021-04-22;2.0;0.0;0.0;;;;;;
2021-04-23;1.0;2.0;0.0;;;;;;
2021-04-24;2.0;12.0;0.0;;;;;;
2021-04-25;0.0;0.0;0.0;;;;;;
2021-04-26;2.0;4.0;0.0;;;;;;
2021-04-27;2.0;8.0;0.0;;;;;;
2021-04-28;1.0;18.0;0.0;;;;;;
2021-04-29;0.0;4.0;0.0;;;;;;
2021-04-30;0.0;1.0;0.0;;;;;;
2021-05-01;0.0;0.0;0.0;;;;;;
2021-05-02;0.0;0.0;0.0;;;;;;
2021-05-03;0.0;0.0;0.0;;;;;;
2021-05-04;0.0;0.0;0.0;;;;;;
2021-01-19;;;;0.0;0.0;0.0;;;
2021-01-20;;;;0.0;0.0;0.0;;;
2021-01-21;;;;0.0;0.0;0.0;;;
2021-01-22;;;;0.0;0.0;0.0;;;
2021-01-23;;;;0.0;0.0;0.0;;;
2021-01-24;;;;0.0;0.0;0.0;;;
2021-01-25;;;;0.0;0.0;0.0;;;
2021-01-26;;;;0.0;0.0;0.0;;;
2021-01-27;;;;0.0;0.0;0.0;;;
2021-01-28;;;;0.0;0.0;0.0;;;
2021-01-29;;;;0.0;0.0;0.0;;;
2021-01-30;;;;0.0;0.0;0.0;;;
2021-01-31;;;;0.0;0.0;0.0;;;
2021-02-01;;;;0.0;0.0;0.0;;;
2021-02-02;;;;0.0;0.0;0.0;;;
2021-02-03;;;;0.0;0.0;0.0;;;
2021-02-04;;;;0.0;0.0;0.0;;;
2021-02-05;;;;0.0;0.0;0.0;;;
2021-02-06;;;;0.0;0.0;0.0;;;
2021-02-07;;;;0.0;0.0;0.0;;;
2021-02-08;;;;0.0;2.0;0.0;;;
2021-02-09;;;;0.0;8.0;0.0;;;
2021-02-10;;;;0.0;71.0;0.0;;;
2021-02-11;;;;0.0;66.0;0.0;;;
2021-02-12;;;;0.0;74.0;0.0;;;
2021-02-13;;;;0.0;57.0;0.0;;;
2021-02-14;;;;0.0;0.0;0.0;;;
2021-02-15;;;;0.0;2151.0;0.0;;;
2021-02-16;;;;0.0;149.0;0.0;;;
2021-02-17;;;;0.0;42.0;0.0;;;
2021-02-18;;;;0.0;43.0;0.0;;;
2021-02-19;;;;0.0;21.0;0.0;;;
2021-02-20;;;;0.0;10.0;0.0;;;
2021-02-21;;;;0.0;0.0;0.0;;;
2021-02-22;;;;0.0;13.0;0.0;;;
2021-02-23;;;;0.0;0.0;0.0;;;
2021-02-24;;;;0.0;7.0;0.0;;;
2021-02-25;;;;0.0;1227.0;0.0;;;
2021-02-26;;;;0.0;626.0;0.0;;;
2021-02-27;;;;0.0;764.0;0.0;;;
2021-02-28;;;;0.0;0.0;0.0;;;
2021-03-01;;;;0.0;332.0;0.0;;;
2021-03-02;;;;0.0;357.0;0.0;;;
2021-03-03;;;;0.0;444.0;0.0;;;
2021-03-04;;;;0.0;509.0;0.0;;;
2021-03-05;;;;0.0;685.0;0.0;;;
2021-03-06;;;;0.0;425.0;0.0;;;
2021-03-07;;;;0.0;1.0;0.0;;;
2021-03-08;;;;0.0;297.0;0.0;;;
2021-03-09;;;;0.0;446.0;0.0;;;
2021-03-10;;;;0.0;959.0;0.0;;;
2021-03-11;;;;0.0;98.0;0.0;;;
2021-03-12;;;;0.0;96.0;0.0;;;
2021-03-13;;;;0.0;48.0;0.0;;;
2021-03-14;;;;0.0;0.0;0.0;;;
2021-03-15;;;;0.0;206.0;0.0;;;
2021-03-16;;;;0.0;76.0;0.0;;;
2021-03-17;;;;0.0;45.0;0.0;;;
2021-03-18;;;;0.0;66.0;0.0;;;
2021-03-19;;;;0.0;49.0;0.0;;;
2021-03-20;;;;0.0;57.0;0.0;;;
2021-03-21;;;;0.0;0.0;0.0;;;
2021-03-22;;;;0.0;59.0;0.0;;;
2021-03-23;;;;0.0;47.0;0.0;;;
2021-03-24;;;;0.0;54.0;0.0;;;
2021-03-25;;;;0.0;886.0;0.0;;;
2021-03-26;;;;0.0;1230.0;0.0;;;
2021-03-27;;;;0.0;1000.0;0.0;;;
2021-03-28;;;;0.0;528.0;0.0;;;
2021-03-29;;;;0.0;1552.0;0.0;;;
2021-03-30;;;;0.0;100.0;0.0;;;
2021-03-31;;;;0.0;36.0;0.0;;;
2021-04-01;;;;1.0;36.0;0.0;;;
2021-04-02;;;;0.0;323.0;0.0;;;
2021-04-03;;;;0.0;642.0;0.0;;;
2021-04-04;;;;0.0;0.0;0.0;;;
2021-04-05;;;;0.0;673.0;0.0;;;
2021-04-06;;;;0.0;840.0;0.0;;;
2021-04-07;;;;0.0;807.0;0.0;;;
2021-04-08;;;;0.0;882.0;0.0;;;
2021-04-09;;;;0.0;1132.0;0.0;;;
2021-04-10;;;;0.0;1217.0;0.0;;;
2021-04-11;;;;0.0;21.0;0.0;;;
2021-04-12;;;;0.0;1437.0;0.0;;;
2021-04-13;;;;0.0;1292.0;0.0;;;
2021-04-14;;;;0.0;1531.0;0.0;;;
2021-04-15;;;;0.0;1634.0;0.0;;;
2021-04-16;;;;0.0;1755.0;0.0;;;
2021-04-17;;;;0.0;1678.0;0.0;;;
2021-04-18;;;;0.0;28.0;0.0;;;
2021-04-19;;;;16.0;196.0;0.0;;;
2021-04-20;;;;37.0;2003.0;0.0;;;
2021-04-21;;;;22.0;1774.0;0.0;;;
2021-04-22;;;;0.0;1648.0;0.0;;;
2021-04-23;;;;45.0;1675.0;0.0;;;
2021-04-24;;;;114.0;2263.0;0.0;;;
2021-04-25;;;;0.0;0.0;0.0;;;
2021-04-26;;;;315.0;3051.0;0.0;;;
2021-04-27;;;;759.0;2651.0;0.0;;;
2021-04-28;;;;1451.0;2331.0;0.0;;;
2021-04-29;;;;2.0;2748.0;0.0;;;
2021-04-30;;;;2.0;1821.0;0.0;;;
2021-05-01;;;;4.0;538.0;0.0;;;
2021-05-02;;;;0.0;0.0;0.0;;;
2021-05-03;;;;0.0;0.0;0.0;;;
2021-05-04;;;;0.0;0.0;0.0;;;
2021-01-19;;;;;;;0.0;0.0;0.0
2021-01-20;;;;;;;0.0;0.0;0.0
2021-01-21;;;;;;;0.0;0.0;0.0
2021-01-22;;;;;;;0.0;0.0;0.0
2021-01-23;;;;;;;0.0;0.0;0.0
2021-01-24;;;;;;;0.0;0.0;0.0
2021-01-25;;;;;;;0.0;0.0;0.0
2021-01-26;;;;;;;0.0;0.0;0.0
2021-01-27;;;;;;;0.0;0.0;0.0
2021-01-28;;;;;;;0.0;0.0;0.0
2021-01-29;;;;;;;0.0;0.0;0.0
2021-01-30;;;;;;;0.0;0.0;0.0
2021-01-31;;;;;;;0.0;0.0;0.0
2021-02-01;;;;;;;0.0;0.0;0.0
2021-02-02;;;;;;;0.0;0.0;0.0
2021-02-03;;;;;;;0.0;0.0;0.0
2021-02-04;;;;;;;0.0;0.0;0.0
2021-02-05;;;;;;;0.0;0.0;0.0
2021-02-06;;;;;;;0.0;0.0;0.0
2021-02-07;;;;;;;0.0;0.0;0.0
2021-02-08;;;;;;;0.0;0.0;0.0
2021-02-09;;;;;;;0.0;0.0;0.0
2021-02-10;;;;;;;0.0;0.0;0.0
2021-02-11;;;;;;;0.0;0.0;0.0
2021-02-12;;;;;;;0.0;0.0;0.0
2021-02-13;;;;;;;0.0;0.0;0.0
2021-02-14;;;;;;;0.0;0.0;0.0
2021-02-15;;;;;;;0.0;0.0;0.0
2021-02-16;;;;;;;0.0;0.0;0.0
2021-02-17;;;;;;;0.0;13.0;0.0
2021-02-18;;;;;;;0.0;14.0;0.0
2021-02-19;;;;;;;0.0;17.0;0.0
2021-02-20;;;;;;;0.0;21.0;0.0
2021-02-21;;;;;;;0.0;21.0;0.0
2021-02-22;;;;;;;0.0;109.0;0.0
2021-02-23;;;;;;;0.0;96.0;0.0
2021-02-24;;;;;;;0.0;88.0;0.0
2021-02-25;;;;;;;0.0;80.0;0.0
2021-02-26;;;;;;;0.0;74.0;0.0
2021-02-27;;;;;;;0.0;76.0;0.0
2021-02-28;;;;;;;0.0;76.0;0.0
2021-03-01;;;;;;;0.0;68.0;0.0
2021-03-02;;;;;;;0.0;61.0;0.0
2021-03-03;;;;;;;0.0;57.0;0.0
2021-03-04;;;;;;;0.0;102.0;0.0
2021-03-05;;;;;;;0.0;106.0;0.0
2021-03-06;;;;;;;0.0;117.0;0.0
2021-03-07;;;;;;;0.0;117.0;0.0
2021-03-08;;;;;;;0.0;124.0;0.0
2021-03-09;;;;;;;0.0;160.0;0.0
2021-03-10;;;;;;;0.0;170.0;0.0
2021-03-11;;;;;;;0.0;170.0;0.0
2021-03-12;;;;;;;0.0;219.0;0.0
2021-03-13;;;;;;;0.0;219.0;0.0
2021-03-14;;;;;;;0.0;219.0;0.0
2021-03-15;;;;;;;0.0;219.0;0.0
2021-03-16;;;;;;;0.0;209.0;0.0
2021-03-17;;;;;;;0.0;240.0;0.0
2021-03-18;;;;;;;0.0;219.0;0.0
2021-03-19;;;;;;;0.0;223.0;0.0
2021-03-20;;;;;;;0.0;218.0;0.0
2021-03-21;;;;;;;0.0;218.0;0.0
2021-03-22;;;;;;;0.0;207.0;0.0
2021-03-23;;;;;;;0.0;199.0;0.0
2021-03-24;;;;;;;0.0;191.0;0.0
2021-03-25;;;;;;;0.0;186.0;0.0
2021-03-26;;;;;;;0.0;185.0;0.0
2021-03-27;;;;;;;0.0;181.0;0.0
2021-03-28;;;;;;;0.0;182.0;0.0
2021-03-29;;;;;;;0.0;169.0;0.0
2021-03-30;;;;;;;0.0;153.0;0.0
2021-03-31;;;;;;;0.0;152.0;0.0
2021-04-01;;;;;;;0.0;169.0;0.0
2021-04-02;;;;;;;0.0;189.0;0.0
2021-04-03;;;;;;;0.0;241.0;0.0
2021-04-04;;;;;;;0.0;252.0;0.0
2021-04-05;;;;;;;0.0;259.0;0.0
2021-04-06;;;;;;;0.0;235.0;0.0
2021-04-07;;;;;;;0.0;219.0;0.0
2021-04-08;;;;;;;0.0;202.0;0.0
2021-04-09;;;;;;;0.0;215.0;0.0
2021-04-10;;;;;;;0.0;244.0;0.0
2021-04-11;;;;;;;0.0;235.0;0.0
2021-04-12;;;;;;;0.0;228.0;0.0
2021-04-13;;;;;;;0.0;235.0;0.0
2021-04-14;;;;;;;5.0;239.0;0.0
2021-04-15;;;;;;;5.0;240.0;0.0
2021-04-16;;;;;;;5.0;214.0;0.0
2021-04-17;;;;;;;5.0;219.0;0.0
2021-04-18;;;;;;;5.0;215.0;0.0
2021-04-19;;;;;;;9.0;217.0;0.0
2021-04-20;;;;;;;169.0;218.0;0.0
2021-04-21;;;;;;;336.0;212.0;0.0
2021-04-22;;;;;;;349.0;200.0;0.0
2021-04-23;;;;;;;361.0;189.0;0.0
2021-04-24;;;;;;;382.0;171.0;0.0
2021-04-25;;;;;;;382.0;171.0;0.0
2021-04-26;;;;;;;261.0;134.0;0.0
2021-04-27;;;;;;;127.0;111.0;0.0
2021-04-28;;;;;;;104.0;71.0;0.0
2021-04-29;;;;;;;28.0;36.0;0.0
2021-04-30;;;;;;;4.0;5.0;0.0
2021-05-01;;;;;;;0.0;0.0;0.0
2021-05-02;;;;;;;0.0;0.0;0.0
2021-05-03;;;;;;;0.0;0.0;0.0
2021-05-04;;;;;;;0.0;0.0;0.0
