;neg-Covid-19-AstraZeneca;neg-Covid-19-Coronavac-Sinovac/Butantan;neg-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;nul-Covid-19-AstraZeneca;nul-Covid-19-Coronavac-Sinovac/Butantan;nul-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;pos-Covid-19-AstraZeneca;pos-Covid-19-Coronavac-Sinovac/Butantan;pos-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer
2019-03-25;0.0;0.0;0.0;;;;;;
2019-03-26;0.0;0.0;0.0;;;;;;
2019-03-27;0.0;0.0;0.0;;;;;;
2019-03-28;0.0;0.0;0.0;;;;;;
2019-03-29;0.0;0.0;0.0;;;;;;
2019-03-30;0.0;0.0;0.0;;;;;;
2019-03-31;0.0;0.0;0.0;;;;;;
2019-04-01;0.0;0.0;0.0;;;;;;
2019-04-02;0.0;0.0;0.0;;;;;;
2019-04-03;0.0;0.0;0.0;;;;;;
2019-04-04;0.0;0.0;0.0;;;;;;
2019-04-05;0.0;0.0;0.0;;;;;;
2019-04-06;0.0;0.0;0.0;;;;;;
2019-04-07;0.0;0.0;0.0;;;;;;
2019-04-08;0.0;0.0;0.0;;;;;;
2019-04-09;0.0;0.0;0.0;;;;;;
2019-04-10;0.0;0.0;0.0;;;;;;
2019-04-11;0.0;0.0;0.0;;;;;;
2019-04-12;0.0;0.0;0.0;;;;;;
2019-04-13;0.0;0.0;0.0;;;;;;
2019-04-14;0.0;0.0;0.0;;;;;;
2019-04-15;0.0;0.0;0.0;;;;;;
2019-04-16;0.0;0.0;0.0;;;;;;
2019-04-17;0.0;0.0;0.0;;;;;;
2019-04-18;0.0;0.0;0.0;;;;;;
2019-04-19;0.0;0.0;0.0;;;;;;
2019-04-20;0.0;0.0;0.0;;;;;;
2019-04-21;0.0;0.0;0.0;;;;;;
2019-04-22;0.0;0.0;0.0;;;;;;
2019-04-23;0.0;0.0;0.0;;;;;;
2019-04-24;0.0;0.0;0.0;;;;;;
2019-04-25;0.0;0.0;0.0;;;;;;
2019-04-26;0.0;0.0;0.0;;;;;;
2019-04-27;0.0;0.0;0.0;;;;;;
2019-04-28;0.0;0.0;0.0;;;;;;
2019-04-29;0.0;0.0;0.0;;;;;;
2019-04-30;0.0;0.0;0.0;;;;;;
2019-05-01;0.0;0.0;0.0;;;;;;
2019-05-02;0.0;0.0;0.0;;;;;;
2019-05-03;0.0;0.0;0.0;;;;;;
2019-05-04;0.0;0.0;0.0;;;;;;
2019-05-05;0.0;0.0;0.0;;;;;;
2019-05-06;0.0;0.0;0.0;;;;;;
2019-05-07;0.0;0.0;0.0;;;;;;
2019-05-08;0.0;0.0;0.0;;;;;;
2019-05-09;0.0;0.0;0.0;;;;;;
2019-05-10;0.0;0.0;0.0;;;;;;
2019-05-11;0.0;0.0;0.0;;;;;;
2019-05-12;0.0;0.0;0.0;;;;;;
2019-05-13;0.0;0.0;0.0;;;;;;
2019-05-14;0.0;0.0;0.0;;;;;;
2019-05-15;0.0;0.0;0.0;;;;;;
2019-05-16;0.0;0.0;0.0;;;;;;
2019-05-17;0.0;0.0;0.0;;;;;;
2019-05-18;0.0;0.0;0.0;;;;;;
2019-05-19;0.0;0.0;0.0;;;;;;
2019-05-20;0.0;0.0;0.0;;;;;;
2019-05-21;0.0;0.0;0.0;;;;;;
2019-05-22;0.0;0.0;0.0;;;;;;
2019-05-23;0.0;0.0;0.0;;;;;;
2019-05-24;0.0;0.0;0.0;;;;;;
2019-05-25;0.0;0.0;0.0;;;;;;
2019-05-26;0.0;0.0;0.0;;;;;;
2019-05-27;0.0;0.0;0.0;;;;;;
2019-05-28;0.0;0.0;0.0;;;;;;
2019-05-29;0.0;0.0;0.0;;;;;;
