Dose Aplicada;Data;Quantidade
1ªDose;2021-02-03;7
1ªDose;2021-02-04;24
1ªDose;2021-02-05;3
1ªDose;2021-02-08;34
1ªDose;2021-02-09;5
1ªDose;2021-02-10;14
1ªDose;2021-02-11;13
1ªDose;2021-02-12;3
1ªDose;2021-02-18;4
1ªDose;2021-02-19;47
1ªDose;2021-02-20;61
1ªDose;2021-02-23;8
1ªDose;2021-02-24;6
1ªDose;2021-02-25;2
1ªDose;2021-02-26;2
1ªDose;2021-03-03;2
1ªDose;2021-03-06;60
1ªDose;2021-03-09;2
1ªDose;2021-03-11;3
1ªDose;2021-03-12;2
1ªDose;2021-03-15;9
1ªDose;2021-03-16;1
1ªDose;2021-03-17;5
1ªDose;2021-03-18;1
1ªDose;2021-03-20;124
1ªDose;2021-03-21;2
1ªDose;2021-03-22;7
1ªDose;2021-03-23;6
1ªDose;2021-03-24;49
1ªDose;2021-03-25;1
1ªDose;2021-03-26;1
1ªDose;2021-03-27;175
1ªDose;2021-03-29;5
1ªDose;2021-03-30;5
1ªDose;2021-03-31;217
1ªDose;2021-04-01;140
1ªDose;2021-04-05;8
1ªDose;2021-04-06;384
1ªDose;2021-04-07;13
1ªDose;2021-04-08;3
1ªDose;2021-04-09;22
1ªDose;2021-04-13;108
1ªDose;2021-04-15;1
1ªDose;2021-04-17;67
1ªDose;2021-04-19;9
1ªDose;2021-04-20;5
1ªDose;2021-04-22;2
2ªDose;2021-01-22;1
2ªDose;2021-02-13;1
2ªDose;2021-02-18;9
2ªDose;2021-02-19;9
2ªDose;2021-02-20;2
2ªDose;2021-02-22;11
2ªDose;2021-02-23;15
2ªDose;2021-02-24;13
2ªDose;2021-02-25;19
2ªDose;2021-02-26;6
2ªDose;2021-03-01;12
2ªDose;2021-03-02;10
2ªDose;2021-03-03;8
2ªDose;2021-03-04;1
2ªDose;2021-03-08;8
2ªDose;2021-03-09;19
2ªDose;2021-03-10;11
2ªDose;2021-03-11;7
2ªDose;2021-03-12;9
2ªDose;2021-03-15;15
2ªDose;2021-03-16;3
2ªDose;2021-03-17;5
2ªDose;2021-03-20;74
2ªDose;2021-03-22;6
2ªDose;2021-03-23;14
2ªDose;2021-03-24;28
2ªDose;2021-03-26;1
2ªDose;2021-03-30;1
2ªDose;2021-03-31;9
2ªDose;2021-04-05;37
2ªDose;2021-04-06;8
2ªDose;2021-04-07;10
2ªDose;2021-04-08;1
2ªDose;2021-04-09;1
2ªDose;2021-04-13;10
2ªDose;2021-04-15;8
2ªDose;2021-04-19;3
2ªDose;2021-04-20;134
2ªDose;2021-04-22;24
2ªDose;2021-04-23;1
2ªDose;2021-04-26;1
2ªDose;2021-04-27;187
2ªDose;2021-04-28;9
