Dose Aplicada;Data;Quantidade
1ªDose;2021-02-03;1
1ªDose;2021-02-04;12
1ªDose;2021-02-05;2
1ªDose;2021-02-08;3
1ªDose;2021-02-09;2
1ªDose;2021-02-10;3
1ªDose;2021-02-12;18
1ªDose;2021-02-15;10
1ªDose;2021-02-16;22
1ªDose;2021-02-17;8
1ªDose;2021-02-18;9
1ªDose;2021-03-12;9
1ªDose;2021-03-15;46
1ªDose;2021-03-16;31
1ªDose;2021-03-17;5
1ªDose;2021-03-22;36
1ªDose;2021-03-23;9
1ªDose;2021-03-24;117
1ªDose;2021-03-25;10
1ªDose;2021-03-29;137
1ªDose;2021-03-30;119
1ªDose;2021-04-06;10
1ªDose;2021-04-20;6
2ªDose;2021-02-16;1
2ªDose;2021-02-23;15
2ªDose;2021-02-24;6
2ªDose;2021-02-25;1
2ªDose;2021-02-26;3
2ªDose;2021-03-01;1
2ªDose;2021-03-03;1
2ªDose;2021-03-04;12
2ªDose;2021-03-05;2
2ªDose;2021-03-08;3
2ªDose;2021-03-09;3
2ªDose;2021-03-10;1
2ªDose;2021-03-12;17
2ªDose;2021-03-15;9
2ªDose;2021-03-16;29
2ªDose;2021-03-17;4
2ªDose;2021-03-18;2
2ªDose;2021-03-22;1
2ªDose;2021-03-23;1
2ªDose;2021-03-24;1
2ªDose;2021-04-07;9
2ªDose;2021-04-12;45
2ªDose;2021-04-20;2
