Dose Aplicada;Data;Quantidade
1ªDose;2021-01-21;8
1ªDose;2021-01-22;2
1ªDose;2021-01-25;1
1ªDose;2021-01-27;14
1ªDose;2021-01-28;120
1ªDose;2021-02-04;9
1ªDose;2021-02-11;177
1ªDose;2021-02-12;137
1ªDose;2021-02-15;29
1ªDose;2021-02-16;8
1ªDose;2021-02-17;9
1ªDose;2021-02-18;5
1ªDose;2021-02-19;2
1ªDose;2021-02-22;5
1ªDose;2021-02-23;1
1ªDose;2021-02-24;8
1ªDose;2021-02-25;1
1ªDose;2021-03-03;351
1ªDose;2021-03-04;47
1ªDose;2021-03-08;347
1ªDose;2021-03-09;179
1ªDose;2021-03-10;163
1ªDose;2021-03-12;7
1ªDose;2021-03-15;62
1ªDose;2021-03-16;146
1ªDose;2021-03-17;54
1ªDose;2021-03-19;57
1ªDose;2021-03-22;112
1ªDose;2021-03-23;397
1ªDose;2021-03-24;305
1ªDose;2021-03-29;72
1ªDose;2021-03-30;219
1ªDose;2021-03-31;165
1ªDose;2021-04-01;226
1ªDose;2021-04-02;167
1ªDose;2021-04-03;517
1ªDose;2021-04-04;408
1ªDose;2021-04-05;129
1ªDose;2021-04-06;265
1ªDose;2021-04-07;145
1ªDose;2021-04-08;327
1ªDose;2021-04-09;417
1ªDose;2021-04-12;166
1ªDose;2021-04-13;128
1ªDose;2021-04-14;467
1ªDose;2021-04-19;89
1ªDose;2021-04-20;450
1ªDose;2021-04-21;24
1ªDose;2021-04-22;420
1ªDose;2021-04-24;1
1ªDose;2021-04-27;494
1ªDose;2021-04-28;1
1ªDose;2021-04-29;6
2ªDose;2021-01-15;1
2ªDose;2021-02-18;465
2ªDose;2021-02-19;416
2ªDose;2021-02-20;5
2ªDose;2021-02-22;35
2ªDose;2021-02-25;38
2ªDose;2021-03-02;3
2ªDose;2021-03-05;2
2ªDose;2021-03-10;133
2ªDose;2021-03-11;74
2ªDose;2021-03-12;92
2ªDose;2021-03-15;26
2ªDose;2021-03-22;1
2ªDose;2021-03-24;1
2ªDose;2021-03-25;280
2ªDose;2021-03-26;203
2ªDose;2021-03-29;1
2ªDose;2021-03-31;59
2ªDose;2021-04-06;72
2ªDose;2021-04-07;82
2ªDose;2021-04-08;642
2ªDose;2021-04-09;48
2ªDose;2021-04-10;137
2ªDose;2021-04-11;554
2ªDose;2021-04-12;155
2ªDose;2021-04-13;12
2ªDose;2021-04-14;3
2ªDose;2021-04-15;552
2ªDose;2021-04-16;17
2ªDose;2021-04-20;20
2ªDose;2021-04-21;754
2ªDose;2021-04-23;397
2ªDose;2021-04-24;312
2ªDose;2021-04-26;361
2ªDose;2021-04-28;428
2ªDose;2021-04-29;30
