Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;6
1ªDose;2021-01-20;593
1ªDose;2021-01-21;63
1ªDose;2021-01-22;92
1ªDose;2021-01-25;21
1ªDose;2021-01-26;260
1ªDose;2021-01-27;105
1ªDose;2021-01-28;151
1ªDose;2021-01-29;59
1ªDose;2021-02-02;116
1ªDose;2021-02-03;24
1ªDose;2021-02-08;1
1ªDose;2021-02-09;608
1ªDose;2021-02-10;248
1ªDose;2021-02-11;110
1ªDose;2021-02-12;36
1ªDose;2021-02-18;23
1ªDose;2021-02-19;13
1ªDose;2021-02-22;9
1ªDose;2021-02-23;8
1ªDose;2021-02-24;7
1ªDose;2021-02-25;4
1ªDose;2021-02-26;570
1ªDose;2021-02-27;46
1ªDose;2021-02-28;1
1ªDose;2021-03-01;98
1ªDose;2021-03-02;406
1ªDose;2021-03-03;37
1ªDose;2021-03-04;11
1ªDose;2021-03-05;11
1ªDose;2021-03-08;2
1ªDose;2021-03-09;3
1ªDose;2021-03-10;3
1ªDose;2021-03-11;2
1ªDose;2021-03-12;3
1ªDose;2021-03-13;1
1ªDose;2021-03-15;823
1ªDose;2021-03-16;603
1ªDose;2021-03-17;6
1ªDose;2021-03-19;1187
1ªDose;2021-03-20;706
1ªDose;2021-03-21;2
1ªDose;2021-03-22;45
1ªDose;2021-03-23;16
1ªDose;2021-03-24;954
1ªDose;2021-03-25;1026
1ªDose;2021-03-26;12
1ªDose;2021-03-28;1234
1ªDose;2021-03-29;22
1ªDose;2021-03-31;161
1ªDose;2021-04-02;6
1ªDose;2021-04-03;1012
1ªDose;2021-04-05;298
1ªDose;2021-04-06;1
1ªDose;2021-04-07;4
1ªDose;2021-04-08;2
1ªDose;2021-04-09;1070
1ªDose;2021-04-12;3
1ªDose;2021-04-13;15
1ªDose;2021-04-14;2
1ªDose;2021-04-15;1
1ªDose;2021-04-16;8
1ªDose;2021-04-17;1766
1ªDose;2021-04-19;10
1ªDose;2021-04-20;1
1ªDose;2021-04-21;1
1ªDose;2021-04-22;4
1ªDose;2021-04-23;2
1ªDose;2021-04-24;284
1ªDose;2021-04-26;49
1ªDose;2021-05-01;143
2ªDose;2021-01-23;1
2ªDose;2021-01-26;1
2ªDose;2021-02-09;1
2ªDose;2021-02-18;584
2ªDose;2021-02-19;79
2ªDose;2021-02-22;43
2ªDose;2021-02-23;11
2ªDose;2021-02-24;9
2ªDose;2021-02-25;4
2ªDose;2021-02-26;4
2ªDose;2021-03-01;4
2ªDose;2021-03-02;3
2ªDose;2021-03-03;104
2ªDose;2021-03-04;27
2ªDose;2021-03-05;5
2ªDose;2021-03-08;153
2ªDose;2021-03-09;240
2ªDose;2021-03-10;241
2ªDose;2021-03-11;163
2ªDose;2021-03-12;108
2ªDose;2021-03-14;3
2ªDose;2021-03-15;27
2ªDose;2021-03-16;21
2ªDose;2021-03-17;2
2ªDose;2021-03-18;2
2ªDose;2021-03-19;29
2ªDose;2021-03-20;1
2ªDose;2021-03-22;12
2ªDose;2021-03-23;21
2ªDose;2021-03-24;11
2ªDose;2021-03-25;13
2ªDose;2021-03-26;3
2ªDose;2021-03-28;1
2ªDose;2021-03-31;148
2ªDose;2021-04-03;7
2ªDose;2021-04-05;3
2ªDose;2021-04-08;6
2ªDose;2021-04-09;8
2ªDose;2021-04-10;1
2ªDose;2021-04-12;754
2ªDose;2021-04-13;547
2ªDose;2021-04-14;35
2ªDose;2021-04-16;1116
2ªDose;2021-04-17;10
2ªDose;2021-04-19;767
2ªDose;2021-04-20;29
2ªDose;2021-04-21;1
2ªDose;2021-04-22;1457
2ªDose;2021-04-23;399
2ªDose;2021-04-24;42
2ªDose;2021-04-26;89
