Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;1
1ªDose;2021-01-20;2
1ªDose;2021-01-21;3
1ªDose;2021-01-26;13
1ªDose;2021-01-27;1
1ªDose;2021-01-29;55
1ªDose;2021-02-02;38
1ªDose;2021-02-05;1
1ªDose;2021-02-08;74
1ªDose;2021-02-09;85
1ªDose;2021-02-10;48
1ªDose;2021-02-11;101
1ªDose;2021-02-12;56
1ªDose;2021-02-13;164
1ªDose;2021-02-14;2
1ªDose;2021-02-17;3
1ªDose;2021-02-18;53
1ªDose;2021-02-19;50
1ªDose;2021-02-22;2
1ªDose;2021-02-24;1
1ªDose;2021-02-25;1
1ªDose;2021-03-01;40
1ªDose;2021-03-02;106
1ªDose;2021-03-03;166
1ªDose;2021-03-04;82
1ªDose;2021-03-05;20
1ªDose;2021-03-08;9
1ªDose;2021-03-11;1
1ªDose;2021-03-12;1
1ªDose;2021-03-14;345
1ªDose;2021-03-15;29
1ªDose;2021-03-16;96
1ªDose;2021-03-17;16
1ªDose;2021-03-18;22
1ªDose;2021-03-19;151
1ªDose;2021-03-20;14
1ªDose;2021-03-21;450
1ªDose;2021-03-22;44
1ªDose;2021-03-23;58
1ªDose;2021-03-24;79
1ªDose;2021-03-25;84
1ªDose;2021-03-27;1290
1ªDose;2021-03-30;204
1ªDose;2021-03-31;10
1ªDose;2021-04-03;348
1ªDose;2021-04-05;58
1ªDose;2021-04-06;65
1ªDose;2021-04-07;24
1ªDose;2021-04-08;63
1ªDose;2021-04-09;2
1ªDose;2021-04-12;2
1ªDose;2021-04-13;253
1ªDose;2021-04-14;277
1ªDose;2021-04-15;5
1ªDose;2021-04-16;5
1ªDose;2021-04-17;1
1ªDose;2021-04-19;385
1ªDose;2021-04-20;23
1ªDose;2021-04-22;50
1ªDose;2021-04-25;507
1ªDose;2021-04-26;52
1ªDose;2021-04-27;40
1ªDose;2021-04-28;27
1ªDose;2021-04-29;9
1ªDose;2021-04-30;3
2ªDose;2021-02-12;3
2ªDose;2021-02-13;1
2ªDose;2021-02-17;339
2ªDose;2021-02-18;129
2ªDose;2021-02-19;63
2ªDose;2021-02-22;1
2ªDose;2021-02-23;33
2ªDose;2021-02-24;3
2ªDose;2021-03-01;3
2ªDose;2021-03-02;3
2ªDose;2021-03-03;2
2ªDose;2021-03-04;3
2ªDose;2021-03-05;1
2ªDose;2021-03-06;1
2ªDose;2021-03-08;91
2ªDose;2021-03-09;29
2ªDose;2021-03-10;39
2ªDose;2021-03-11;103
2ªDose;2021-03-12;19
2ªDose;2021-03-13;159
2ªDose;2021-03-15;2
2ªDose;2021-03-16;1
2ªDose;2021-03-17;3
2ªDose;2021-03-18;85
2ªDose;2021-03-19;1
2ªDose;2021-03-22;2
2ªDose;2021-03-24;1
2ªDose;2021-03-25;6
2ªDose;2021-03-30;12
2ªDose;2021-04-03;1
2ªDose;2021-04-05;9
2ªDose;2021-04-06;24
2ªDose;2021-04-07;14
2ªDose;2021-04-10;334
2ªDose;2021-04-12;112
2ªDose;2021-04-13;20
2ªDose;2021-04-14;6
2ªDose;2021-04-15;12
2ªDose;2021-04-16;166
2ªDose;2021-04-17;425
2ªDose;2021-04-19;34
2ªDose;2021-04-20;80
2ªDose;2021-04-22;73
2ªDose;2021-04-23;513
2ªDose;2021-04-25;2
2ªDose;2021-04-26;1
2ªDose;2021-04-27;150
2ªDose;2021-04-29;2
2ªDose;2021-04-30;3
