Dose Aplicada;Data;Quantidade
1ªDose;2021-01-29;431
1ªDose;2021-01-30;44
1ªDose;2021-02-01;900
1ªDose;2021-02-02;988
1ªDose;2021-02-03;2680
1ªDose;2021-02-04;1313
1ªDose;2021-02-05;564
1ªDose;2021-02-06;108
1ªDose;2021-02-07;31
1ªDose;2021-02-08;226
1ªDose;2021-02-09;276
1ªDose;2021-02-10;53
1ªDose;2021-02-11;183
1ªDose;2021-02-12;122
1ªDose;2021-02-13;2
1ªDose;2021-02-14;5
1ªDose;2021-02-15;136
1ªDose;2021-02-16;6
1ªDose;2021-02-18;39
1ªDose;2021-02-19;10
1ªDose;2021-02-20;3
1ªDose;2021-03-01;1765
1ªDose;2021-03-02;1997
1ªDose;2021-03-03;1774
1ªDose;2021-03-04;1340
1ªDose;2021-03-05;66
1ªDose;2021-03-06;5
1ªDose;2021-03-08;2
1ªDose;2021-03-09;9
1ªDose;2021-03-10;31
1ªDose;2021-03-11;31
1ªDose;2021-03-12;141
1ªDose;2021-03-15;21
1ªDose;2021-03-16;35
1ªDose;2021-03-17;164
1ªDose;2021-03-18;112
1ªDose;2021-03-19;74
1ªDose;2021-03-22;19
1ªDose;2021-03-23;44
1ªDose;2021-03-24;11
1ªDose;2021-03-25;2
1ªDose;2021-03-26;12
1ªDose;2021-03-29;3
1ªDose;2021-03-30;180
1ªDose;2021-03-31;141
1ªDose;2021-04-01;72
1ªDose;2021-04-07;11
1ªDose;2021-04-08;18
1ªDose;2021-04-09;48
1ªDose;2021-04-12;5
1ªDose;2021-04-13;6
1ªDose;2021-04-14;9
1ªDose;2021-04-15;42
1ªDose;2021-04-16;4100
1ªDose;2021-04-17;217
1ªDose;2021-04-19;11
1ªDose;2021-04-20;5
1ªDose;2021-04-21;15
1ªDose;2021-04-22;2091
1ªDose;2021-04-23;1740
1ªDose;2021-04-24;1
1ªDose;2021-04-26;2
1ªDose;2021-04-28;1
1ªDose;2021-04-29;326
1ªDose;2021-04-30;282
2ªDose;2021-01-29;1
2ªDose;2021-02-03;4
2ªDose;2021-02-04;1
2ªDose;2021-02-10;1
2ªDose;2021-03-01;9
2ªDose;2021-03-02;5
2ªDose;2021-03-03;5
2ªDose;2021-03-04;5
2ªDose;2021-03-09;2
2ªDose;2021-03-29;1
2ªDose;2021-03-31;1
2ªDose;2021-04-12;2
2ªDose;2021-04-16;8
2ªDose;2021-04-17;1
2ªDose;2021-04-22;6
2ªDose;2021-04-23;3
2ªDose;2021-04-27;6
2ªDose;2021-04-28;2
2ªDose;2021-04-29;91
2ªDose;2021-04-30;2
