Data;Quantidade;Dose Aplicada
2021-04-08;2830;2ªDose
2021-04-08;520;1ªDose
2021-04-09;3412;2ªDose
2021-04-09;463;1ªDose
2021-03-18;100;2ªDose
2021-03-18;3052;1ªDose
2021-04-05;313;2ªDose
2021-04-05;6142;1ªDose
2021-04-03;1158;2ªDose
2021-04-03;4099;1ªDose
2021-04-13;1688;2ªDose
2021-04-13;1049;1ªDose
2021-03-12;97;2ªDose
2021-03-12;2484;1ªDose
2021-03-24;652;2ªDose
2021-03-24;5431;1ªDose
2021-03-19;142;2ªDose
2021-03-19;4929;1ªDose
2021-03-27;13;2ªDose
2021-03-27;2600;1ªDose
2021-03-23;653;2ªDose
2021-03-23;4797;1ªDose
2021-03-08;31;2ªDose
2021-03-08;1149;1ªDose
2021-03-21;15;2ªDose
2021-03-21;1552;1ªDose
2021-03-22;838;2ªDose
2021-03-22;3516;1ªDose
2021-03-26;296;2ªDose
2021-03-26;4457;1ªDose
2021-03-10;37;2ªDose
2021-03-10;1409;1ªDose
2021-03-25;361;2ªDose
2021-03-25;5633;1ªDose
2021-03-28;10;2ªDose
2021-03-28;4694;1ªDose
2021-03-01;990;2ªDose
2021-03-01;2681;1ªDose
2021-03-30;447;2ªDose
2021-03-30;1746;1ªDose
2021-03-15;437;2ªDose
2021-03-15;160;1ªDose
2021-03-31;871;2ªDose
2021-03-31;1728;1ªDose
2021-03-11;160;2ªDose
2021-03-11;2352;1ªDose
2021-02-25;1697;2ªDose
2021-02-25;246;1ªDose
2021-02-18;2571;2ªDose
2021-02-18;291;1ªDose
2021-02-12;2248;2ªDose
2021-02-12;328;1ªDose
2021-02-23;1269;2ªDose
2021-02-23;577;1ªDose
2021-03-03;1161;2ªDose
2021-03-03;1592;1ªDose
2021-03-02;1371;2ªDose
2021-03-02;2066;1ªDose
2021-03-17;204;2ªDose
2021-03-17;1538;1ªDose
2021-04-11;1412;2ªDose
2021-04-11;3349;1ªDose
2021-04-02;1402;2ªDose
2021-04-02;1504;1ªDose
2021-03-29;117;2ªDose
2021-03-29;3531;1ªDose
2021-03-04;690;2ªDose
2021-03-04;1131;1ªDose
2021-04-14;2760;2ªDose
2021-04-14;1269;1ªDose
2021-02-26;1506;2ªDose
2021-02-26;376;1ªDose
2021-02-03;4;2ªDose
2021-02-03;1952;1ªDose
2021-02-09;1;2ªDose
2021-02-09;1230;1ªDose
2021-02-04;4;2ªDose
2021-02-04;1883;1ªDose
2021-02-22;1981;2ªDose
2021-02-22;554;1ªDose
2021-03-14;5;2ªDose
2021-03-14;517;1ªDose
2021-01-27;0;2ªDose
2021-01-27;1418;1ªDose
2021-01-20;5;2ªDose
2021-01-20;1761;1ªDose
2021-01-28;2;2ªDose
2021-01-28;3226;1ªDose
2021-01-25;6;2ªDose
2021-01-25;2501;1ªDose
2021-01-22;3;2ªDose
2021-01-22;2443;1ªDose
2021-01-26;5;2ªDose
2021-01-26;2237;1ªDose
2021-01-29;3;2ªDose
2021-01-29;1188;1ªDose
2021-01-21;4;2ªDose
2021-01-21;1937;1ªDose
2021-03-20;7;2ªDose
2021-03-20;2561;1ªDose
2021-01-30;0;2ªDose
2021-01-30;725;1ªDose
2021-01-23;3;2ªDose
2021-01-23;1109;1ªDose
2021-02-05;1;2ªDose
2021-02-05;1239;1ªDose
2021-02-19;2382;2ªDose
2021-02-19;129;1ªDose
2021-04-06;141;2ªDose
2021-04-06;3178;1ªDose
2021-04-10;2223;2ªDose
2021-04-10;2604;1ªDose
2021-04-01;2181;2ªDose
2021-04-01;3648;1ªDose
2021-04-07;1411;2ªDose
2021-04-07;4275;1ªDose
2021-03-13;9;2ªDose
2021-03-13;1206;1ªDose
2021-02-08;1;2ªDose
2021-02-08;715;1ªDose
2021-03-16;439;2ªDose
2021-03-16;98;1ªDose
2021-02-10;1458;2ªDose
2021-02-10;721;1ªDose
2021-02-11;1843;2ªDose
2021-02-11;407;1ªDose
2021-02-24;1208;2ªDose
2021-02-24;229;1ªDose
2021-04-12;2356;2ªDose
2021-04-12;1623;1ªDose
2021-01-19;2;2ªDose
2021-01-19;477;1ªDose
2021-04-04;671;2ªDose
2021-04-04;2011;1ªDose
2021-03-09;27;2ªDose
2021-03-09;838;1ªDose
2021-03-05;374;2ªDose
2021-03-05;1065;1ªDose
2021-02-02;0;2ªDose
2021-02-02;1024;1ªDose
2021-02-13;511;2ªDose
2021-02-13;224;1ªDose
2021-01-31;0;2ªDose
2021-01-31;475;1ªDose
2021-03-06;158;2ªDose
2021-03-06;229;1ªDose
2021-02-01;0;2ªDose
2021-02-01;443;1ªDose
2021-02-21;0;2ªDose
2021-02-21;3;1ªDose
2021-01-24;0;2ªDose
2021-01-24;1;1ªDose
2021-02-28;0;2ªDose
2021-02-28;1;1ªDose
2021-02-17;1;2ªDose
2021-02-17;0;1ªDose
2021-02-27;0;2ªDose
2021-02-27;1;1ªDose
2021-04-15;184;2ªDose
2021-04-15;33;1ªDose
