Data;Quantidade;Dose Aplicada
2021-03-30;33;2ªDose
2021-03-30;69;1ªDose
2021-03-29;0;2ªDose
2021-03-29;126;1ªDose
2021-03-24;1;2ªDose
2021-03-24;136;1ªDose
2021-03-09;0;2ªDose
2021-03-09;39;1ªDose
2021-03-31;9;2ªDose
2021-03-31;39;1ªDose
2021-04-06;0;2ªDose
2021-04-06;115;1ªDose
2021-04-14;37;2ªDose
2021-04-14;44;1ªDose
2021-03-17;0;2ªDose
2021-03-17;40;1ªDose
2021-04-08;1;2ªDose
2021-04-08;217;1ªDose
2021-02-09;0;2ªDose
2021-02-09;32;1ªDose
2021-03-15;1;2ªDose
2021-03-15;0;1ªDose
2021-03-18;0;2ªDose
2021-03-18;39;1ªDose
2021-04-16;77;2ªDose
2021-04-16;18;1ªDose
2021-04-13;63;2ªDose
2021-04-13;86;1ªDose
2021-03-25;1;2ªDose
2021-03-25;111;1ªDose
2021-04-15;69;2ªDose
2021-04-15;0;1ªDose
2021-04-09;0;2ªDose
2021-04-09;37;1ªDose
2021-03-23;3;2ªDose
2021-03-23;29;1ªDose
2021-02-10;0;2ªDose
2021-02-10;19;1ªDose
2021-03-04;0;2ªDose
2021-03-04;11;1ªDose
2021-03-02;2;2ªDose
2021-03-02;5;1ªDose
2021-04-05;0;2ªDose
2021-04-05;58;1ªDose
2021-02-11;0;2ªDose
2021-02-11;10;1ªDose
2021-02-12;0;2ªDose
2021-02-12;20;1ªDose
2021-02-02;0;2ªDose
2021-02-02;2;1ªDose
2021-02-01;0;2ªDose
2021-02-01;3;1ªDose
2021-04-07;9;2ªDose
2021-04-07;27;1ªDose
2021-02-26;3;2ªDose
2021-02-26;9;1ªDose
2021-03-03;1;2ªDose
2021-03-03;0;1ªDose
2021-03-22;2;2ªDose
2021-03-22;22;1ªDose
2021-03-19;2;2ªDose
2021-03-19;10;1ªDose
2021-04-19;8;2ªDose
2021-04-19;3;1ªDose
2021-04-20;80;2ªDose
2021-04-20;0;1ªDose
2021-01-26;0;2ªDose
2021-01-26;8;1ªDose
2021-02-04;0;2ªDose
2021-02-04;2;1ªDose
2021-02-23;9;2ªDose
2021-02-23;0;1ªDose
2021-04-12;10;2ªDose
2021-04-12;0;1ªDose
2021-04-21;25;2ªDose
2021-04-21;44;1ªDose
2021-04-22;0;2ªDose
2021-04-22;48;1ªDose
2021-04-26;19;2ªDose
2021-04-26;10;1ªDose
2021-04-27;29;2ªDose
2021-04-27;1;1ªDose
2021-04-28;1;2ªDose
2021-04-28;4;1ªDose
2021-04-23;0;2ªDose
2021-04-23;35;1ªDose
2021-03-01;3;2ªDose
2021-03-01;1;1ªDose
2021-01-21;2;2ªDose
2021-01-21;0;1ªDose
2021-04-10;0;2ªDose
2021-04-10;9;1ªDose
2021-02-25;5;2ªDose
2021-02-25;0;1ªDose
2021-01-29;0;2ªDose
2021-01-29;1;1ªDose
2021-01-27;0;2ªDose
2021-01-27;4;1ªDose
2021-02-24;2;2ªDose
2021-02-24;0;1ªDose
2021-02-03;0;2ªDose
2021-02-03;2;1ªDose
2021-02-05;0;2ªDose
2021-02-05;2;1ªDose
2021-02-18;0;2ªDose
2021-02-18;1;1ªDose
2021-01-28;0;2ªDose
2021-01-28;1;1ªDose
2021-03-11;1;2ªDose
2021-03-11;0;1ªDose
