Data;Quantidade;Dose Aplicada
2021-02-25;51;2ªDose
2021-02-25;3;1ªDose
2021-02-22;124;2ªDose
2021-02-22;3;1ªDose
2021-04-08;33;2ªDose
2021-04-08;11;1ªDose
2021-04-05;1;2ªDose
2021-04-05;35;1ªDose
2021-03-09;6;2ªDose
2021-03-09;52;1ªDose
2021-03-27;0;2ªDose
2021-03-27;110;1ªDose
2021-02-11;239;2ªDose
2021-02-11;33;1ªDose
2021-01-25;0;2ªDose
2021-01-25;319;1ªDose
2021-03-18;4;2ªDose
2021-03-18;30;1ªDose
2021-03-26;0;2ªDose
2021-03-26;50;1ªDose
2021-02-18;298;2ªDose
2021-02-18;15;1ªDose
2021-03-25;27;2ªDose
2021-03-25;72;1ªDose
2021-01-26;0;2ªDose
2021-01-26;341;1ªDose
2021-02-15;87;2ªDose
2021-02-15;3;1ªDose
2021-02-23;138;2ªDose
2021-02-23;4;1ªDose
2021-02-17;294;2ªDose
2021-02-17;5;1ªDose
2021-03-30;0;2ªDose
2021-03-30;157;1ªDose
2021-03-29;2;2ªDose
2021-03-29;53;1ªDose
2021-01-27;0;2ªDose
2021-01-27;331;1ªDose
2021-02-03;0;2ªDose
2021-02-03;101;1ªDose
2021-01-28;0;2ªDose
2021-01-28;241;1ªDose
2021-02-19;217;2ªDose
2021-02-19;13;1ªDose
2021-02-02;0;2ªDose
2021-02-02;69;1ªDose
2021-03-16;1;2ªDose
2021-03-16;20;1ªDose
2021-02-26;45;2ªDose
2021-02-26;2;1ªDose
2021-03-31;0;2ªDose
2021-03-31;73;1ªDose
2021-02-16;194;2ªDose
2021-02-16;7;1ªDose
2021-01-22;0;2ªDose
2021-01-22;286;1ªDose
2021-03-05;23;2ªDose
2021-03-05;10;1ªDose
2021-02-01;0;2ªDose
2021-02-01;75;1ªDose
2021-04-16;55;2ªDose
2021-04-16;0;1ªDose
2021-03-19;3;2ªDose
2021-03-19;34;1ªDose
2021-04-13;49;2ªDose
2021-04-13;17;1ªDose
2021-02-04;0;2ªDose
2021-02-04;97;1ªDose
2021-02-08;0;2ªDose
2021-02-08;55;1ªDose
2021-02-24;77;2ªDose
2021-02-24;5;1ªDose
2021-02-12;45;2ªDose
2021-02-12;19;1ªDose
2021-04-17;98;2ªDose
2021-04-17;1;1ªDose
2021-02-05;0;2ªDose
2021-02-05;121;1ªDose
2021-04-06;22;2ªDose
2021-04-06;41;1ªDose
2021-03-04;39;2ªDose
2021-03-04;22;1ªDose
2021-01-29;0;2ªDose
2021-01-29;172;1ªDose
2021-03-24;2;2ªDose
2021-03-24;51;1ªDose
2021-03-02;38;2ªDose
2021-03-02;0;1ªDose
2021-03-01;17;2ªDose
2021-03-01;2;1ªDose
2021-03-17;1;2ªDose
2021-03-17;31;1ªDose
2021-02-09;0;2ªDose
2021-02-09;39;1ªDose
2021-03-23;6;2ªDose
2021-03-23;49;1ªDose
2021-04-09;30;2ªDose
2021-04-09;10;1ªDose
2021-03-03;14;2ªDose
2021-03-03;20;1ªDose
2021-03-08;13;2ªDose
2021-03-08;11;1ªDose
2021-04-14;48;2ªDose
2021-04-14;12;1ªDose
2021-04-12;15;2ªDose
2021-04-12;11;1ªDose
2021-03-11;14;2ªDose
2021-03-11;13;1ªDose
2021-03-15;4;2ªDose
2021-03-15;10;1ªDose
2021-04-20;174;2ªDose
2021-04-20;2;1ªDose
2021-03-12;21;2ªDose
2021-03-12;2;1ªDose
2021-03-10;6;2ªDose
2021-03-10;21;1ªDose
2021-04-22;4;2ªDose
2021-04-22;13;1ªDose
2021-04-19;51;2ªDose
2021-04-19;5;1ªDose
2021-04-15;63;2ªDose
2021-04-15;15;1ªDose
2021-04-27;0;2ªDose
2021-04-27;55;1ªDose
2021-04-28;0;2ªDose
2021-04-28;8;1ªDose
2021-04-26;1;2ªDose
2021-04-26;29;1ªDose
2021-02-10;0;2ªDose
2021-02-10;2;1ªDose
