Data;Quantidade;Dose Aplicada
2021-04-16;193;2ªDose
2021-04-16;240;1ªDose
2021-03-25;4;2ªDose
2021-03-25;398;1ªDose
2021-04-07;48;2ªDose
2021-04-07;331;1ªDose
2021-04-06;3;2ªDose
2021-04-06;106;1ªDose
2021-04-04;0;2ªDose
2021-04-04;37;1ªDose
2021-01-27;0;2ªDose
2021-01-27;58;1ªDose
2021-04-15;139;2ªDose
2021-04-15;404;1ªDose
2021-04-12;44;2ªDose
2021-04-12;21;1ªDose
2021-03-19;8;2ªDose
2021-03-19;87;1ªDose
2021-03-26;14;2ªDose
2021-03-26;260;1ªDose
2021-04-05;120;2ªDose
2021-04-05;143;1ªDose
2021-02-23;25;2ªDose
2021-02-23;25;1ªDose
2021-03-31;11;2ªDose
2021-03-31;71;1ªDose
2021-03-24;6;2ªDose
2021-03-24;59;1ªDose
2021-04-09;75;2ªDose
2021-04-09;136;1ªDose
2021-04-14;83;2ªDose
2021-04-14;280;1ªDose
2021-01-22;0;2ªDose
2021-01-22;62;1ªDose
2021-02-26;39;2ªDose
2021-02-26;84;1ªDose
2021-03-18;9;2ªDose
2021-03-18;62;1ªDose
2021-04-08;51;2ªDose
2021-04-08;301;1ªDose
2021-03-23;4;2ªDose
2021-03-23;135;1ªDose
2021-03-29;31;2ªDose
2021-03-29;246;1ªDose
2021-01-21;0;2ªDose
2021-01-21;31;1ªDose
2021-03-15;5;2ªDose
2021-03-15;137;1ªDose
2021-01-29;0;2ªDose
2021-01-29;125;1ªDose
2021-01-25;0;2ªDose
2021-01-25;49;1ªDose
2021-02-17;34;2ªDose
2021-02-17;0;1ªDose
2021-03-30;49;2ªDose
2021-03-30;145;1ªDose
2021-03-09;1;2ªDose
2021-03-09;79;1ªDose
2021-03-17;9;2ªDose
2021-03-17;52;1ªDose
2021-04-03;4;2ªDose
2021-04-03;170;1ªDose
2021-03-08;1;2ªDose
2021-03-08;117;1ªDose
2021-02-20;2;2ªDose
2021-02-20;0;1ªDose
2021-02-03;0;2ªDose
2021-02-03;14;1ªDose
2021-02-12;28;2ªDose
2021-02-12;2;1ªDose
2021-03-27;0;2ªDose
2021-03-27;43;1ªDose
2021-02-18;56;2ªDose
2021-02-18;1;1ªDose
2021-02-19;60;2ªDose
2021-02-19;9;1ªDose
2021-03-22;20;2ªDose
2021-03-22;10;1ªDose
2021-02-24;31;2ªDose
2021-02-24;39;1ªDose
2021-02-22;46;2ªDose
2021-02-22;5;1ªDose
2021-01-26;0;2ªDose
2021-01-26;48;1ªDose
2021-02-01;0;2ªDose
2021-02-01;32;1ªDose
2021-03-10;1;2ªDose
2021-03-10;86;1ªDose
2021-04-13;55;2ªDose
2021-04-13;45;1ªDose
2021-03-11;1;2ªDose
2021-03-11;36;1ªDose
2021-01-28;0;2ªDose
2021-01-28;14;1ªDose
2021-02-02;0;2ªDose
2021-02-02;10;1ªDose
2021-04-20;211;2ªDose
2021-04-20;14;1ªDose
2021-03-05;0;2ªDose
2021-03-05;8;1ªDose
2021-04-19;37;2ªDose
2021-04-19;0;1ªDose
2021-02-13;1;2ªDose
2021-02-13;0;1ªDose
2021-02-25;2;2ªDose
2021-02-25;10;1ªDose
2021-03-12;0;2ªDose
2021-03-12;8;1ªDose
2021-04-28;6;2ªDose
2021-04-28;5;1ªDose
2021-04-27;4;2ªDose
2021-04-27;4;1ªDose
2021-04-22;8;2ªDose
2021-04-22;0;1ªDose
2021-02-11;0;2ªDose
2021-02-11;1;1ªDose
2021-03-04;0;2ªDose
2021-03-04;2;1ªDose
2021-03-01;0;2ªDose
2021-03-01;6;1ªDose
2021-03-03;0;2ªDose
2021-03-03;7;1ªDose
2021-02-08;0;2ªDose
2021-02-08;3;1ªDose
2021-03-16;1;2ªDose
2021-03-16;6;1ªDose
2021-01-23;0;2ªDose
2021-01-23;5;1ªDose
2021-02-05;0;2ªDose
2021-02-05;2;1ªDose
2021-03-02;0;2ªDose
2021-03-02;4;1ªDose
2021-04-02;0;2ªDose
2021-04-02;1;1ªDose
2021-02-15;2;2ªDose
2021-02-15;0;1ªDose
