Data;Quantidade;Dose Aplicada
2021-04-03;135;1ªDose
2021-04-03;1;2ªDose
2021-04-09;5;1ªDose
2021-04-09;81;2ªDose
2021-03-23;96;1ªDose
2021-03-23;0;2ªDose
2021-03-19;59;1ªDose
2021-03-19;1;2ªDose
2021-04-17;40;1ªDose
2021-04-17;0;2ªDose
2021-02-11;0;1ªDose
2021-02-11;20;2ªDose
2021-03-31;115;1ªDose
2021-03-31;0;2ªDose
2021-03-26;123;1ªDose
2021-03-26;0;2ªDose
2021-01-21;25;1ªDose
2021-01-21;0;2ªDose
2021-02-03;71;1ªDose
2021-02-03;0;2ªDose
2021-02-12;50;1ªDose
2021-02-12;5;2ªDose
2021-03-17;47;1ªDose
2021-03-17;3;2ªDose
2021-03-10;3;1ªDose
2021-03-10;37;2ªDose
2021-04-12;87;1ªDose
2021-04-12;10;2ªDose
2021-03-29;10;1ªDose
2021-03-29;9;2ªDose
2021-02-24;1;1ªDose
2021-02-24;9;2ªDose
2021-04-16;6;1ªDose
2021-04-16;63;2ªDose
2021-02-01;10;1ªDose
2021-02-01;0;2ªDose
2021-04-13;6;1ªDose
2021-04-13;88;2ªDose
2021-03-03;51;1ªDose
2021-03-03;1;2ªDose
2021-04-21;0;1ªDose
2021-04-21;47;2ªDose
2021-03-08;0;1ªDose
2021-03-08;10;2ªDose
2021-04-22;0;1ªDose
2021-04-22;1;2ªDose
2021-03-05;9;1ªDose
2021-03-05;1;2ªDose
2021-04-19;0;1ªDose
2021-04-19;8;2ªDose
2021-04-06;10;1ªDose
2021-04-06;0;2ªDose
2021-03-22;10;1ªDose
2021-03-22;0;2ªDose
2021-04-01;1;1ªDose
2021-04-01;0;2ªDose
