Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;19
1ªDose;2021-01-20;20
1ªDose;2021-01-21;31
1ªDose;2021-01-22;61
1ªDose;2021-01-23;6
1ªDose;2021-01-24;7
1ªDose;2021-01-25;5
1ªDose;2021-01-26;30
1ªDose;2021-01-27;44
1ªDose;2021-01-28;2
1ªDose;2021-01-29;70
1ªDose;2021-02-01;148
1ªDose;2021-02-02;86
1ªDose;2021-02-03;31
1ªDose;2021-02-04;3
1ªDose;2021-02-05;8
1ªDose;2021-02-09;5
1ªDose;2021-02-11;9
1ªDose;2021-02-12;16
1ªDose;2021-02-15;8
1ªDose;2021-02-16;2
1ªDose;2021-02-17;9
1ªDose;2021-02-22;1
1ªDose;2021-02-24;42
1ªDose;2021-02-25;28
1ªDose;2021-02-26;244
1ªDose;2021-03-01;57
1ªDose;2021-03-02;71
1ªDose;2021-03-03;21
1ªDose;2021-03-04;16
1ªDose;2021-03-05;31
1ªDose;2021-03-09;44
1ªDose;2021-03-10;7
1ªDose;2021-03-11;189
1ªDose;2021-03-12;87
1ªDose;2021-03-16;7
1ªDose;2021-03-17;7
1ªDose;2021-03-18;204
1ªDose;2021-03-20;3
1ªDose;2021-03-22;304
1ªDose;2021-03-23;753
1ªDose;2021-03-24;298
1ªDose;2021-03-25;72
1ªDose;2021-03-26;76
1ªDose;2021-03-28;1
1ªDose;2021-03-29;435
1ªDose;2021-03-30;530
1ªDose;2021-03-31;397
1ªDose;2021-04-04;1
1ªDose;2021-04-05;81
1ªDose;2021-04-06;238
1ªDose;2021-04-07;16
1ªDose;2021-04-08;32
1ªDose;2021-04-09;17
1ªDose;2021-04-12;55
1ªDose;2021-04-13;31
1ªDose;2021-04-14;96
1ªDose;2021-04-15;83
1ªDose;2021-04-16;29
1ªDose;2021-04-17;828
1ªDose;2021-04-19;17
1ªDose;2021-04-22;1
1ªDose;2021-04-23;1
1ªDose;2021-04-26;261
1ªDose;2021-04-27;353
1ªDose;2021-04-28;22
1ªDose;2021-04-29;1
1ªDose;2021-04-30;143
2ªDose;2021-02-03;7
2ªDose;2021-02-04;13
2ªDose;2021-02-05;8
2ªDose;2021-02-06;12
2ªDose;2021-02-07;7
2ªDose;2021-02-08;7
2ªDose;2021-02-09;50
2ªDose;2021-02-10;54
2ªDose;2021-02-11;21
2ªDose;2021-02-12;16
2ªDose;2021-02-16;17
2ªDose;2021-02-17;7
2ªDose;2021-02-18;7
2ªDose;2021-02-19;2
2ªDose;2021-02-22;3
2ªDose;2021-02-23;5
2ªDose;2021-02-24;8
2ªDose;2021-02-25;1
2ªDose;2021-02-26;6
2ªDose;2021-02-27;1
2ªDose;2021-03-01;9
2ªDose;2021-03-02;1
2ªDose;2021-03-03;1
2ªDose;2021-03-04;4
2ªDose;2021-03-05;1
2ªDose;2021-03-11;43
2ªDose;2021-03-12;27
2ªDose;2021-03-16;15
2ªDose;2021-03-22;25
2ªDose;2021-03-26;23
2ªDose;2021-03-30;17
2ªDose;2021-03-31;122
2ªDose;2021-04-05;54
2ªDose;2021-04-07;173
2ªDose;2021-04-08;19
2ªDose;2021-04-12;52
2ªDose;2021-04-13;71
2ªDose;2021-04-14;23
2ªDose;2021-04-15;24
2ªDose;2021-04-16;1
2ªDose;2021-04-19;26
2ªDose;2021-04-20;274
2ªDose;2021-04-22;778
2ªDose;2021-04-23;359
2ªDose;2021-04-26;468
2ªDose;2021-04-27;330
2ªDose;2021-04-28;32
2ªDose;2021-04-29;56
2ªDose;2021-04-30;14
