;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-02-18;0.0;
2021-02-19;0.0;
2021-02-20;0.0;
2021-02-21;0.0;
2021-02-22;0.0;
2021-02-23;0.0;
2021-02-24;0.0;
2021-02-25;0.0;
2021-02-26;0.0;
2021-02-27;9.090909090909092;
2021-02-28;9.090909090909092;
2021-03-01;9.090909090909092;
2021-03-02;9.090909090909092;
2021-03-03;9.090909090909092;
2021-03-04;9.090909090909092;
2021-03-05;9.090909090909092;
2021-03-06;9.090909090909092;
2021-03-07;9.090909090909092;
2021-03-08;9.090909090909092;
2021-03-09;9.090909090909092;
2021-03-10;9.090909090909092;
2021-03-11;5.0;
2021-03-12;3.4482758620689653;
2021-03-13;2.5641025641025643;
2021-03-14;2.5641025641025643;
2021-03-15;2.5641025641025643;
2021-03-16;2.5641025641025643;
2021-03-17;2.5641025641025643;
2021-03-18;2.0833333333333335;
2021-03-19;2.0833333333333335;
2021-03-20;2.0833333333333335;
2021-03-21;2.0833333333333335;
2021-03-22;2.0833333333333335;
2021-03-23;2.0833333333333335;
2021-03-24;2.0833333333333335;
2021-03-25;2.0833333333333335;
2021-03-26;2.0833333333333335;
2021-03-27;2.0833333333333335;
2021-03-28;2.0833333333333335;
2021-03-29;2.0833333333333335;
2021-03-30;2.0833333333333335;
2021-03-31;2.0833333333333335;
2021-04-01;0.0;
2021-04-02;0.0;
2021-04-03;0.0;
2021-04-04;0.0;
2021-04-05;0.0;
2021-04-06;0.0;
2021-04-07;0.0;
2021-04-08;0.0;
2021-04-09;0.0;
2021-04-10;0.0;
2021-04-11;0.0;
2021-04-12;0.0;
2021-04-13;0.0;
2021-04-14;0.0;
2021-04-15;0.0;
2021-04-16;0.0;
2021-04-17;0.0;
2021-04-18;0.0;
2021-04-19;0.0;
2021-04-20;0.0;
2021-04-21;0.0;
2021-04-22;0.0;
2021-04-23;0.0;
2021-04-24;0.0;
2021-04-25;0.0;
2021-04-26;0.0;
2021-04-27;0.0;
2021-04-28;0.0;
2021-04-29;0.0;
2021-04-30;0.0;
2021-05-01;0.0;
2021-05-02;0.0;
2021-05-03;0.0;
2021-05-04;0.0;
2021-04-27;;0.0
2021-04-28;;0.0
2021-04-29;;0.0
2021-04-30;;0.0
2021-05-01;;0.0
2021-05-02;;0.0
2021-05-03;;0.0
2021-05-04;;0.0
