Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;63
1ªDose;2021-01-20;1
1ªDose;2021-01-21;2
1ªDose;2021-01-22;1
1ªDose;2021-01-23;1
1ªDose;2021-02-04;28
1ªDose;2021-02-05;19
1ªDose;2021-02-08;137
1ªDose;2021-02-09;38
1ªDose;2021-02-10;65
1ªDose;2021-02-11;82
1ªDose;2021-02-12;21
1ªDose;2021-02-16;1
1ªDose;2021-02-17;2
1ªDose;2021-02-19;13
1ªDose;2021-02-23;7
1ªDose;2021-02-25;2
1ªDose;2021-02-26;23
1ªDose;2021-03-02;9
1ªDose;2021-03-03;6
1ªDose;2021-03-04;25
1ªDose;2021-03-05;32
1ªDose;2021-03-08;35
1ªDose;2021-03-09;14
1ªDose;2021-03-10;5
1ªDose;2021-03-11;3
1ªDose;2021-03-15;4
1ªDose;2021-03-16;256
1ªDose;2021-03-17;70
1ªDose;2021-03-18;69
1ªDose;2021-03-19;110
1ªDose;2021-03-20;57
1ªDose;2021-03-22;268
1ªDose;2021-03-23;96
1ªDose;2021-03-24;16
1ªDose;2021-03-25;35
1ªDose;2021-03-26;1
1ªDose;2021-03-29;4
1ªDose;2021-03-30;2
1ªDose;2021-03-31;202
1ªDose;2021-04-09;1
1ªDose;2021-04-22;1
1ªDose;2021-04-23;1
2ªDose;2021-02-05;1
2ªDose;2021-02-08;2
2ªDose;2021-02-17;50
2ªDose;2021-02-18;9
2ªDose;2021-02-19;5
2ªDose;2021-02-20;1
2ªDose;2021-02-23;1
2ªDose;2021-02-24;2
2ªDose;2021-03-03;9
2ªDose;2021-03-04;19
2ªDose;2021-03-05;18
2ªDose;2021-03-08;134
2ªDose;2021-03-09;41
2ªDose;2021-03-10;50
2ªDose;2021-03-11;96
2ªDose;2021-03-12;21
2ªDose;2021-03-17;1
2ªDose;2021-03-18;6
2ªDose;2021-03-19;5
2ªDose;2021-03-23;5
2ªDose;2021-03-24;1
2ªDose;2021-03-26;19
2ªDose;2021-03-30;3
2ªDose;2021-03-31;1
2ªDose;2021-04-07;1
2ªDose;2021-04-14;11
2ªDose;2021-04-15;54
2ªDose;2021-04-22;2
