Dose Aplicada;Data;Quantidade
1ªDose;2021-01-21;2
1ªDose;2021-01-25;2
1ªDose;2021-01-26;1
1ªDose;2021-01-28;191
1ªDose;2021-01-29;33
1ªDose;2021-02-01;26
1ªDose;2021-02-02;155
1ªDose;2021-02-03;41
1ªDose;2021-02-04;46
1ªDose;2021-02-05;75
1ªDose;2021-02-08;184
1ªDose;2021-02-09;59
1ªDose;2021-02-10;112
1ªDose;2021-02-11;31
1ªDose;2021-02-12;59
1ªDose;2021-02-15;66
1ªDose;2021-02-16;26
1ªDose;2021-02-17;45
1ªDose;2021-02-18;37
1ªDose;2021-02-19;53
1ªDose;2021-02-22;1
1ªDose;2021-02-23;1
1ªDose;2021-02-24;15
1ªDose;2021-02-25;53
1ªDose;2021-02-26;16
1ªDose;2021-02-27;2
1ªDose;2021-03-01;125
1ªDose;2021-03-02;98
1ªDose;2021-03-03;117
1ªDose;2021-03-04;99
1ªDose;2021-03-05;90
1ªDose;2021-03-06;2
1ªDose;2021-03-08;19
1ªDose;2021-03-09;61
1ªDose;2021-03-10;29
1ªDose;2021-03-11;16
1ªDose;2021-03-12;13
1ªDose;2021-03-16;6
1ªDose;2021-03-17;13
1ªDose;2021-03-18;72
1ªDose;2021-03-19;46
1ªDose;2021-03-22;657
1ªDose;2021-03-23;205
1ªDose;2021-03-24;182
1ªDose;2021-03-25;14
1ªDose;2021-03-26;19
1ªDose;2021-03-27;860
1ªDose;2021-04-01;5
1ªDose;2021-04-06;126
1ªDose;2021-04-07;114
1ªDose;2021-04-17;3
1ªDose;2021-04-19;36
1ªDose;2021-04-24;16
1ªDose;2021-04-27;24
1ªDose;2021-04-28;2
2ªDose;2021-03-01;1
2ªDose;2021-03-02;1
2ªDose;2021-03-03;4
2ªDose;2021-03-05;1
2ªDose;2021-03-18;1
2ªDose;2021-04-27;25
2ªDose;2021-04-28;27
2ªDose;2021-04-29;32
2ªDose;2021-04-30;40
