Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;4
1ªDose;2021-01-20;20
1ªDose;2021-01-21;21
1ªDose;2021-01-22;8
1ªDose;2021-01-25;23
1ªDose;2021-01-26;3
1ªDose;2021-01-27;18
1ªDose;2021-01-28;4
1ªDose;2021-01-29;1
1ªDose;2021-02-01;10
1ªDose;2021-02-02;9
1ªDose;2021-02-03;20
1ªDose;2021-02-04;9
1ªDose;2021-02-05;20
1ªDose;2021-02-08;4
1ªDose;2021-02-09;108
1ªDose;2021-02-10;125
1ªDose;2021-02-11;67
1ªDose;2021-02-12;7
1ªDose;2021-02-15;9
1ªDose;2021-02-16;31
1ªDose;2021-02-17;11
1ªDose;2021-02-18;4
1ªDose;2021-02-19;11
1ªDose;2021-02-22;1
1ªDose;2021-03-01;74
1ªDose;2021-03-02;29
1ªDose;2021-03-03;69
1ªDose;2021-03-04;13
1ªDose;2021-03-08;97
1ªDose;2021-03-09;75
1ªDose;2021-03-10;6
1ªDose;2021-03-11;17
1ªDose;2021-03-12;11
1ªDose;2021-03-15;143
1ªDose;2021-03-16;81
1ªDose;2021-03-17;74
1ªDose;2021-03-18;54
1ªDose;2021-03-19;18
1ªDose;2021-03-22;135
1ªDose;2021-03-23;36
1ªDose;2021-03-24;34
1ªDose;2021-03-25;87
1ªDose;2021-03-26;19
1ªDose;2021-03-27;114
1ªDose;2021-03-29;49
1ªDose;2021-03-30;30
1ªDose;2021-03-31;17
1ªDose;2021-04-01;7
1ªDose;2021-04-03;2
1ªDose;2021-04-05;24
1ªDose;2021-04-06;104
1ªDose;2021-04-07;97
1ªDose;2021-04-08;53
1ªDose;2021-04-09;10
1ªDose;2021-04-10;10
1ªDose;2021-04-12;47
1ªDose;2021-04-13;65
1ªDose;2021-04-14;22
1ªDose;2021-04-15;3
1ªDose;2021-04-17;12
1ªDose;2021-04-19;18
1ªDose;2021-04-20;12
1ªDose;2021-04-22;4
1ªDose;2021-04-26;7
1ªDose;2021-04-27;7
1ªDose;2021-04-28;1
1ªDose;2021-04-29;1
2ªDose;2021-02-15;1
2ªDose;2021-02-16;10
2ªDose;2021-02-17;35
2ªDose;2021-02-18;33
2ªDose;2021-02-19;14
2ªDose;2021-02-22;14
2ªDose;2021-02-23;24
2ªDose;2021-02-24;6
2ªDose;2021-02-25;31
2ªDose;2021-02-26;14
2ªDose;2021-02-28;1
2ªDose;2021-03-01;17
2ªDose;2021-03-02;8
2ªDose;2021-03-03;13
2ªDose;2021-03-04;12
2ªDose;2021-03-05;4
2ªDose;2021-03-08;86
2ªDose;2021-03-09;57
2ªDose;2021-03-10;64
2ªDose;2021-03-11;26
2ªDose;2021-03-15;14
2ªDose;2021-03-16;32
2ªDose;2021-03-17;8
2ªDose;2021-03-18;9
2ªDose;2021-03-19;10
2ªDose;2021-03-22;3
2ªDose;2021-03-23;2
2ªDose;2021-03-24;2
2ªDose;2021-03-25;3
2ªDose;2021-03-26;1
2ªDose;2021-03-27;1
2ªDose;2021-03-29;55
2ªDose;2021-03-30;35
2ªDose;2021-03-31;31
2ªDose;2021-04-01;18
2ªDose;2021-04-05;77
2ªDose;2021-04-06;47
2ªDose;2021-04-07;13
2ªDose;2021-04-08;13
2ªDose;2021-04-12;44
2ªDose;2021-04-13;28
2ªDose;2021-04-14;48
2ªDose;2021-04-15;22
2ªDose;2021-04-17;2
2ªDose;2021-04-19;117
2ªDose;2021-04-20;37
2ªDose;2021-04-22;30
2ªDose;2021-04-23;22
2ªDose;2021-04-26;34
2ªDose;2021-04-27;13
2ªDose;2021-04-28;10
2ªDose;2021-04-29;5
