Dose Aplicada;Data;Quantidade
1ªDose;2021-01-26;50
1ªDose;2021-01-27;39
1ªDose;2021-02-26;20
1ªDose;2021-03-01;30
1ªDose;2021-03-02;28
1ªDose;2021-03-03;34
1ªDose;2021-03-04;27
1ªDose;2021-03-24;145
1ªDose;2021-03-25;19
1ªDose;2021-03-29;37
1ªDose;2021-03-30;130
1ªDose;2021-04-05;31
1ªDose;2021-04-13;87
1ªDose;2021-04-14;20
1ªDose;2021-04-22;98
1ªDose;2021-04-23;72
1ªDose;2021-04-27;48
1ªDose;2021-04-28;27
1ªDose;2021-04-29;74
2ªDose;2021-01-20;1
2ªDose;2021-04-19;51
2ªDose;2021-04-20;35
2ªDose;2021-04-22;1
2ªDose;2021-04-23;1
2ªDose;2021-04-28;2
