Dose Aplicada;Data;Quantidade
1ªDose;2021-01-18;1
1ªDose;2021-01-19;1
1ªDose;2021-01-20;2
1ªDose;2021-01-21;1
1ªDose;2021-01-22;6
1ªDose;2021-01-24;1
1ªDose;2021-01-25;43
1ªDose;2021-01-27;10
1ªDose;2021-01-28;67
1ªDose;2021-01-29;4
1ªDose;2021-02-01;34
1ªDose;2021-02-03;35
1ªDose;2021-02-04;22
1ªDose;2021-02-05;2
1ªDose;2021-02-08;2
1ªDose;2021-02-09;1
1ªDose;2021-02-10;22
1ªDose;2021-02-11;5
1ªDose;2021-02-12;1
1ªDose;2021-02-13;59
1ªDose;2021-02-15;25
1ªDose;2021-02-16;4
1ªDose;2021-02-18;19
1ªDose;2021-02-19;2
1ªDose;2021-02-22;6
1ªDose;2021-02-24;5
1ªDose;2021-02-25;2
1ªDose;2021-03-02;1
1ªDose;2021-03-03;3
1ªDose;2021-03-05;74
1ªDose;2021-03-06;28
1ªDose;2021-03-08;60
1ªDose;2021-03-09;63
1ªDose;2021-03-10;10
1ªDose;2021-03-11;108
1ªDose;2021-03-12;31
1ªDose;2021-03-13;10
1ªDose;2021-03-18;235
1ªDose;2021-03-19;102
1ªDose;2021-03-20;1
1ªDose;2021-03-21;20
1ªDose;2021-03-22;165
1ªDose;2021-03-23;274
1ªDose;2021-03-24;178
1ªDose;2021-03-25;87
1ªDose;2021-03-26;283
1ªDose;2021-03-27;272
1ªDose;2021-03-29;211
1ªDose;2021-03-30;2
1ªDose;2021-04-03;80
1ªDose;2021-04-10;7
1ªDose;2021-04-12;8
1ªDose;2021-04-14;1
1ªDose;2021-04-19;10
2ªDose;2021-01-27;5
2ªDose;2021-02-10;81
2ªDose;2021-02-11;54
2ªDose;2021-02-12;4
2ªDose;2021-02-13;7
2ªDose;2021-02-14;1
2ªDose;2021-02-15;3
2ªDose;2021-02-16;46
2ªDose;2021-02-18;7
2ªDose;2021-02-19;1
2ªDose;2021-02-22;140
2ªDose;2021-02-23;15
2ªDose;2021-02-25;37
2ªDose;2021-02-26;1
2ªDose;2021-02-27;38
2ªDose;2021-03-01;1
2ªDose;2021-03-03;25
2ªDose;2021-03-04;3
2ªDose;2021-03-05;1
2ªDose;2021-03-06;1
2ªDose;2021-03-09;1
2ªDose;2021-03-10;25
2ªDose;2021-03-11;2
2ªDose;2021-03-12;57
2ªDose;2021-03-13;2
2ªDose;2021-03-15;24
2ªDose;2021-03-16;9
2ªDose;2021-03-17;8
2ªDose;2021-03-18;12
2ªDose;2021-03-19;3
2ªDose;2021-03-21;1
2ªDose;2021-03-22;2
2ªDose;2021-03-23;2
2ªDose;2021-03-24;1
2ªDose;2021-03-26;2
2ªDose;2021-03-29;18
2ªDose;2021-03-30;65
2ªDose;2021-03-31;8
2ªDose;2021-04-05;9
2ªDose;2021-04-06;231
2ªDose;2021-04-07;31
2ªDose;2021-04-08;169
2ªDose;2021-04-09;12
2ªDose;2021-04-10;121
2ªDose;2021-04-12;118
2ªDose;2021-04-13;8
2ªDose;2021-04-14;48
2ªDose;2021-04-15;45
2ªDose;2021-04-16;30
2ªDose;2021-04-17;32
2ªDose;2021-04-19;6
2ªDose;2021-04-20;61
2ªDose;2021-04-21;70
2ªDose;2021-04-22;20
