Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;5
1ªDose;2021-01-20;3
1ªDose;2021-01-21;3
1ªDose;2021-01-23;1
1ªDose;2021-01-25;2
1ªDose;2021-01-26;8
1ªDose;2021-01-28;24
1ªDose;2021-01-29;6
1ªDose;2021-02-02;45
1ªDose;2021-02-03;9
1ªDose;2021-02-04;125
1ªDose;2021-02-05;2
1ªDose;2021-02-09;110
1ªDose;2021-02-10;129
1ªDose;2021-02-11;54
1ªDose;2021-02-12;48
1ªDose;2021-02-15;7
1ªDose;2021-02-17;13
1ªDose;2021-02-18;27
1ªDose;2021-02-19;27
1ªDose;2021-02-20;1
1ªDose;2021-02-22;25
1ªDose;2021-02-23;32
1ªDose;2021-02-24;22
1ªDose;2021-02-25;68
1ªDose;2021-02-26;839
1ªDose;2021-02-27;581
1ªDose;2021-02-28;107
1ªDose;2021-03-01;147
1ªDose;2021-03-02;76
1ªDose;2021-03-03;62
1ªDose;2021-03-04;74
1ªDose;2021-03-05;36
1ªDose;2021-03-06;25
1ªDose;2021-03-07;1
1ªDose;2021-03-08;27
1ªDose;2021-03-09;51
1ªDose;2021-03-10;38
1ªDose;2021-03-11;18
1ªDose;2021-03-12;621
1ªDose;2021-03-13;90
1ªDose;2021-03-15;97
1ªDose;2021-03-16;79
1ªDose;2021-03-17;21
1ªDose;2021-03-18;25
1ªDose;2021-03-19;956
1ªDose;2021-03-20;239
1ªDose;2021-03-21;329
1ªDose;2021-03-22;274
1ªDose;2021-03-23;1166
1ªDose;2021-03-24;366
1ªDose;2021-03-25;1534
1ªDose;2021-03-26;350
1ªDose;2021-03-27;589
1ªDose;2021-03-29;1205
1ªDose;2021-03-30;416
1ªDose;2021-03-31;282
1ªDose;2021-04-01;310
1ªDose;2021-04-02;18
1ªDose;2021-04-03;531
1ªDose;2021-04-05;386
1ªDose;2021-04-06;160
1ªDose;2021-04-07;144
1ªDose;2021-04-08;93
1ªDose;2021-04-09;546
1ªDose;2021-04-10;164
1ªDose;2021-04-11;33
1ªDose;2021-04-12;266
1ªDose;2021-04-13;100
1ªDose;2021-04-14;40
1ªDose;2021-04-15;22
1ªDose;2021-04-16;18
1ªDose;2021-04-19;11
1ªDose;2021-04-20;10
1ªDose;2021-04-22;11
1ªDose;2021-04-23;9
1ªDose;2021-04-26;2
1ªDose;2021-04-27;1
1ªDose;2021-04-28;3
1ªDose;2021-04-29;1
2ªDose;2021-02-05;177
2ªDose;2021-02-08;380
2ªDose;2021-02-09;58
2ªDose;2021-02-11;2
2ªDose;2021-02-12;112
2ªDose;2021-02-15;6
2ªDose;2021-02-18;42
2ªDose;2021-02-19;144
2ªDose;2021-02-22;139
2ªDose;2021-02-23;46
2ªDose;2021-02-24;30
2ªDose;2021-02-25;25
2ªDose;2021-02-26;24
2ªDose;2021-02-27;1
2ªDose;2021-03-01;8
2ªDose;2021-03-02;119
2ªDose;2021-03-03;123
2ªDose;2021-03-04;45
2ªDose;2021-03-05;49
2ªDose;2021-03-06;1
2ªDose;2021-03-08;22
2ªDose;2021-03-09;20
2ªDose;2021-03-10;17
2ªDose;2021-03-11;38
2ªDose;2021-03-12;44
2ªDose;2021-03-13;1
2ªDose;2021-03-15;34
2ªDose;2021-03-16;37
2ªDose;2021-03-17;40
2ªDose;2021-03-18;154
2ªDose;2021-03-19;533
2ªDose;2021-03-20;496
2ªDose;2021-03-21;66
2ªDose;2021-03-22;303
2ªDose;2021-03-23;124
2ªDose;2021-03-24;95
2ªDose;2021-03-25;62
2ªDose;2021-03-26;91
2ªDose;2021-03-27;16
2ªDose;2021-03-29;58
2ªDose;2021-03-30;43
2ªDose;2021-03-31;105
2ªDose;2021-04-01;141
2ªDose;2021-04-02;88
2ªDose;2021-04-03;107
2ªDose;2021-04-05;461
2ªDose;2021-04-06;130
2ªDose;2021-04-07;78
2ªDose;2021-04-08;301
2ªDose;2021-04-09;663
2ªDose;2021-04-10;213
2ªDose;2021-04-11;131
2ªDose;2021-04-12;676
2ªDose;2021-04-13;911
2ªDose;2021-04-14;480
2ªDose;2021-04-15;1228
2ªDose;2021-04-16;465
2ªDose;2021-04-17;381
2ªDose;2021-04-19;1119
2ªDose;2021-04-20;446
2ªDose;2021-04-21;39
2ªDose;2021-04-22;394
2ªDose;2021-04-23;150
2ªDose;2021-04-24;74
2ªDose;2021-04-26;542
2ªDose;2021-04-27;117
2ªDose;2021-04-28;155
2ªDose;2021-04-29;117
2ªDose;2021-04-30;113
