Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;1
1ªDose;2021-01-20;67
1ªDose;2021-01-21;189
1ªDose;2021-01-22;134
1ªDose;2021-01-25;106
1ªDose;2021-01-26;48
1ªDose;2021-01-27;101
1ªDose;2021-01-28;82
1ªDose;2021-01-29;149
1ªDose;2021-01-30;1
1ªDose;2021-02-01;53
1ªDose;2021-02-02;51
1ªDose;2021-02-03;82
1ªDose;2021-02-04;117
1ªDose;2021-02-05;65
1ªDose;2021-02-08;24
1ªDose;2021-02-09;28
1ªDose;2021-02-10;17
1ªDose;2021-02-12;28
1ªDose;2021-02-13;10
1ªDose;2021-02-17;1
1ªDose;2021-02-18;247
1ªDose;2021-02-19;35
1ªDose;2021-02-23;33
1ªDose;2021-02-24;39
1ªDose;2021-02-25;134
1ªDose;2021-02-26;86
1ªDose;2021-02-27;2
1ªDose;2021-02-28;1
1ªDose;2021-03-01;94
1ªDose;2021-03-02;251
1ªDose;2021-03-03;16
1ªDose;2021-03-04;59
1ªDose;2021-03-05;7
1ªDose;2021-03-08;13
1ªDose;2021-03-09;845
1ªDose;2021-03-10;36
1ªDose;2021-03-11;60
1ªDose;2021-03-12;35
1ªDose;2021-03-13;1
1ªDose;2021-03-15;16
1ªDose;2021-03-16;555
1ªDose;2021-03-17;13
1ªDose;2021-03-18;27
1ªDose;2021-03-22;27
1ªDose;2021-03-23;965
1ªDose;2021-03-24;53
1ªDose;2021-03-25;41
1ªDose;2021-03-26;87
1ªDose;2021-03-27;1068
1ªDose;2021-03-29;51
1ªDose;2021-03-30;624
1ªDose;2021-03-31;417
1ªDose;2021-04-01;443
1ªDose;2021-04-05;100
1ªDose;2021-04-06;802
1ªDose;2021-04-07;82
1ªDose;2021-04-08;137
1ªDose;2021-04-09;52
1ªDose;2021-04-12;27
1ªDose;2021-04-13;121
1ªDose;2021-04-14;19
1ªDose;2021-04-15;9
1ªDose;2021-04-16;5
1ªDose;2021-04-17;358
1ªDose;2021-04-19;39
1ªDose;2021-04-20;49
1ªDose;2021-04-22;121
1ªDose;2021-04-26;34
1ªDose;2021-04-27;229
1ªDose;2021-04-28;57
1ªDose;2021-04-29;29
1ªDose;2021-04-30;21
2ªDose;2021-01-21;1
2ªDose;2021-02-05;68
2ªDose;2021-02-06;12
2ªDose;2021-02-08;57
2ªDose;2021-02-09;13
2ªDose;2021-02-10;115
2ªDose;2021-02-11;76
2ªDose;2021-02-12;144
2ªDose;2021-02-14;1
2ªDose;2021-02-15;1
2ªDose;2021-02-17;2
2ªDose;2021-02-18;104
2ªDose;2021-02-19;80
2ªDose;2021-02-23;70
2ªDose;2021-02-24;2
2ªDose;2021-03-01;1
2ªDose;2021-03-08;6
2ªDose;2021-03-09;21
2ªDose;2021-03-10;9
2ªDose;2021-03-11;175
2ªDose;2021-03-12;3
2ªDose;2021-03-15;2
2ªDose;2021-03-16;11
2ªDose;2021-03-17;10
2ªDose;2021-03-18;43
2ªDose;2021-03-19;1
2ªDose;2021-03-22;159
2ªDose;2021-03-23;86
2ªDose;2021-03-24;19
2ªDose;2021-03-25;14
2ªDose;2021-03-26;8
2ªDose;2021-03-27;1
2ªDose;2021-03-29;4
2ªDose;2021-03-30;111
2ªDose;2021-03-31;1
2ªDose;2021-04-05;3
2ªDose;2021-04-06;47
2ªDose;2021-04-07;9
2ªDose;2021-04-08;9
2ªDose;2021-04-09;4
2ªDose;2021-04-12;16
2ªDose;2021-04-13;29
2ªDose;2021-04-14;117
2ªDose;2021-04-15;32
2ªDose;2021-04-16;18
2ªDose;2021-04-19;210
2ªDose;2021-04-20;88
2ªDose;2021-04-22;38
2ªDose;2021-04-26;27
2ªDose;2021-04-27;43
2ªDose;2021-04-28;11
2ªDose;2021-04-29;92
2ªDose;2021-04-30;59
