Dose Aplicada;Data;Quantidade
1ªDose;2021-01-19;2
1ªDose;2021-01-20;38
1ªDose;2021-01-21;136
1ªDose;2021-01-22;44
1ªDose;2021-01-24;1
1ªDose;2021-01-25;31
1ªDose;2021-01-26;75
1ªDose;2021-01-27;7
1ªDose;2021-01-28;13
1ªDose;2021-02-02;11
1ªDose;2021-02-10;1
1ªDose;2021-02-11;1
1ªDose;2021-02-18;5
1ªDose;2021-02-22;6
1ªDose;2021-02-23;30
1ªDose;2021-02-24;21
1ªDose;2021-02-25;38
1ªDose;2021-02-26;37
1ªDose;2021-03-01;47
1ªDose;2021-03-02;62
1ªDose;2021-03-03;94
1ªDose;2021-03-04;88
1ªDose;2021-03-05;153
1ªDose;2021-03-07;1
1ªDose;2021-03-08;231
1ªDose;2021-03-09;4
1ªDose;2021-03-11;112
1ªDose;2021-03-12;176
1ªDose;2021-03-13;1
1ªDose;2021-03-17;1
1ªDose;2021-03-18;207
1ªDose;2021-03-19;258
1ªDose;2021-03-22;297
1ªDose;2021-03-23;327
1ªDose;2021-03-24;726
1ªDose;2021-03-25;490
1ªDose;2021-03-26;474
1ªDose;2021-03-29;9
1ªDose;2021-03-30;472
1ªDose;2021-03-31;396
1ªDose;2021-04-05;56
1ªDose;2021-04-06;19
1ªDose;2021-04-07;25
1ªDose;2021-04-08;34
1ªDose;2021-04-09;198
1ªDose;2021-04-10;43
1ªDose;2021-04-12;3
1ªDose;2021-04-13;36
1ªDose;2021-04-14;9
1ªDose;2021-04-15;2
1ªDose;2021-04-16;2
1ªDose;2021-04-22;16
1ªDose;2021-04-23;1
1ªDose;2021-04-26;42
1ªDose;2021-04-27;11
1ªDose;2021-04-28;2
1ªDose;2021-04-29;2
2ªDose;2021-02-05;1
2ªDose;2021-02-10;24
2ªDose;2021-02-11;28
2ªDose;2021-02-12;3
2ªDose;2021-03-04;21
2ªDose;2021-03-05;2
2ªDose;2021-03-06;10
2ªDose;2021-03-07;1
2ªDose;2021-03-12;3
2ªDose;2021-03-15;2
2ªDose;2021-03-18;3
2ªDose;2021-03-19;15
2ªDose;2021-03-22;43
2ªDose;2021-03-23;107
2ªDose;2021-03-24;181
2ªDose;2021-03-25;198
2ªDose;2021-03-26;298
2ªDose;2021-03-27;1
2ªDose;2021-03-29;271
2ªDose;2021-03-30;27
2ªDose;2021-03-31;23
2ªDose;2021-04-03;1
2ªDose;2021-04-05;595
2ªDose;2021-04-06;20
2ªDose;2021-04-07;41
2ªDose;2021-04-08;463
2ªDose;2021-04-09;476
2ªDose;2021-04-12;585
2ªDose;2021-04-13;601
2ªDose;2021-04-14;485
2ªDose;2021-04-15;2
2ªDose;2021-04-16;16
2ªDose;2021-04-20;18
2ªDose;2021-04-22;10
2ªDose;2021-04-26;49
2ªDose;2021-04-27;39
2ªDose;2021-04-28;12
2ªDose;2021-04-29;31
